Question,Answers,Comment,Freq,Instructions,Render as
__餡__掛け，__餡__こ，__餡__,あん,"［餡］一級
音: カン／ゲン／アン 訓: 
意味: 餅ヘイ(もち、米粉や小麦粉などで作り丸く平らにした皮)に包み入れる具材、包子パオズ(中華饅頭)、餃子(チャオズ)(ぎょうざ)などの中に入れる具材。
日豆などに砂糖を加え煮るなどしたもの。
日。",餡 → JPDB Kanji Freq: 2957,漢字の読みを入力してください,Text
"__刎__ねる
横にはらうようにして切る。
「首を━」",は,"［刎］一級
音: ブン／モン／フン 訓: は・ねる
意味: 首を切る、首を切って死なす(死ぬ)、同「歾」。
「刎頸之交(フンケイのまじわり)」、首切られるようなことになっても変わることのない交(まじ)わり。",刎 → JPDB Kanji Freq: 2959,漢字の読みを入力してください,Text
__磔__・張り付け,はりつけ,"［磔］一級
音: タク／チャク 訓: はりつけ
意味: 犠牲ギセイ(神などに供える家畜)を切り裂(さ)く、(厄災が市中に入り込まないように)切り裂いた犠牲を市門(シモン、市街の出入り口の門)に晒(さら)す。
罪人の体を引き裂く、またその刑罰、同「矺」
永字八法の一つ、左上から右下に向かってのはらい、現代では、捺(ナツ){永字八法}",磔 → JPDB Kanji Freq: 2960,漢字の読みを入力してください,Text
青瓢__箪__，瓢__箪__，__箪__笥,たん,"［箪］準一級
音: タン 訓: 
意味: 割った竹を編んだ飯(めし)などを入れる円形蓋(ふた)付きの箱、四角いものは「笥」。
箪笥(タンシ・タンス)飯などを入れる竹製で蓋付きの小箱、小さな箱日衣服などをしまう家具。",箪 → JPDB Kanji Freq: 2961,漢字の読みを入力してください,Text
石弓・__弩__,いしゆみ,"［弩］一級
音: ド／ヌ／ノ 訓: いしゆみ／おおゆみ
意味: 機械仕掛けの弓{武器(弓箭)}{武器(弩)}。",弩 → JPDB Kanji Freq: 2962,漢字の読みを入力してください,Text
__蠍__ (ナルト - red),さそり,"［蠍］一級
音: カツ／ケツ／コチ 訓: さそり
意味: 蠍(サソリ)、サソリ目の動物の総称、同「蝎」「蠆」「𧔄」。",蠍 → JPDB Kanji Freq: 2963,漢字の読みを入力してください,Text
"__悴__む
指が、寒さのために自由に曲げたりできなくなる。かじける。
「手が━」",かじか,"［悴］一級
音: スイ／ズイ 訓: せがれ
意味: 苦労や心痛などで痩(や)せ衰(おとろ)える、「憔悴、癄瘁・顦顇(ショウスイ)。
日せがれ、自分の息子の謙称、但し「倅(伜)」の誤用。",悴 → JPDB Kanji Freq: 2964,漢字の読みを入力してください,Text
"都__邑__
〔文〕都市。",ゆう,"［邑］準一級
音: ユウ／オウ 訓: むら
意味: 都みやこ、都市、王城を中心に広がる町。
諸侯が統治する領地、またその領地内の領主の住む町。
地方の町や村。
おおざと、ゆう、部首名。",邑 → JPDB Kanji Freq: 2965,漢字の読みを入力してください,Text
力__瘤__，__瘤__付,こぶ,"［瘤］一級
音: リュウ／ル 訓: こぶ
意味: 腫物はれもの、体の組織の一部が丸く盛り上がったもの、同「𦠝」「𥏵」。
(瘤のように)丸く盛り上がったもの。",瘤 → JPDB Kanji Freq: 2966,漢字の読みを入力してください,Text
__嵩__に懸かる，年__嵩__，__嵩__張る，__嵩__む，__嵩__高,かさ,"［嵩］準一級
音: シュウ／スウ 訓: かさ／かさ・む
意味: 山が高いさま。
嵩山(スウザン)、五嶽ゴガク(中国の代表的な五つの名山、「嶽」参照)の一つで、中嶽(チュウガク)と呼ばれる、河南省鄭州市登封市、同「崧山」{河南省}。
日かさ高く積み上がったもの体積や容積高い所、高い位置(有利な状況)を利用するさま。
日。",嵩 → JPDB Kanji Freq: 2967,漢字の読みを入力してください,Text
"__聳__える，__聳__やかす，__聳__え立つ
山やたてものなどが高く立つ。
「山が高く聳える」",そび,"［聳］一級
音: ショウ／シュ 訓: そばだ・つ／そび・える／そび・やかす
意味: (生まれながらにして)声や音が聞こえない、同「聾」。
(耳を)高く立てる、またまっすぐに立てる。
まっすぐに立つ、直立する、(驚く・怯える・畏れるなどして)立ち竦(すく)む。",聳 → JPDB Kanji Freq: 2969,漢字の読みを入力してください,Text
狼__藉__，乱暴狼__藉__,"セキ,ぜき","［藉］一級
音: シャ／ジャ／セキ／ジャク 訓: か・す／か・りる
意味: 腰や体の下に敷く藁(わら、乾燥させた草の茎)製の敷物、また敷物を敷く。
下に敷いたり間に挟むなどして衝撃を和らげる、気持ちを和らげる、労(いた)わる。
他のものに頼る、力を借りる。
踏み付ける。
(天子や領主が祭礼用の穀物を)耕す、耕作する、同「籍」。",藉 → JPDB Kanji Freq: 2970,漢字の読みを入力してください,Text
"__罹__る，病気に__罹__る
〔病気・災難を〕身に受ける。
「肺炎に━・兵火に━」",かか,"［罹］一級
音: リ 訓: かか・る
意味: (網に掛かったように、なかなか抜け出せない)心配事や悩み事。
災害・苦難・病気などに見舞(みま)われる、また遭(あ)う、また被(こうむ)る。",罹 → JPDB Kanji Freq: 2972,漢字の読みを入力してください,Text
静__謐__，恬__謐__,ひつ,"［謐］一級
音: ビツ／ミツ／ミチ／ヒツ 訓: 
意味: ひっそりとして声や音がしないさま、静かなさま。
安(やす)らかなさま、静かで穏(おだ)やかなさま。",謐 → JPDB Kanji Freq: 2973,漢字の読みを入力してください,Text
__膂__力,りょ,"［膂］一級
音: リョ／ロ 訓: 
意味: 背骨(せぼね)。
膂力(リョリョク)、(肉体の、身体の)力があるさま。",膂 → JPDB Kanji Freq: 2974,漢字の読みを入力してください,Text
__誹__り，__誹__る,そし,"［誹］準一級
音: ヒ 訓: そし・る
意味: 欠点や過失を持ち出して悪く言う、誹謗(ヒボウ)。",誹 → JPDB Kanji Freq: 2975,漢字の読みを入力してください,Text
__杵__，昔取った__杵__柄,きね,"［杵］準一級
音: ショ 訓: きね
意味: 臼(うす)に入れた穀物を搗(つ)く木の棒、洗濯物を叩(たた)く棒。
金剛杵(コンゴウショ)、古く武器の一種、また密教ミッキョウで用いられる法具の一つ{法器}。",杵 → JPDB Kanji Freq: 2976,漢字の読みを入力してください,Text
__淘__げる,よな,"［淘］準一級
音: トウ／ドウ 訓: よな・げる
意味: 物(米や砂金の混じった砂など)を入れた器を水の中で揺り動かし不要なもの(殻や塵や砂など)を洗い流し必要なもの(米や砂金など)だけを器に残す。
淘汰(トウタ)、水中で揺すって砂(沙)を取り除く、必要なものと不必要なものとを選り分ける、適応ではないものは滅び適応できるものだけが残る。",淘 → JPDB Kanji Freq: 2978,漢字の読みを入力してください,Text
__拵__える，__拵__え，下__拵__え,こしら,"［拵］一級
音: ソン／ゾン 訓: こしら・える
意味: 拠(よ)る、拠りどころとする、同「据」。
差し入れる、差し込む、同「挿」。
日こしら・える、物を作る、作り上げる。",拵 → JPDB Kanji Freq: 2980,漢字の読みを入力してください,Text
__邂逅__,かいこう,"［逅］一級
音: コウ／グ 訓: 
意味: 出会う。
邂逅(カイコウ)、思い掛けなく出会う。","逅 → JPDB Kanji Freq: 2981
邂 → JPDB Kanji Freq: 2982",漢字の読みを入力してください,Text
__麹__，__麹__菌，米__麹__，塩__麹__,こうじ,"［麹］準一級
音: キク 訓: こうじ
意味: 米・麦・豆などを蒸して蛋白質タンパクシツなどを分解する働きのある黴(かび)の一種(麹菌)を繁殖させたもの。",麹 → JPDB Kanji Freq: 2983,漢字の読みを入力してください,Text
__袂__を分かつ，__袂__・手本,たもと,"［袂］一級
音: ベイ／マイ 訓: たもと
意味: 衣服の袖(そで)、また袖のうち袪(キョ、袖口)を除いた部分、また袖の下部のゆとりを持たせた部分{服飾(衣服)}。
日、山の裾すそ、橋の岸に繋がる所、「衣服の見頃(みごろ)に袖が繋がってるような」の意。",袂 → JPDB Kanji Freq: 2984,漢字の読みを入力してください,Text
俯__瞰__，俯__瞰__的，鳥__瞰__,かん,"［瞰］一級
音: カン 訓: 
意味: 高い所から下を見る、また見渡す、見下(みお)ろす、俯瞰(フカン)、同「𥍓」。",瞰 → JPDB Kanji Freq: 2985,漢字の読みを入力してください,Text
"__丑__・牛，__丑__の刻参り，草木も眠る__丑__三つ時
十二支の二番め。⇨ 十二支（図）",うし,"［丑］準一級
音: チュウ 訓: うし
意味: 十二支の二番目、時刻では午前二時を中心とした二時間、方角では北北東、動物ではウシ牛を当てる{十二支}。
醜(みにく)い、容姿・有様(ありさま)・言動などが良くない、好ましくない、不快で見苦しい、みっともない、同「醜」。
繁「醜」。",丑 → JPDB Kanji Freq: 2986,漢字の読みを入力してください,Text
豊__穣__，五穀豊__穣__,じょう,"［穣］準一級
音: ジョウ／ニョウ 訓: 
意味: 科(イネ)などの穀物の内部が空洞になっている茎、またその茎の堅い表皮を剥(は)いだもの。
穀物(作物)が豊かに実る、同「壤」。
豊かなさま。
10の28乗、中数(万進法)で1穰=10。",穣 → JPDB Kanji Freq: 2987,漢字の読みを入力してください,Text
__謗__る，__謗__りを免れない,そし,"［謗］一級
音: ホウ／ボウ 訓: そし・る
意味: 人を悪く言う、悪意を持ってあれこれと言い立てる、悪口を言い広める。
辱(はずかし)める、人の名誉を傷付ける。",謗 → JPDB Kanji Freq: 2988,漢字の読みを入力してください,Text
__憔__悴，__憔__然,しょう,"［憔］一級
音: ショウ／ジョウ 訓: 
意味: 窶(やつ)れる、痩(や)せ細る。
「憔悴、癄瘁・顦顇(ショウスイ)、苦労や心痛などで痩せ衰(おとろ)える。",憔 → JPDB Kanji Freq: 2989,漢字の読みを入力してください,Text
__灸__を据える，温__灸__，鍼__灸__,きゅう,"［灸］準一級
音: キュウ／ク 訓: やいと
意味: 艾(モグサ)を乾燥させたものをつぼ(腧穴ユケツ、気血が出入・合流・分岐などするところで、そこに体の異常が現れるとされる)に据えて燃やす療法。",灸 → JPDB Kanji Freq: 2990,漢字の読みを入力してください,Text
"に__亘__って，__亘__る，__亘__って
①〔…のあいだ〕引き続く。
「十日に━旅・三世代にわたって」
②〔…まで〕ゆきわたる。およぶ。",わた,"［亘］準一級
音: セン／コウ 訓: わた・る
意味: 廻(めぐ)る、一巡する。
一方の端(はし)からもう片方の端まで途切れることなく連なる、また繋(つな)がる、こちら側と向こう側の間を繋げる、こちら側と向こう側の間に渡(わた)す、こちら側から向こう側に渡る、同「亙」。",亘 → JPDB Kanji Freq: 2991,漢字の読みを入力してください,Text
猛__禽__,きん,"［禽］準一級
音: キン／ゴン 訓: とり
意味: 羽(翼)を持つ二足の動物、鳥類、四足は「獣」。
鳥獣や人を捕(と)らえる、また捕らえた鳥獣や人、虜(とりこ)、同「擒」。",禽 → JPDB Kanji Freq: 2993,漢字の読みを入力してください,Text
欺__瞞__，自己欺__瞞__,まん,"［瞞］一級
音: バン／マン 訓: 
意味: 目を塞(ふさ)ぐ、目が塞がれて見えない。
事実・実情・真相を見えないようにする、騙(だま)す。
鄋瞞(ソウマン)、別名、長狄・長翟(チョウテキ)、春秋時代(前770年～前5世紀)の部族名、現山西省・山東省南部一帯を領していたという。",瞞 → JPDB Kanji Freq: 2994,漢字の読みを入力してください,Text
__蜃__気楼,しん,"［蜃］一級
音: シン／ジン 訓: 
意味: 大きなハマグリ蛤(マルスダレガイ科ハマグリ属の貝)、同「蜄」。
吐いた息が楼閣ロウカク、城郭(ジョウカク)のようになるという蛟(みずち、姿はヘビに似て首は長く四足で角があるという龍の一種)の類、或いは大蛤、その現象を、海市蜃楼(カイシシンロウ)「海市」「蜃楼」、日本では、蜃気楼(シンキロウ)と呼ばれる、またその姿が描かれた祭器{蜃気楼}。",蜃 → JPDB Kanji Freq: 2995,漢字の読みを入力してください,Text
__僥__倖,ぎょう,"［僥］一級
音: キョウ／ギョウ 訓: 
意味: 飽くことなく欲しがる、分不相応なことを求める。
僥倖(ギョウコウ)思い掛けない幸せ、分不相応な幸運飽くことなく利益や幸せを求めること。",僥 → JPDB Kanji Freq: 2996,漢字の読みを入力してください,Text
__臀__部〔文〕しり（の部分）。,でん,"［臀］一級
音: トン／ドン／デン 訓: しり
意味: 背側の腰より下の部分で、胴体と足(四足歩行する動物の場合は後ろ足)の接合部分、またその部分の骨、臀部(デンブ)、同「𩪡」「脽」{人体(全身)}。
器物の下部・底部。
勝臀(ショウトン)、人名、未詳、同「勝𦟓」。",臀 → JPDB Kanji Freq: 3000,漢字の読みを入力してください,Text
__鍬__を入れる，__鍬__入，__鍬__形,くわ,"［鍬］準一級
音: ショウ 訓: くわ
意味: 鉄製・金属製(古くは木製・骨製など)の刃を取り付けたシャベルshovel状の農具、雑草などを取り除くために土を薄く削(そ)ぐ、土を掘って掬(すく)う、掘り起こした土を均(なら)す、などに使う、日本で鋤(すき)と呼ばれる農具、日本で鍬(くわ)と呼ばれる農具は中国では「鋤」という{農具(鋤鍬類)}。",鍬 → JPDB Kanji Freq: 3002,漢字の読みを入力してください,Text
"__蝿__
〘動物名〙小形の昆虫",はえ,"［蝿］準一級
音: ヨウ 訓: はえ
意味: ハエ(蠅)、ハエ目の昆虫、青蠅(セイヨウ)。
イエバエ(家蠅)、イエバエ科の昆虫。",蝿 → JPDB Kanji Freq: 3004,漢字の読みを入力してください,Text
__籐__椅子，__籐__本,とう,"［籐］一級
音: トウ／ドウ 訓: 
意味: 蔓性の植物、またその幹また枝、柔軟で器や家具などに加工される、同「藤」。",籐 → JPDB Kanji Freq: 3005,漢字の読みを入力してください,Text
__蠱__惑的，__蠱__惑，__蠱__毒,こ,"［蠱］一級
音: コ／ク 訓: 
意味: 体内に寄生する虫、人に害を及ぼす虫。
器に毒虫を入れ共食いさせて最後に残った虫、最も強い毒を持つ虫、毒虫。
人を毒し害を及ぼす、人を迷い惑わす。",蠱 → JPDB Kanji Freq: 3006,漢字の読みを入力してください,Text
__榎__茸，__榎__，__榎__||木||淳弥,えのき,"［榎］準一級
音: カ／ケ 訓: えのき
意味: 木大角豆(キササゲ)、ノウゼンカズラ科キササゲ属の木、同「檟」{キササゲ}。
日エノキ(榎)、アサ科エノキ属の木{エノキ}。",榎 → JPDB Kanji Freq: 3007,漢字の読みを入力してください,Text
__竣__工，__竣__工式，__竣__成,しゅん,"［竣］準一級
音: シュン 訓: 
意味: 事が終わる、事を全て終える。
退(しりぞ)く、同「踆」「逡」。
蹲(うずくま)る、姿勢を低くする、同「踆」。",竣 → JPDB Kanji Freq: 3008,漢字の読みを入力してください,Text
__矮__小，__矮__躯，__矮__小化,わい,"［矮］一級
音: アイ／イ／ワイ 訓: 
意味: 姿勢が低い(姿勢を低くする)さま、高さが低いさま、丈(たけ)が短いさま、同「㾨」「𥏜」「矬」「躷」。
背丈(せたけ)が低い人、同「躷」。",矮 → JPDB Kanji Freq: 3009,漢字の読みを入力してください,Text
檸檬，__檸檬__鮫,レモン,"［檬］一級
音: ボウ／ム／モウ 訓: 
意味: 檸檬(ネイモウ)、レモンlemon、ミカン科ミカン属の木、またその果実{レモン}。","檬 → JPDB Kanji Freq: 3011
檸 → JPDB Kanji Freq: 3012",漢字の読みを入力してください,Text
__慟__哭,どう,"［慟］一級
音: ドウ／トウ／ズウ 訓: 
意味: 体を震わせて嘆(なげ)き悲しむ。",慟 → JPDB Kanji Freq: 3015,漢字の読みを入力してください,Text
"鶴__嘴__
||口||__嘴__","はし,くちばし","［嘴］一級
音: スイ／シ 訓: くちばし
意味: くちばし、鳥の口先、同「觜」。
(鳥の嘴のように)先に行くにつれて細くなりながら突き出ているもの、またそのような形。",嘴 → JPDB Kanji Freq: 3016,漢字の読みを入力してください,Text
"__僻__み，__僻__む
①心がひねくれる。ねじける。
「のけ者にされたと僻む」「年寄りの━・━根性」",ひが,"［僻］準一級
音: ヘキ／ヒャク 訓: ひが・む
意味: 場所や土地が中心地から遠く離れている、鄙(ひな)びている、偏僻(ヘンペキ)(都から遠く離れた地)」。
考えや行いが普通(多くの人が妥当と考えていること)と懸け離れている、「中心から外れている」の意、同「辟」。
ひが・む、物事を素直に受け取らない、また受け入れない。
冷僻(レイヘキ)遠く離れて辺鄙ヘンピなさまめったに見られない(出合わない)さま。",僻 → JPDB Kanji Freq: 3017,漢字の読みを入力してください,Text
夕__餉__，朝__餉__，昼__餉__,"げ,け","［餉］一級
音: ショウ 訓: かれい
意味: 農作業などの働く人の弁当や兵士などの食糧、同「𥹝」「饟」。
それらの人に食べ物を贈(おく)る、また届ける。
(食膳を前にしての食事ではなく、働いている最中にとる)食事、一餉(イッショウ)(労働や活動の最中にとる食事のような短い間、一時いっとき、あっという間)」。
日乾燥させた携帯用食糧。",餉 → JPDB Kanji Freq: 3019,漢字の読みを入力してください,Text
__遁__走，隠__遁__，火__遁__ (ナルト),とん,"［遁］準一級
音: トン／ドン／シュン／ジュン 訓: のが・れる
意味: その場から逃(のが)れる、その場を離れ後ろへ(人の目が届かないところへ)退(しりぞ)く、同「遯」。
退いて身を隠(かく)す、(人の目に付かないように)隠れる。
逡遁(シュンジュン)、同「逡循」「逡巡」後退(あとずさ)りする進む(巡)べきか退く(逡)べきか迷うさま。",遁 → JPDB Kanji Freq: 3020,漢字の読みを入力してください,Text
__啖__呵を切る，__啖__呵,たん,"［啖］一級
音: タン／ダン 訓: 
意味: 口を大きく開き(大きいものを丸のまま口に入れ)もりもりとよく食べる。",啖 → JPDB Kanji Freq: 3021,漢字の読みを入力してください,Text
牡__蠣__，岩牡__蠣__，焼き牡__蠣__,"かき,き","［蠣］準一級
音: レイ／ライ 訓: 
意味: 牡蠣(カキ)、カキ目の二枚貝の総称、同「蠇」「蚝」。
蛤蠣(コウレイ)、シオフキガイ潮吹貝(バカガイ科バカガイ属)やハマグリ蛤(マルスダレガイ科ハマグリ属)などの食用とする二枚貝の総称。
蠣鷸(レイイツ)、ミヤコドリ都鳥、ミヤコドリ科ミヤコドリ属の鳥、また同科同属の鳥の称。",蠣 → JPDB Kanji Freq: 3022,漢字の読みを入力してください,Text
__驕__り，__驕__る・奢る,おご,"［驕］一級
音: キョウ 訓: おご・る
意味: 見上げるように背の高い(六尺もある)馬、大きく逞(たくま)しい馬、同「䮦」。
高い所から他人を見下す。
高慢コウマンで自分勝手なさま、驕矜(キョウキョウ)(得意気に自らを誇るさま)」。",驕 → JPDB Kanji Freq: 3023,漢字の読みを入力してください,Text
"① __臍__を曲げる
② __臍__を噛む","ほぞ,へそ","［臍］一級
音: セイ／ザイ 訓: へそ／ほぞ
意味: へそ、ほぞ、腹の真ん中の窪(くぼ)んでいる所。
ものの真ん中にあって窪んでいるもの。
臍帯(サイタイ)、へその緒(お)、胎児と胎盤とを繋(つな)ぐ管状の器官。",臍 → JPDB Kanji Freq: 3024,漢字の読みを入力してください,Text
"嵯__峨__，峨__嵯__山駅
①山などの高くて険しいさま。「―たる孤峰」",が,"［峨］準一級
音: ガ 訓: 
意味: 山が高く険しいさま。
嵯峨(サガ)、山が高く或いは低く不揃(ふぞろ)いなさま。
峨嵋山(ガビサン)、山名、四川省峨眉山市{四川省}。",峨 → JPDB Kanji Freq: 3025,漢字の読みを入力してください,Text
明__晰__，頭脳明__晰__,せき,"［晰］一級
音: セキ／シャク 訓: 
意味: 明らかなさま、明白なさま、はっきりしているさま、同「晳」。",晰 → JPDB Kanji Freq: 3026,漢字の読みを入力してください,Text
一蓮__托__生，__托__卵，__托__鉢，茶__托__,たく,"［托］準一級
音: タク 訓: 
意味: 他人(ひと)の手や盆などの上にものを載(の)せる。
託(たく)する、他人(ひと)に任(まか)せる、委(ゆだ)ねる、同「託」「乇」「仛」「侂」。
物を受けるための皿や盆の類。",托 → JPDB Kanji Freq: 3028,漢字の読みを入力してください,Text
隠れ__蓑__，__蓑__，__蓑__虫,みの,"［蓑］準一級
音: サ 訓: みの
意味: 背中に羽織って雨雪を防ぐ藁などで作った雨具、同「衰」。
上から草で覆う。",蓑 → JPDB Kanji Freq: 3029,漢字の読みを入力してください,Text
__曙__・明仄,あけぼの,"［曙］準一級
音: ショ／ジョ 訓: あけぼの
意味: 夜が明ける、陽の光が差し始め辺りが明るくなり出す頃、同「暏」。",曙 → JPDB Kanji Freq: 3030,漢字の読みを入力してください,Text
__蛸__，飯__蛸__，茹で__蛸__,たこ,"［蛸］準一級
音: ショウ 訓: たこ
意味: 蛸(タコ)・鮹・鱆・章魚、タコ目の海産軟体動物。
蜱蛸(ヒショウ)、カマキリ蟷螂の卵鞘ランショウ(多くの卵が塊になっているもの)、同、螵蛸(ヒョウショウ)。
蠨蛸(ショウショウ)、アシナガグモ足長蜘蛛、アシナガグモ科アシナガグモ属のクモ蜘蛛の総称。",蛸 → JPDB Kanji Freq: 3031,漢字の読みを入力してください,Text
研__鑽__，自己研__鑽__,さん,"［鑽］一級
音: サン 訓: 
意味: 棒を垂直に立て回転させ穴を穿(うが)つ、錐(きり)などの穴を穿つ道具。
穴に深く入り込む、潜り込む。
物事を深く穿って究める。
鑽營(サンエイ)、人の懐(ふところ)に深く入り込む、取り入って利益を得る。",鑽 → JPDB Kanji Freq: 3032,漢字の読みを入力してください,Text
__睥__睨,へい,"［睥］一級
音: ヘイ／ハイ 訓: 
意味: (まっすぐ正面からではなく)目を左・右や下に寄せて見る、同「睨」。
睥睨(ヘイゲイ)、見下(みくだ)す、睨(にら)み見る、同「俾倪」。",睥 → JPDB Kanji Freq: 3036,漢字の読みを入力してください,Text
"金木__犀__ (natori)
__犀__，__犀__利
〘動物名〙熱帯地方にすむ、鼻の頭につのがある動物。","さい,せい","［犀］準一級
音: セイ／サイ 訓: 
意味: サイ(犀)、サイ科の哺乳類。
(サイの皮膚のように)堅(かた)い、丈夫ジョウブな。",犀 → JPDB Kanji Freq: 3037,漢字の読みを入力してください,Text
__餞__・贐,はなむけ,"［餞］一級
音: セン／ゼン 訓: はなむけ
意味: 送別の際に催す酒宴、旅立つ人への品物・金銭などの贈り物は「贐」、餞別(センベツ)は「酒宴を催し見送る」の意だが、日本では「金品などを贈る」の意でも使われる。
旅立つ人を見送る。
果物のシロップsiroop蘭漬け、砂糖漬け。",餞 → JPDB Kanji Freq: 3038,漢字の読みを入力してください,Text
__蛭__，山__蛭__,ひる,"［蛭］準一級
音: シツ／シチ／テツ／テチ 訓: ひる
意味: 蛭(ヒル)、ヒル綱の動物、水蛭(スイシツ)、同「𧓳」、別名、螞蟥・螞蝗(バコウ)、螞蜞(バキ)、蜞乸(キナ)。
、蛭蛒(シカク)、スクモムシ蠐螬、コガネムシ黄金虫(コガネムシ科の昆虫)などの幼虫、別名、蠀螬(シソウ)、蠐螬(セイソウ)。",蛭 → JPDB Kanji Freq: 3040,漢字の読みを入力してください,Text
__黎__明，__黎__明期,れい,"［黎］一級
音: レイ／ライ 訓: 
意味: くすんで黒味がかった黄色、浅黒い、薄黒い、同「黧」。
民衆、庶民ショミン、黎民(レイミン)、黎庶(レイショ)、同「菞」。
中国南東部海南島周辺に住む少数民族の名、、黎族(レイゾク)黎民(レイミン)とも呼ぶ{海南省}。
商代(別名殷イン、前17世紀～前11世紀)の古県名、後に黎陽(レイヨウ)、現河南省鶴壁市浚県、同「𨛫」{河南省}。",黎 → JPDB Kanji Freq: 3042,漢字の読みを入力してください,Text
__啼__き声，__啼__く,な,"［啼］一級
音: テイ／ダイ 訓: な・く
意味: 泣(な)く、鳴(な)く、叫(さけ)ぶ、吼(ほ)える、同「嗁」「㖒」。",啼 → JPDB Kanji Freq: 3044,漢字の読みを入力してください,Text
流__鏑__馬 (all),やぶさめ,"［鏑］準一級
音: テキ／チャク 訓: かぶら
意味: 鏃(やじり)、矢柄・矢幹(やがら)の先端の部分、同「鏃」「𨮹」。
かぶら、音が出るように工夫した鏃、またそれを取り付けた矢。
ジスプロシウムDysprosium(Dy)、元素名{ジスプロシウム}。",鏑 → JPDB Kanji Freq: 3047,漢字の読みを入力してください,Text
"落とし__胤__，__胤__
「落とし子」に同じ。",たね,"［胤］
音:  訓: 
意味: ",胤 → JPDB Kanji Freq: 3049,漢字の読みを入力してください,Text
百合__鴎__，__鴎__,かもめ,"［鴎］準一級
音: オウ／ウ 訓: かもめ
意味: 鴎(カモメ)、カモメ科カモメ属の鳥、また同科同属の鳥の称。",鴎 → JPDB Kanji Freq: 3050,漢字の読みを入力してください,Text
一__揆__，一向一__揆__,き,"［揆］一級
音: キ／ギ 訓: 
意味: 推(お)し量る、どの程度かを見積もる、同「楑」。
(全体を推し量って立てた)方法や企画、謀はかりごと、百揆(ヒャッキ)(あらゆる企画、国の政まつりごとを行う際のあらゆる事務)」、首揆(シュキ)(宰相サイショウ、行政を統轄管理する者の長)」。",揆 → JPDB Kanji Freq: 3051,漢字の読みを入力してください,Text
__訛__り，__訛__る，国__訛__り,なま,"［訛］一級
音: ガ／カ 訓: なま・る／なまり
意味: 本来のものとは違った使い方をする、意図して誤った使い方をする。
偽(いつわ)る、騙(だま)す。
文字・言葉・意味・発音などが時代・世代・地域・環境などの違いで変化する、またそのように変化した文字・言葉・意味・発音など。",訛 → JPDB Kanji Freq: 3052,漢字の読みを入力してください,Text
__跋__扈，跳梁__跋__扈,ばつ,"［跋］一級
音: ハツ／バツ／バチ 訓: 
意味: 野山の草を踏み越えて行く。
踏み付ける、踏みにじる。
文書の最後に記す文章、後書(あとがき)、最初に記す文章は「序」。",跋 → JPDB Kanji Freq: 3054,漢字の読みを入力してください,Text
__椋__鳥，__椋__の木,むく,"［椋］準一級
音: リョウ／ロウ 訓: むく
意味: 水木(ミズキ)(ミズキ科ミズキ属の木)の類、未詳。
椋鳥(リョウチョウ)、ムクドリム椋鳥、クドリ科の鳥の称
日ムク椋、ムクノキ椋木、アサ科ムクノキ属の木{ムクノキ}。",椋 → JPDB Kanji Freq: 3055,漢字の読みを入力してください,Text
"__嵯__峨，__峨__嵯山駅
①山などの高くて険しいさま。「―たる孤峰」",さ,"［嵯］準一級
音: サ／ザ 訓: 
意味: 嵯峨(サガ)、山が高く或いは低く不揃(ふぞろ)いなさま。",嵯 → JPDB Kanji Freq: 3056,漢字の読みを入力してください,Text
"__夥__しい
①程度がはなはだしい。
②数量が非常に多い。",おびただ,"［夥］一級
音: カ／ワ 訓: おびただ・しい
意味: 物の数や量が非常に多いさま、沢山(たくさん)あるさま。
勢が一緒に行動する、またその人たち、仲間、同「伙」。",夥 → JPDB Kanji Freq: 3060,漢字の読みを入力してください,Text
__珊瑚__，__珊瑚__礁,さんご,"［珊］準一級
音: サン 訓: 
意味: 珊瑚(サンゴ)、サンゴ虫(花虫綱に属する海生動物)の骨格、一部は宝石として珍重される。
珊珊(サンサン)、佩玉ハイギョクの触れ合う音。","珊 → JPDB Kanji Freq: 3061
瑚 → JPDB Kanji Freq: 3085",漢字の読みを入力してください,Text
__鋸__・__鋸__切り，糸__鋸__,"のこぎり,のこ","［鋸］準一級
音: キョ／コ 訓: のこぎり
意味: 罪人(の足)を挽(ひ)き切るための小さい歯が並んだ道具の名。
ものを挽き切るための道具、それを用いて挽き切る。",鋸 → JPDB Kanji Freq: 3062,漢字の読みを入力してください,Text
__慇懃__，__慇懃__無礼，__慇懃__丁重,いんぎん,"［慇］一級
音: イン／オン 訓: 
意味: 心を痛める、気に掛ける、心配する、慇慇(インイン)。
慇懃・慇懄(インギン)、丁寧テイネイなさま、細かいところまで心が行き届いているさま。","慇 → JPDB Kanji Freq: 3064
懃 → JPDB Kanji Freq: 3065",漢字の読みを入力してください,Text
錯__綜__,そう,"［綜］準一級
音: ソウ／ソ 訓: へ
意味: (糸を)一つに纏(まと)める、纏めて一つにする、同「総」。
へ、機織機(はたおりき)で経糸(たていと)を上下に開き杼(ひ、緯糸よこいとを通すための道具)を通す道を作る道具、日本では、綜絖(ソウコウ)と呼ばれる。",綜 → JPDB Kanji Freq: 3067,漢字の読みを入力してください,Text
__楕__円形，__楕__円,だ,"［楕］準一級
音: タ／ダ 訓: 
意味: 円エン(中心から等距離にある全ての点を順に結んだ線が成す形)をやや押し潰した形、楕円(ダエン)。
縁(へり)が長円チョウエン形の木製の椀。",楕 → JPDB Kanji Freq: 3068,漢字の読みを入力してください,Text
