Question,Answers,Comment,freq_jpdb,moyenne_freq
一輪挿,"いちりんざし",読みを入力してください,149268,854
闇営業,"やみえいぎょう",読みを入力してください,149280,610
軽工業,"けいこうぎょう",読みを入力してください,149292,447
漸次的,"ぜんじてき",読みを入力してください,149295,993
空気孔,"くうきこう",読みを入力してください,149299,734
起源説,"きげんせつ",読みを入力してください,149302,530
田植唄,"たうえうた",読みを入力してください,149315,1219
軟組織,"なんそしき",読みを入力してください,149326,1023
専売制,"せんばいせい",読みを入力してください,149329,588
計算尺,"けいさんじゃく",読みを入力してください,149336,1224
宗主権,"そうしゅけん",読みを入力してください,149350,709
仏教家,"ぶっきょうか",読みを入力してください,149359,559
上菓子,"じょうがし",読みを入力してください,149375,398
牛泥棒,"うしどろぼう",読みを入力してください,149379,1186
多聞天,"たもんてん",読みを入力してください,149380,159
石合戦,"いしがっせん",読みを入力してください,149399,153
多段階,"ただんかい",読みを入力してください,149411,379
発作性,"ほっさせい",読みを入力してください,149419,100
古生代,"こせいだい",読みを入力してください,149420,214
分泌腺,"ぶんぴつせん,ぶんぴせん",読みを入力してください,149423,1738
火木土,"かもくど",読みを入力してください,149424,386
御用邸,"ごようてい",読みを入力してください,149430,749
検案書,"けんあんしょ",読みを入力してください,149434,480
高野聖,"こうやひじり",読みを入力してください,149454,293
南極海,"なんきょくかい",読みを入力してください,149460,473
柚子湯,"ゆずゆ",読みを入力してください,149462,1012
団栗眼,"どんぐりまなこ",読みを入力してください,149466,1000
適不適,"てきふてき",読みを入力してください,149472,585
観念化,"かんねんか",読みを入力してください,149483,388
永久性,"えいきゅうせい",読みを入力してください,149494,528
石灰水,"せっかいすい",読みを入力してください,149518,688
弱音器,"じゃくおんき",読みを入力してください,149521,374
料理書,"りょうりしょ",読みを入力してください,149549,192
総理府,"そうりふ",読みを入力してください,149555,446
入港税,"にゅうこうぜい",読みを入力してください,149566,776
外洋船,"がいようせん",読みを入力してください,149578,597
中緯度,"ちゅういど",読みを入力してください,149581,569
広告社,"こうこくしゃ",読みを入力してください,149590,305
腸捻転,"ちょうねんてん",読みを入力してください,149593,1379
二連式,"にれんしき",読みを入力してください,149619,220
脳損傷,"のうそんしょう",読みを入力してください,149625,822
全能性,"ぜんのうせい",読みを入力してください,149637,112
計理士,"けいりし",読みを入力してください,149652,200
古典学,"こてんがく",読みを入力してください,149663,615
通行権,"つうこうけん",読みを入力してください,149664,244
脱水機,"だっすいき",読みを入力してください,149669,382
虐待死,"ぎゃくたいし",読みを入力してください,149671,589
復帰作,"ふっきさく",読みを入力してください,149675,257
加盟者,"かめいしゃ",読みを入力してください,149680,573
商船隊,"しょうせんたい",読みを入力してください,149682,513
製造場,"せいぞうじょう,せいぞうば",読みを入力してください,149686,563
仮定法,"かていほう",読みを入力してください,149698,375
適格性,"てっかくせい",読みを入力してください,149722,429
土性骨,"どしょうぼね",読みを入力してください,149737,487
党総裁,"とうそうさい",読みを入力してください,149745,881
天婦羅,"てんぷら",読みを入力してください,149749,861
薬物学,"やくぶつがく",読みを入力してください,149774,258
切断機,"せつだんき",読みを入力してください,149780,209
学術誌,"がくじゅつし",読みを入力してください,149782,570
求心的,"きゅうしんてき",読みを入力してください,149792,244
反則金,"はんそくきん",読みを入力してください,149800,570
主催国,"しゅさいこく",読みを入力してください,149845,484
団子汁,"だんごじる",読みを入力してください,149849,632
審判官,"しんぱんかん",読みを入力してください,149852,684
惨死体,"ざんしたい",読みを入力してください,149860,561
青鹿毛,"あおかげ",読みを入力してください,149890,670
欧米化,"おうべいか",読みを入力してください,149891,910
事故機,"じこき",読みを入力してください,149907,244
航空学,"こうくうがく",読みを入力してください,149912,498
旅行社,"りょこうしゃ",読みを入力してください,149922,310
白銅貨,"はくどうか",読みを入力してください,149973,1142
雨外套,"あまがいとう",読みを入力してください,150009,1002
大成者,"たいせいしゃ",読みを入力してください,150017,81
荒蕪地,"こうぶち",読みを入力してください,150018,1476
恣意性,"しいせい",読みを入力してください,150024,1149
攪拌機,"かくはんき",読みを入力してください,150033,2185
制御部,"せいぎょぶ",読みを入力してください,150035,309
静脈血,"じょうみゃくけつ",読みを入力してください,150039,750
運動費,"うんどうひ",読みを入力してください,150044,441
外耳道,"がいじどう",読みを入力してください,150050,301
弔慰金,"ちょういきん",読みを入力してください,150057,1403
回想記,"かいそうき",読みを入力してください,150067,204
最多数,"さいたすう",読みを入力してください,150076,150
消息通,"しょうそくつう",読みを入力してください,150078,210
技術科,"ぎじゅつか",読みを入力してください,150086,502
闘牛場,"とうぎゅうじょう",読みを入力してください,150090,645
涅槃像,"ねはんぞう",読みを入力してください,150100,2537
商売仇,"しょうばいがたき",読みを入力してください,150101,986
江戸紫,"えどむらさき",読みを入力してください,150128,904
祝儀袋,"しゅうぎぶくろ",読みを入力してください,150132,1030
連子窓,"れんじまど",読みを入力してください,150135,359
荷物室,"にもつしつ",読みを入力してください,150137,426
蛋白石,"たんぱくせき",読みを入力してください,150145,1355
古生物,"こせいぶつ",読みを入力してください,150151,185
多足類,"たそくるい",読みを入力してください,150162,333
埋蔵物,"まいぞうぶつ",読みを入力してください,150187,736
本場物,"ほんばもの",読みを入力してください,150196,47
財産税,"ざいさんぜい",読みを入力してください,150200,984
絵画館,"かいがかん",読みを入力してください,150210,563
絶好機,"ぜっこうき",読みを入力してください,150214,170
民主国,"みんしゅこく",読みを入力してください,150218,238
追徴金,"ついちょうきん",読みを入力してください,150219,612
有意差,"ゆういさ",読みを入力してください,150222,285
痘痕面,"あばたづら",読みを入力してください,150239,1652
専売局,"せんばいきょく",読みを入力してください,150241,619
一私人,"いちしじん,いっしじん",読みを入力してください,150291,5
統計表,"とうけいひょう",読みを入力してください,150292,475
割烹店,"かっぽうてん",読みを入力してください,150304,1293
週一日,"しゅういちにち",読みを入力してください,150305,179
水中銃,"すいちゅうじゅう",読みを入力してください,150315,344
食卓塩,"しょくたくえん",読みを入力してください,150316,1008
粘土層,"ねんどそう",読みを入力してください,150347,1004
再投資,"さいとうし",読みを入力してください,150356,540
同時性,"どうじせい",読みを入力してください,150361,65
調査役,"ちょうさやく",読みを入力してください,150366,373
戦中派,"せんちゅうは",読みを入力してください,150367,237
再建築,"さいけんちく",読みを入力してください,150377,817
置炬燵,"おきごたつ",読みを入力してください,150411,2335
油淋鶏,"ユーリンチー",読みを入力してください,150421,1812
構成体,"こうせいたい",読みを入力してください,150427,184
図工室,"ずこうしつ",読みを入力してください,150428,496
飛行便,"ひこうびん",読みを入力してください,150438,420
探険隊,"たんけんたい",読みを入力してください,150442,412
超微細,"ちょうびさい",読みを入力してください,150443,565
発会式,"はっかいしき",読みを入力してください,150444,195
換毛期,"かんもうき",読みを入力してください,150458,657
山西省,"さんせいしょう",読みを入力してください,150460,552
先端的,"せんたんてき",読みを入力してください,150461,228
重視型,"じゅうしがた",読みを入力してください,150481,393
艶福家,"えんぷくか",読みを入力してください,150499,834
血栓症,"けっせんしょう",読みを入力してください,150517,1348
奉公口,"ほうこうぐち",読みを入力してください,150524,660
辛子色,"からしいろ",読みを入力してください,150527,378
箱入娘,"はこいりむすめ",読みを入力してください,150542,512
陳情団,"ちんじょうだん",読みを入力してください,150558,909
側近者,"そっきんしゃ",読みを入力してください,150562,216
性被害,"せいひがい",読みを入力してください,150575,440
御方便,"ごほうべん",読みを入力してください,150581,503
接待係,"せったいがかり",読みを入力してください,150584,323
仏法僧,"ぶっぽうそう",読みを入力してください,150587,1027
民族服,"みんぞくふく",読みを入力してください,150604,368
人名録,"じんめいろく",読みを入力してください,150611,313
食事処,"しょくじどころ",読みを入力してください,150615,230
劇映画,"げきえいが",読みを入力してください,150616,624
友禅染,"ゆうぜんぞめ",読みを入力してください,150617,1190
乱層雲,"らんそううん",読みを入力してください,150633,895
性本能,"せいほんのう",読みを入力してください,150641,105
微視的,"びしてき",読みを入力してください,150643,311
不活発,"ふかっぱつ",読みを入力してください,150682,170
短日月,"たんじつげつ",読みを入力してください,150696,316
口語文,"こうごぶん",読みを入力してください,150706,240
達成度,"たっせいど",読みを入力してください,150718,113
会費制,"かいひせい",読みを入力してください,150725,477
一幕物,"ひとまくもの",読みを入力してください,150741,376
税収入,"ぜいしゅうにゅう",読みを入力してください,150746,651
浮気症,"うわきしょう",読みを入力してください,150763,531
麻薬王,"まやくおう",読みを入力してください,150784,651
満一年,"まんいちねん",読みを入力してください,150789,163
受取書,"うけとりしょ",読みを入力してください,150804,143
貨物便,"かもつびん",読みを入力してください,150810,808
内緒事,"ないしょごと",読みを入力してください,150812,110
恐水病,"きょうすいびょう",読みを入力してください,150862,345
秘密箱,"ひみつばこ",読みを入力してください,150864,774
昆布巻,"こぶまき,こんぶまき",読みを入力してください,150867,1212
組合費,"くみあいひ",読みを入力してください,150885,442
青野菜,"あおやさい",読みを入力してください,150888,531
滞在地,"たいざいち",読みを入力してください,150889,641
消費財,"しょうひざい",読みを入力してください,150934,780
口語訳,"こうごやく",読みを入力してください,150942,280
受発注,"じゅはっちゅう",読みを入力してください,150946,265
煽動家,"せんどうか",読みを入力してください,150960,705
情報群,"じょうほうぐん",読みを入力してください,150967,462
植物質,"しょくぶつしつ",読みを入力してください,150970,576
夕化粧,"ゆうげしょう",読みを入力してください,150984,926
血達磨,"ちだるま",読みを入力してください,150985,634
整理部,"せいりぶ",読みを入力してください,151055,286
貧書生,"ひんしょせい",読みを入力してください,151056,534
中力粉,"ちゅうりきこ",読みを入力してください,151072,461
時代相,"じだいそう",読みを入力してください,151078,94
連合野,"れんごうや",読みを入力してください,151091,132
移行期,"いこうき",読みを入力してください,151097,277
腎臓炎,"じんぞうえん",読みを入力してください,151100,1507
無署名,"むしょめい",読みを入力してください,151101,463
音響学,"おんきょうがく",読みを入力してください,151119,259
小海老,"こえび",読みを入力してください,151127,412
点対称,"てんたいしょう",読みを入力してください,151137,477
映画人,"えいがじん",読みを入力してください,151157,269
米味噌,"こめみそ",読みを入力してください,151162,902
空気枕,"くうきまくら",読みを入力してください,151175,628
織物業,"おりものぎょう",読みを入力してください,151185,379
公約数,"こうやくすう",読みを入力してください,151195,266
定収入,"ていしゅうにゅう",読みを入力してください,151216,250
投書欄,"とうしょらん",読みを入力してください,151217,981
一昨晩,"いっさくばん",読みを入力してください,151219,483
薙刀術,"なぎなたじゅつ",読みを入力してください,151221,1058
鋳掛屋,"いかけや",読みを入力してください,151229,1164
代筆者,"だいひつしゃ",読みを入力してください,151235,493
推進者,"すいしんしゃ",読みを入力してください,151238,423
前半期,"ぜんはんき",読みを入力してください,151246,210
収益金,"しゅうえききん",読みを入力してください,151256,697
再交付,"さいこうふ",読みを入力してください,151279,300
目八分,"めはちぶん,めはちぶ",読みを入力してください,151286,238
化粧鏡,"けしょうかがみ",読みを入力してください,151287,1002
一中節,"いっちゅうぶし",読みを入力してください,151306,354
侵略国,"しんりゃくこく",読みを入力してください,151307,719
擬声語,"ぎせいご",読みを入力してください,151324,734
製粉所,"せいふんじょ,せいふんしょ",読みを入力してください,151341,766
寝道具,"ねどうぐ",読みを入力してください,151342,327
分離派,"ぶんりは",読みを入力してください,151344,296
男伊達,"おとこだて",読みを入力してください,151347,398
観測値,"かんそくち",読みを入力してください,151373,777
介助者,"かいじょしゃ",読みを入力してください,151374,315
比目魚,"ひらめ",読みを入力してください,151383,568
否定文,"ひていぶん",読みを入力してください,151386,431
工作物,"こうさくぶつ",読みを入力してください,151402,236
電気量,"でんきりょう",読みを入力してください,151413,284
不忠実,"ふちゅうじつ",読みを入力してください,151425,511
移民局,"いみんきょく",読みを入力してください,151435,489
本製品,"ほんせいひん",読みを入力してください,151436,425
聴音器,"ちょうおんき",読みを入力してください,151439,501
晒木綿,"さらしもめん",読みを入力してください,151447,1376
出格子,"でごうし",読みを入力してください,151457,124
避難地,"ひなんち",読みを入力してください,151472,410
給油機,"きゅうゆき",読みを入力してください,151493,747
擬人法,"ぎしんほう,ぎじんほう",読みを入力してください,151494,651
場外戦,"じょうがいせん",読みを入力してください,151524,76
宣伝係,"せんでんがかり",読みを入力してください,151531,601
環境学,"かんきょうがく",読みを入力してください,151547,698
合成語,"ごうせいご",読みを入力してください,151567,191
手工芸,"しゅこうげい",読みを入力してください,151568,533
文書館,"もんじょかん,ぶんしょかん",読みを入力してください,151580,362
制動機,"せいどうき",読みを入力してください,151581,225
建築史,"けんちくし",読みを入力してください,151591,968
皮表紙,"かわびょうし",読みを入力してください,151636,641
移動体,"いどうたい",読みを入力してください,151642,203
身体上,"しんたいじょう",読みを入力してください,151655,50
鉄道橋,"てつどうきょう",読みを入力してください,151660,543
口上手,"くちじょうず",読みを入力してください,151666,51
総二階,"そうにかい",読みを入力してください,151673,417
何方様,"どちらさま",読みを入力してください,151682,22
赤富士,"あかふじ",読みを入力してください,151703,539
証人台,"しょうにんだい",読みを入力してください,151740,296
収集日,"しゅうしゅうび",読みを入力してください,151745,273
千年紀,"せんねんき",読みを入力してください,151747,569
食用蛙,"しょくようがえる",読みを入力してください,151750,910
不凍港,"ふとうこう",読みを入力してください,151761,814
日本領,"にほんりょう",読みを入力してください,151783,238
茄子紺,"なすこん",読みを入力してください,151794,1664
再入国,"さいにゅうこく",読みを入力してください,151796,176
保湿剤,"ほしつざい",読みを入力してください,151802,1131
改良種,"かいりょうしゅ",読みを入力してください,151807,469
滞在客,"たいざいきゃく",読みを入力してください,151850,774
仲裁人,"ちゅうさいにん",読みを入力してください,151856,450
恒河沙,"ごうがしゃ,こうがしゃ",読みを入力してください,151858,1430
循環型,"じゅんかんがた",読みを入力してください,151873,1413
強姦罪,"ごうかんざい",読みを入力してください,151879,1062
伝導性,"でんどうせい",読みを入力してください,151894,355
分析器,"ぶんせきき",読みを入力してください,151899,659
減衰率,"げんすいりつ",読みを入力してください,151936,1137
鳥類学,"ちょうるいがく",読みを入力してください,151950,494
仮普請,"かりぶしん",読みを入力してください,151951,802
謙譲語,"けんじょうご",読みを入力してください,151956,1213
不規律,"ふきりつ",読みを入力してください,151957,741
循環性,"じゅんかんせい",読みを入力してください,151984,1217
快気祝,"かいきいわい",読みを入力してください,151987,630
心身症,"しんしんしょう",読みを入力してください,152063,444
翌々週,"よくよくしゅう",読みを入力してください,152065,1139
内々定,"ないないてい",読みを入力してください,152067,144
高足駄,"たかあしだ",読みを入力してください,152073,250
発禁本,"はっきんぼん",読みを入力してください,152076,357
主動的,"しゅどうてき",読みを入力してください,152103,111
秘密会,"ひみつかい",読みを入力してください,152114,460
妊娠時,"にんしんじ",読みを入力してください,152121,1206
三塁手,"さんるいしゅ",読みを入力してください,152123,633
古記録,"こきろく",読みを入力してください,152136,531
一円札,"いちえんさつ",読みを入力してください,152153,494
女性軍,"じょせいぐん",読みを入力してください,152169,150
国際人,"こくさいじん",読みを入力してください,152205,169
月平均,"つきへいきん",読みを入力してください,152242,631
玩弄物,"がんろうぶつ",読みを入力してください,152247,1320
長日月,"ちょうじつげつ",読みを入力してください,152251,52
総勘定,"そうかんじょう",読みを入力してください,152253,558
始祖鳥,"しそちょう",読みを入力してください,152270,705
大乗的,"だいじょうてき",読みを入力してください,152279,113
背文字,"せもじ",読みを入力してください,152308,402
偶発性,"ぐうはつせい",読みを入力してください,152316,488
鉱工業,"こうこうぎょう",読みを入力してください,152343,836
毛繻子,"けじゅす",読みを入力してください,152348,1584
暗々裏,"あんあんり",読みを入力してください,152361,580
長寿命,"ちょうじゅみょう",読みを入力してください,152363,547
不燃性,"ふねんせい",読みを入力してください,152366,409
蓄膿症,"ちくのうしょう",読みを入力してください,152368,1962
龍涎香,"りゅうぜんこう,りゅうえんこう",読みを入力してください,152391,1436
慣用的,"かんようてき",読みを入力してください,152394,347
男性観,"だんせいかん",読みを入力してください,152405,253
無常感,"むじょうかん",読みを入力してください,152411,154
分捕品,"ぶんどりひん",読みを入力してください,152455,322
空調機,"くうちょうき",読みを入力してください,152458,196
内外人,"ないがいじん",読みを入力してください,152469,82
販売人,"はんばいにん",読みを入力してください,152471,564
古伝説,"こでんせつ",読みを入力してください,152504,348
青海波,"せいがいは",読みを入力してください,152506,455
変換機,"へんかんき",読みを入力してください,152519,369
実験所,"じっけんしょ",読みを入力してください,152523,222
名詞化,"めいしか",読みを入力してください,152535,538
骨格筋,"こっかくきん",読みを入力してください,152557,648
右左折,"うさせつ",読みを入力してください,152561,656
前景気,"まえげいき",読みを入力してください,152573,255
地雷臭,"じらいしゅう",読みを入力してください,152584,753
筆記者,"ひっきしゃ",読みを入力してください,152602,538
一酸化,"いっさんか",読みを入力してください,152616,542
無細工,"ぶさいく,ぶざいく",読みを入力してください,152636,389
危険率,"きけんりつ",読みを入力してください,152714,542
周期性,"しゅうきせい",読みを入力してください,152722,280
老人性,"ろうじんせい",読みを入力してください,152766,334
筆無精,"ふでぶしょう",読みを入力してください,152768,581
離間策,"りかんさく",読みを入力してください,152774,397
藁蒲団,"わらぶとん",読みを入力してください,152780,1674
百分率,"ひゃくぶんりつ",読みを入力してください,152785,508
全面積,"ぜんめんせき",読みを入力してください,152792,355
最優等,"さいゆうとう",読みを入力してください,152818,321
法治国,"ほうちこく",読みを入力してください,152821,228
珍現象,"ちんげんしょう",読みを入力してください,152829,577
冷水器,"れいすいき",読みを入力してください,152830,369
乳臭児,"にゅうしゅうじ",読みを入力してください,152833,1003
千六本,"せんろっぽん,せろっぽう",読みを入力してください,152847,431
京菓子,"きょうがし",読みを入力してください,152866,469
無警察,"むけいさつ",読みを入力してください,152869,282
好好爺,"こうこうや",読みを入力してください,152872,610
民間薬,"みんかんやく",読みを入力してください,152875,368
参観者,"さんかんしゃ",読みを入力してください,152889,350
反物屋,"たんものや",読みを入力してください,152890,154
雪達磨,"ゆきだるま",読みを入力してください,152893,770
無統制,"むとうせい",読みを入力してください,152903,449
優等賞,"ゆうとうしょう",読みを入力してください,152908,621
即購入,"そくこうにゅう",読みを入力してください,152927,904
統一化,"とういつか",読みを入力してください,152934,367
山女魚,"やまめ",読みを入力してください,152950,379
北氷洋,"ほくひょうよう,ほっぴょうよう",読みを入力してください,152954,894
除外例,"じょがいれい",読みを入力してください,152978,440
村芝居,"むらしばい",読みを入力してください,152982,758
納戸色,"なんどいろ",読みを入力してください,152992,513
不風流,"ぶふうりゅう",読みを入力してください,152999,179
強精剤,"きょうせいざい",読みを入力してください,153000,668
消防組,"しょうぼうぐみ",読みを入力してください,153019,402
漬物屋,"つけものや",読みを入力してください,153079,684
情報学,"じょうほうがく",読みを入力してください,153092,145
不行状,"ふぎょうじょう",読みを入力してください,153100,125
先住権,"せんじゅうけん",読みを入力してください,153109,402
浸透度,"しんとうど",読みを入力してください,153123,919
二十重,"はたえ",読みを入力してください,153124,195
花鳥画,"かちょうが",読みを入力してください,153127,451
夏帽子,"なつぼうし",読みを入力してください,153133,728
裁判上,"さいばんじょう",読みを入力してください,153141,500
今後共,"こんごとも",読みを入力してください,153152,153
相似点,"そうじてん",読みを入力してください,153159,275
欠勤届,"けっきんとどけ",読みを入力してください,153192,899
現代病,"げんだいびょう",読みを入力してください,153196,241
胡麻粒,"ごまつぶ",読みを入力してください,153199,1604
並行線,"へいこうせん",読みを入力してください,153211,313
小乗的,"しょうじょうてき",読みを入力してください,153217,147
集中化,"しゅうちゅうか",読みを入力してください,153223,165
公徳心,"こうとくしん",読みを入力してください,153238,569
総務相,"そうむしょう",読みを入力してください,153261,378
異言語,"いげんご",読みを入力してください,153307,272
二本棒,"にほんぼう",読みを入力してください,153313,363
昔人間,"むかしにんげん",読みを入力してください,153314,215
三畳紀,"さんじょうき",読みを入力してください,153330,1028
派生的,"はせいてき",読みを入力してください,153338,243
方解石,"ほうかいせき",読みを入力してください,153345,181
店仕舞,"みせじまい",読みを入力してください,153366,303
交配種,"こうはいしゅ",読みを入力してください,153372,395
中世史,"ちゅうせいし",読みを入力してください,153383,331
脱臭剤,"だっしゅうざい",読みを入力してください,153397,1102
別会計,"べつかいけい",読みを入力してください,153413,188
内野席,"ないやせき",読みを入力してください,153445,332
慣用語,"かんようご",読みを入力してください,153446,430
二個一,"にこいち",読みを入力してください,153469,246
製氷皿,"せいひょうざら",読みを入力してください,153582,1172
運送費,"うんそうひ",読みを入力してください,153590,530
君主国,"くんしゅこく",読みを入力してください,153600,112
鉄火丼,"てっかどんぶり",読みを入力してください,153608,910
傍観的,"ぼうかんてき",読みを入力してください,153611,631
保水力,"ほすいりょく",読みを入力してください,153637,223
一丁字,"いっていじ,いっちょうじ",読みを入力してください,153645,505
即返事,"そくへんじ",読みを入力してください,153648,435
運搬費,"うんぱんひ",読みを入力してください,153724,1076
主犯者,"しゅはんしゃ",読みを入力してください,153743,233
一音節,"いちおんせつ",読みを入力してください,153780,382
帽子掛,"ぼうしかけ",読みを入力してください,153815,693
伏流水,"ふくりゅうすい",読みを入力してください,153831,479
最貧国,"さいひんこく",読みを入力してください,153862,511
一年毎,"いちねんごと",読みを入力してください,153871,203
故意犯,"こいはん",読みを入力してください,153872,348
夏布団,"なつぶとん",読みを入力してください,153894,575
女姉妹,"おんなきょうだい",読みを入力してください,153898,333
一般紙,"いっぱんし",読みを入力してください,153906,598
印刷紙,"いんさつし",読みを入力してください,153918,1062
旧思想,"きゅうしそう",読みを入力してください,153934,530
帯番組,"おびばんぐみ",読みを入力してください,153936,366
配合率,"はいごうりつ",読みを入力してください,153941,340
遊冶郎,"ゆうやろう",読みを入力してください,153944,1021
謎仕様,"なぞしよう",読みを入力してください,153954,471
回顧的,"かいこてき",読みを入力してください,153967,620
開花期,"かいかき",読みを入力してください,153972,247
必読書,"ひつどくしょ",読みを入力してください,153992,268
時間別,"じかんべつ",読みを入力してください,154010,70
変拍子,"へんびょうし",読みを入力してください,154035,419
牧畜業,"ぼくちくぎょう",読みを入力してください,154054,1218
幸運児,"こううんじ",読みを入力してください,154094,537
宿命論,"しゅくめいろん",読みを入力してください,154102,448
自殺点,"じさつてん",読みを入力してください,154114,148
午後中,"ごごじゅう",読みを入力してください,154122,315
娯楽場,"ごらくじょう",読みを入力してください,154133,873
一人親,"ひとりおや",読みを入力してください,154144,73
多孔質,"たこうしつ",読みを入力してください,154156,900
酵母菌,"こうぼきん",読みを入力してください,154160,1505
可逆性,"かぎゃくせい",読みを入力してください,154171,296
手腕家,"しゅわんか",読みを入力してください,154174,178
地震波,"じしんは",読みを入力してください,154194,418
政略家,"せいりゃくか",読みを入力してください,154195,539
優良株,"ゆうりょうかぶ",読みを入力してください,154196,554
定型詩,"ていけいし",読みを入力してください,154197,768
和定食,"わていしょく",読みを入力してください,154208,197
女名前,"おんななまえ",読みを入力してください,154237,47
駄目女,"だめおんな",読みを入力してください,154238,185
無香料,"むこうりょう",読みを入力してください,154254,349
配線図,"はいせんず",読みを入力してください,154256,359
過大視,"かだいし",読みを入力してください,154277,161
成文法,"せいぶんほう",読みを入力してください,154316,210
放送権,"ほうそうけん",読みを入力してください,154341,399
子福者,"こぶくしゃ",読みを入力してください,154384,231
過電流,"かでんりゅう",読みを入力してください,154386,233
選択子,"せんたくし",読みを入力してください,154748,482
牛羚羊,"うしかもしか",読みを入力してください,154795,2661
構成子,"こうせいし",読みを入力してください,154803,177
鼈甲蜂,"べっこうばち",読みを入力してください,155133,2168
基本権,"きほんけん",読みを入力してください,155170,455
神学院,"しんがくいん",読みを入力してください,155309,195
御神火,"ごじんか",読みを入力してください,155361,313
小瑠璃,"こるり",読みを入力してください,155376,1253
社大党,"しゃだいとう",読みを入力してください,155381,411
山括弧,"やまがっこ,やまかっこ",読みを入力してください,155414,1523
指定子,"していし",読みを入力してください,155426,121
古人骨,"こじんこつ",読みを入力してください,155489,453
神田祭,"かんだまつり",読みを入力してください,155492,331
教部省,"きょうぶしょう",読みを入力してください,155504,386
亜鉛華,"あえんか",読みを入力してください,155555,1438
太陽嵐,"たいようあらし",読みを入力してください,155571,912
育児園,"いくじえん",読みを入力してください,155587,612
緋寒桜,"ひかんざくら",読みを入力してください,155624,1440
性細胞,"せいさいぼう",読みを入力してください,155666,768
整数型,"せいすうがた",読みを入力してください,155780,552
風俗歌,"ふうぞくうた,ふぞくうた",読みを入力してください,155811,855
隕石孔,"いんせきこう",読みを入力してください,155836,1607
都護府,"とごふ",読みを入力してください,155843,450
左辺値,"さへんち",読みを入力してください,155924,618
旧憲法,"きゅうけんぽう",読みを入力してください,155937,1040
純収入,"じゅんしゅうにゅう",読みを入力してください,155952,494
杜鵑花,"とけんか,さつき",読みを入力してください,155959,2566
南朝鮮,"みなみちょうせん,ナムチョソン",読みを入力してください,155986,705
型変換,"かたへんかん",読みを入力してください,155998,533
無教会,"むきょうかい",読みを入力してください,156002,77
元宵節,"げんしょうせつ",読みを入力してください,156008,1046
双節棍,"ぬんちゃく",読みを入力してください,156009,1661
節度使,"せつどし",読みを入力してください,156015,397
和算家,"わさんか",読みを入力してください,156021,460
風帆船,"ふうはんせん",読みを入力してください,156032,884
毒性学,"どくせいがく",読みを入力してください,156109,362
無所得,"むしょとく",読みを入力してください,156143,135
定義域,"ていぎいき",読みを入力してください,156150,517
西海道,"さいかいどう",読みを入力してください,156174,298
人工肉,"じんこうにく",読みを入力してください,156225,330
山地帯,"さんちたい",読みを入力してください,156265,283
部分木,"ぶぶんき",読みを入力してください,156270,127
伊佐木,"いさき,いさぎ",読みを入力してください,156277,714
看視人,"かんしじん",読みを入力してください,156282,470
米利堅,"メリケン",読みを入力してください,156292,901
雇傭者,"こようしゃ",読みを入力してください,156329,1098
遣明船,"けんみんせん",読みを入力してください,156350,522
赤道儀,"せきどうぎ",読みを入力してください,156367,502
遮断壁,"しゃだんぺき",読みを入力してください,156396,870
脱色剤,"だっしょくざい",読みを入力してください,156397,815
認定医,"にんていい",読みを入力してください,156423,366
準光速,"じゅんこうそく",読みを入力してください,156439,396
狩猟隊,"しゅりょうたい",読みを入力してください,156444,1226
伊弉諾,"いざなぎ,いざなき",読みを入力してください,156468,2715
寄生蜂,"きせいばち,やどりばち,きせいほう",読みを入力してください,156518,780
説経節,"せっきょうぶし",読みを入力してください,156547,570
代数式,"だいすうしき",読みを入力してください,156550,260
小日本,"シャオリーベン",読みを入力してください,156552,47
代替肉,"だいたいにく",読みを入力してください,156609,416
診断医,"しんだんい",読みを入力してください,156610,749
燃料油,"ねんりょうゆ",読みを入力してください,156645,806
個体性,"こたいせい",読みを入力してください,156650,267
不飽和,"ふほうわ",読みを入力してください,156665,650
棒手振,"ぼてふり",読みを入力してください,156669,414
都議選,"とぎせん",読みを入力してください,156688,278
預託金,"よたくきん",読みを入力してください,156736,933
人工雪,"じんこうゆき",読みを入力してください,156737,442
収納室,"しゅうのうしつ",読みを入力してください,156760,543
競売品,"きょうばいひん",読みを入力してください,156826,617
法相宗,"ほっそうしゅう,ほうそうしゅう",読みを入力してください,156835,524
取引高,"とりひきだか",読みを入力してください,156844,101
機械船,"きかいせん",読みを入力してください,156866,693
如来蔵,"にょらいぞう",読みを入力してください,156872,729
帰巣性,"きそうせい",読みを入力してください,156875,600
孵化器,"ふかき",読みを入力してください,156885,1165
原子病,"げんしびょう",読みを入力してください,156889,254
物産館,"ぶっさんかん",読みを入力してください,156891,399
研磨材,"けんまざい",読みを入力してください,156908,953
連結性,"れんけつせい",読みを入力してください,156910,123
孵化場,"ふかじょう",読みを入力してください,157017,1047
一等卒,"いっとうそつ",読みを入力してください,157018,587
県警察,"けんけいさつ",読みを入力してください,157028,351
空曹長,"くうそうちょう",読みを入力してください,157032,724
放線菌,"ほうせんきん",読みを入力してください,157048,786
咽頭炎,"いんとうえん",読みを入力してください,157053,1092
乾性油,"かんせいゆ",読みを入力してください,157058,757
頒布会,"はんぷかい",読みを入力してください,157093,1485
浮体式,"ふたいしき",読みを入力してください,157095,290
天青石,"てんせいせき",読みを入力してください,157096,341
献残屋,"けんざんや",読みを入力してください,157104,607
