Question,Answers,Comment,freq_jpdb,moyenne_freq
弱卒,"じゃくそつ",読みを入力してください,92124,853
園丁,"えんてい",読みを入力してください,92130,648
益虫,"えきちゅう",読みを入力してください,92134,1187
予科,"よか",読みを入力してください,92137,496
陵墓,"りょうぼ",読みを入力してください,92140,1838
正徳,"しょうとく",読みを入力してください,92143,752
裏街,"うらまち",読みを入力してください,92144,499
黒風,"こくふう",読みを入力してください,92149,281
荒磯,"あらいそ",読みを入力してください,92150,1601
催涙,"さいるい",読みを入力してください,92152,1010
増派,"ぞうは",読みを入力してください,92154,586
三山,"さんざん",読みを入力してください,92155,191
地場,"じば",読みを入力してください,92158,65
信金,"しんきん",読みを入力してください,92159,147
総局,"そうきょく",読みを入力してください,92168,569
腰縄,"こしなわ",読みを入力してください,92171,992
手跡,"しゅせき",読みを入力してください,92172,401
仁者,"じんしゃ",読みを入力してください,92173,782
騾馬,"らば",読みを入力してください,92174,2661
主事,"しゅじ",読みを入力してください,92183,106
海豚,"いるか",読みを入力してください,92185,860
路用,"ろよう",読みを入力してください,92187,338
防塁,"ぼうるい",読みを入力してください,92190,1150
家郷,"かきょう",読みを入力してください,92194,650
兵権,"へいけん",読みを入力してください,92198,510
本旨,"ほんし",読みを入力してください,92209,894
否々,"いやいや,いえいえ",読みを入力してください,92218,870
家裁,"かさい",読みを入力してください,92219,541
軽捷,"けいしょう",読みを入力してください,92224,1674
前垂,"まえだれ",読みを入力してください,92228,706
胡弓,"こきゅう",読みを入力してください,92229,1743
閲歴,"えつれき",読みを入力してください,92230,1533
鎌状,"かまじょう",読みを入力してください,92233,1005
表装,"ひょうそう",読みを入力してください,92235,333
怏々,"おうおう",読みを入力してください,92236,5000
両前,"りょうまえ",読みを入力してください,92237,209
空豆,"そらまめ",読みを入力してください,92243,731
遺命,"いめい",読みを入力してください,92244,525
母鳥,"ははどり",読みを入力してください,92256,482
訓話,"くんわ",読みを入力してください,92259,556
凶賊,"きょうぞく",読みを入力してください,92267,1249
敏活,"びんかつ",読みを入力してください,92268,938
三助,"さんすけ",読みを入力してください,92269,227
番宣,"ばんせん",読みを入力してください,92285,705
注記,"ちゅうき",読みを入力してください,92287,392
猿臂,"えんぴ",読みを入力してください,92291,2626
安牌,"あんパイ",読みを入力してください,92296,1421
奇才,"きさい",読みを入力してください,92307,855
一封,"いっぷう",読みを入力してください,92313,511
門地,"もんち",読みを入力してください,92319,316
標示,"ひょうじ",読みを入力してください,92334,781
玄孫,"げんそん,やしゃご",読みを入力してください,92335,1389
感懐,"かんかい",読みを入力してください,92353,508
調法,"ちょうほう",読みを入力してください,92358,189
米食,"べいしょく",読みを入力してください,92362,419
返杯,"へんぱい",読みを入力してください,92364,495
入牢,"にゅうろう",読みを入力してください,92375,895
長幼,"ちょうよう",読みを入力してください,92382,491
冷涼,"れいりょう",読みを入力してください,92386,932
消長,"しょうちょう",読みを入力してください,92389,169
力石,"ちからいし",読みを入力してください,92407,198
奥伝,"おくでん",読みを入力してください,92426,357
併存,"へいぞん,へいそん",読みを入力してください,92441,1011
百方,"ひゃっぽう",読みを入力してください,92461,392
雪柳,"ゆきやなぎ",読みを入力してください,92463,1189
果菜,"かさい",読みを入力してください,92476,610
野風,"のかぜ",読みを入力してください,92478,213
書字,"しょじ",読みを入力してください,92491,388
乗気,"のりき",読みを入力してください,92494,127
功利,"こうり",読みを入力してください,92500,627
餅米,"もちごめ",読みを入力してください,92504,1305
軽便,"けいべん,けいびん",読みを入力してください,92506,787
電離,"でんり",読みを入力してください,92508,247
観想,"かんそう",読みを入力してください,92512,410
牛串,"ぎゅうくし",読みを入力してください,92515,1631
坪庭,"つぼにわ",読みを入力してください,92518,1757
納車,"のうしゃ",読みを入力してください,92520,495
配流,"はいる",読みを入力してください,92523,229
入市,"にゅうし",読みを入力してください,92525,93
郷村,"ごうそん",読みを入力してください,92526,826
幕吏,"ばくり",読みを入力してください,92528,1891
禅定,"ぜんじょう",読みを入力してください,92533,1323
被官,"ひかん",読みを入力してください,92534,584
画室,"がしつ",読みを入力してください,92536,280
蒼生,"そうせい",読みを入力してください,92537,795
本学,"ほんがく",読みを入力してください,92544,49
飾窓,"かざりまど",読みを入力してください,92546,1040
退潮,"たいちょう",読みを入力してください,92548,1003
蟹座,"かにざ",読みを入力してください,92550,1416
廃園,"はいえん",読みを入力してください,92551,822
献呈,"けんてい",読みを入力してください,92555,1906
中居,"なかい",読みを入力してください,92561,217
新発,"しんぼち",読みを入力してください,92568,128
月報,"げっぽう",読みを入力してください,92576,158
伯林,"ベルリン",読みを入力してください,92586,1147
毒酒,"どくしゅ",読みを入力してください,92589,808
歳費,"さいひ",読みを入力してください,92592,776
万治,"まんじ",読みを入力してください,92593,408
番附,"ばんづけ",読みを入力してください,92598,1161
詐取,"さしゅ",読みを入力してください,92603,872
笹舟,"ささぶね",読みを入力してください,92611,2035
舞楽,"ぶがく",読みを入力してください,92614,370
揮毫,"きごう",読みを入力してください,92615,2336
羅宇,"ラオス,ラウ,ラオ",読みを入力してください,92618,1089
昼顔,"ひるがお",読みを入力してください,92620,376
謀計,"ぼうけい",読みを入力してください,92621,895
闡明,"せんめい",読みを入力してください,92622,2541
鉄網,"てつもう",読みを入力してください,92623,1149
深謀,"しんぼう",読みを入力してください,92625,919
築造,"ちくぞう",読みを入力してください,92628,1007
引張,"ひっぱり",読みを入力してください,92629,135
抛棄,"ほうき",読みを入力してください,92633,2485
板場,"いたば",読みを入力してください,92640,528
返歌,"へんか",読みを入力してください,92650,338
都営,"とえい",読みを入力してください,92654,522
極微,"きょくび,ごくび",読みを入力してください,92662,589
潰乱,"かいらん",読みを入力してください,92669,808
飼葉,"かいば",読みを入力してください,92676,753
足弱,"あしよわ",読みを入力してください,92683,380
朗詠,"ろうえい",読みを入力してください,92685,1816
増補,"ぞうほ",読みを入力してください,92689,680
騎行,"きこう",読みを入力してください,92693,305
選良,"せんりょう",読みを入力してください,92694,204
旁々,"かたがた",読みを入力してください,92707,5000
縦糸,"たていと",読みを入力してください,92708,1360
小丘,"しょうきゅう",読みを入力してください,92710,818
卸値,"おろしね",読みを入力してください,92715,1612
向背,"こうはい",読みを入力してください,92717,215
大赦,"たいしゃ",読みを入力してください,92721,792
目盛,"めもり",読みを入力してください,92725,428
禄高,"ろくだか",読みを入力してください,92728,1240
諸相,"しょそう",読みを入力してください,92729,689
壮快,"そうかい",読みを入力してください,92738,1323
蚊柱,"かばしら",読みを入力してください,92740,1781
硬式,"こうしき",読みを入力してください,92741,815
船路,"ふなじ",読みを入力してください,92744,553
次章,"じしょう",読みを入力してください,92746,728
信愛,"しんあい",読みを入力してください,92747,152
一廓,"いっかく",読みを入力してください,92752,1596
断案,"だんあん",読みを入力してください,92754,421
来季,"らいき",読みを入力してください,92755,596
炎暑,"えんしょ",読みを入力してください,92759,1001
気宇,"きう",読みを入力してください,92768,426
里程,"りてい",読みを入力してください,92773,607
孤軍,"こぐん",読みを入力してください,92792,831
情痴,"じょうち",読みを入力してください,92800,853
生地,"きじ,せいち,しょうち",読みを入力してください,92801,46
浮薄,"ふはく",読みを入力してください,92828,612
竜虎,"りゅうこ,りょうこ",読みを入力してください,92835,1170
戸袋,"とぶくろ",読みを入力してください,92838,781
画角,"がかく",読みを入力してください,92844,535
利尿,"りにょう",読みを入力してください,92845,1214
初診,"しょしん",読みを入力してください,92848,711
今夏,"こんか",読みを入力してください,92850,288
国運,"こくうん",読みを入力してください,92861,188
宿酔,"ふつかよい,しゅくすい",読みを入力してください,92864,865
臨機,"りんき",読みを入力してください,92865,785
栄耀,"えいよう,えよう",読みを入力してください,92871,2188
無勢,"ぶぜい,むぜい,ぶせい",読みを入力してください,92873,250
虚仮,"こけ",読みを入力してください,92879,1079
気短,"きみじか",読みを入力してください,92892,432
適所,"てきしょ",読みを入力してください,92899,464
寄寓,"きぐう",読みを入力してください,92900,1910
冠位,"かんい",読みを入力してください,92917,1067
涙顔,"なみだがお",読みを入力してください,92928,458
聖廟,"せいびょう",読みを入力してください,92964,1750
茨姫,"いばらひめ",読みを入力してください,92974,1161
化外,"けがい,かがい",読みを入力してください,92984,163
五分,"ごぶ,ごぶん,ごふん",読みを入力してください,93002,271
下野,"しもつけ,げや",読みを入力してください,93003,131
集荷,"しゅうか",読みを入力してください,93009,588
限局,"げんきょく",読みを入力してください,93010,420
国璽,"こくじ",読みを入力してください,93017,1655
市国,"しこく",読みを入力してください,93020,116
院政,"いんせい",読みを入力してください,93025,490
東天,"とうてん",読みを入力してください,93030,198
官員,"かんいん",読みを入力してください,93036,341
笹藪,"ささやぶ",読みを入力してください,93039,2342
回忌,"かいき",読みを入力してください,93049,879
小曲,"しょうきょく",読みを入力してください,93055,376
輪作,"りんさく",読みを入力してください,93063,470
本舗,"ほんぽ",読みを入力してください,93074,903
訓導,"くんどう",読みを入力してください,93078,898
野苺,"のいちご",読みを入力してください,93082,1367
建仁,"けんにん",読みを入力してください,93085,1146
封緘,"ふうかん",読みを入力してください,93093,2381
地境,"じざかい,ちきょう",読みを入力してください,93099,472
演題,"えんだい",読みを入力してください,93104,425
考古,"こうこ",読みを入力してください,93107,288
禅譲,"ぜんじょう",読みを入力してください,93117,1907
唐物,"からもの,とうぶつ,とうもつ",読みを入力してください,93122,754
現時,"げんじ",読みを入力してください,93124,90
国富,"こくふ",読みを入力してください,93125,580
他郷,"たきょう",読みを入力してください,93127,738
戸主,"こしゅ",読みを入力してください,93129,381
復仇,"ふっきゅう,ふくきゅう",読みを入力してください,93131,1255
随従,"ずいじゅう",読みを入力してください,93135,942
半弓,"はんきゅう",読みを入力してください,93141,891
派出,"はしゅつ",読みを入力してください,93143,315
御顔,"おかお",読みを入力してください,93146,269
長上,"ちょうじょう",読みを入力してください,93149,42
老猫,"ろうびょう",読みを入力してください,93159,864
揺動,"ようどう",読みを入力してください,93163,393
背鰭,"せびれ",読みを入力してください,93170,1824
不同,"ふどう",読みを入力してください,93172,77
放下,"ほうか,ほうげ",読みを入力してください,93173,144
座所,"ざしょ",読みを入力してください,93175,236
分冊,"ぶんさつ",読みを入力してください,93179,869
劈頭,"へきとう",読みを入力してください,93182,1837
丘上,"きゅうじょう",読みを入力してください,93185,774
穿刺,"せんし",読みを入力してください,93192,1423
両君,"りょうくん",読みを入力してください,93200,234
魯鈍,"ろどん",読みを入力してください,93204,2307
狂躁,"きょうそう",読みを入力してください,93215,2292
会陰,"えいん",読みを入力してください,93227,513
大計,"たいけい",読みを入力してください,93235,183
針箱,"はりばこ",読みを入力してください,93238,1095
雄飛,"ゆうひ",読みを入力してください,93240,633
古豪,"こごう",読みを入力してください,93249,863
俗信,"ぞくしん",読みを入力してください,93254,999
席捲,"せっけん",読みを入力してください,93257,1529
春季,"しゅんき",読みを入力してください,93265,964
好適,"こうてき",読みを入力してください,93275,465
美妙,"びみょう,みみょう",読みを入力してください,93277,470
奇体,"きたい",読みを入力してください,93282,422
木枯,"こがらし",読みを入力してください,93289,1072
精勤,"せいきん",読みを入力してください,93291,730
浅墓,"あさはか",読みを入力してください,93295,1384
山容,"さんよう",読みを入力してください,93305,341
称讃,"しょうさん",読みを入力してください,93314,1763
引受,"ひきうけ",読みを入力してください,93315,159
深甚,"しんじん",読みを入力してください,93317,1280
五彩,"ごさい",読みを入力してください,93345,988
葉物,"はもの",読みを入力してください,93349,94
納付,"のうふ",読みを入力してください,93356,438
虚報,"きょほう",読みを入力してください,93360,786
惜敗,"せきはい",読みを入力してください,93367,1031
並足,"なみあし",読みを入力してください,93369,420
一宇,"いちう",読みを入力してください,93374,423
獣的,"じゅうてき",読みを入力してください,93375,401
致傷,"ちしょう",読みを入力してください,93377,689
八町,"はまち",読みを入力してください,93378,539
妄動,"もうどう,ぼうどう",読みを入力してください,93392,822
私憤,"しふん",読みを入力してください,93395,953
定形,"ていけい",読みを入力してください,93396,245
夕靄,"ゆうもや",読みを入力してください,93400,1680
荘厳,"そうごん,しょうごん,しょうげん",読みを入力してください,93401,1324
新装,"しんそう",読みを入力してください,93426,309
味蕾,"みらい",読みを入力してください,93428,1408
病根,"びょうこん",読みを入力してください,93438,503
年分,"ねんぶん",読みを入力してください,93446,21
筆太,"ふでぶと",読みを入力してください,93448,857
毎夕,"まいゆう",読みを入力してください,93468,677
此所,"ここ",読みを入力してください,93513,827
無産,"むさん",読みを入力してください,93528,279
曲馬,"きょくば",読みを入力してください,93534,482
火炉,"かろ",読みを入力してください,93535,1122
陸亀,"りくがめ",読みを入力してください,93536,1096
義塾,"ぎじゅく",読みを入力してください,93542,1063
寸土,"すんど",読みを入力してください,93555,1009
主攻,"しゅこう",読みを入力してください,93565,284
韃靼,"だったん",読みを入力してください,93567,5000
匈奴,"きょうど,フンヌ",読みを入力してください,93568,2065
杜氏,"とうじ,とじ",読みを入力してください,93570,1527
死毒,"しどく",読みを入力してください,93576,502
房主,"ぼうず,ぼんず",読みを入力してください,93580,619
一条,"いちじょう,ひとすじ",読みを入力してください,93602,402
老妻,"ろうさい",読みを入力してください,93607,913
空電,"くうでん",読みを入力してください,93608,201
黄塵,"こうじん",読みを入力してください,93614,1453
剣状,"けんじょう",読みを入力してください,93616,307
石敷,"いしじき",読みを入力してください,93619,575
啄木,"たくぼく",読みを入力してください,93620,1758
亡妻,"ぼうさい",読みを入力してください,93624,853
外史,"がいし",読みを入力してください,93629,486
万屋,"よろずや",読みを入力してください,93631,248
洛北,"らくほく",読みを入力してください,93634,1398
侏儒,"しゅじゅ",読みを入力してください,93636,4078
横様,"よこざま,よこさま",読みを入力してください,93637,240
御諚,"ごじょう",読みを入力してください,93644,2732
温浴,"おんよく",読みを入力してください,93646,891
白蓮,"びゃくれん",読みを入力してください,93652,926
当寺,"とうじ",読みを入力してください,93654,508
輝線,"きせん",読みを入力してください,93658,568
瀝青,"れきせい,チャン",読みを入力してください,93666,2208
一審,"いっしん",読みを入力してください,93667,555
栴檀,"せんだん",読みを入力してください,93669,3920
和船,"わせん",読みを入力してください,93671,459
饑饉,"ききん",読みを入力してください,93675,4105
協働,"きょうどう",読みを入力してください,93679,671
入庁,"にゅうちょう",読みを入力してください,93680,603
荷主,"にぬし",読みを入力してください,93684,561
徳性,"とくせい",読みを入力してください,93685,723
憶病,"おくびょう",読みを入力してください,93687,570
投錨,"とうびょう",読みを入力してください,93695,1863
掃滅,"そうめつ",読みを入力してください,93718,907
蒸汽,"じょうき",読みを入力してください,93723,1949
心願,"しんがん",読みを入力してください,93726,122
内室,"ないしつ",読みを入力してください,93728,219
豊年,"ほうねん",読みを入力してください,93733,572
等量,"とうりょう",読みを入力してください,93743,630
通底,"つうてい",読みを入力してください,93745,436
口金,"くちがね",読みを入力してください,93747,127
廻船,"かいせん",読みを入力してください,93749,1262
燭光,"しょっこう",読みを入力してください,93752,1348
色糸,"いろいと",読みを入力してください,93753,723
武断,"ぶだん",読みを入力してください,93757,393
国文,"こくぶん",読みを入力してください,93759,177
市道,"しどう",読みを入力してください,93764,152
除草,"じょそう",読みを入力してください,93765,676
異心,"いしん,ことごころ",読みを入力してください,93768,268
溶融,"ようゆう",読みを入力してください,93775,1400
浴客,"よっきゃく,よっかく",読みを入力してください,93790,793
外庭,"がいてい,そとにわ",読みを入力してください,93794,486
陰暦,"いんれき",読みを入力してください,93797,1474
冷奴,"ひややっこ",読みを入力してください,93798,461
腕木,"うでぎ,うでき",読みを入力してください,93799,386
駝鳥,"だちょう",読みを入力してください,93801,2165
囈言,"うわごと",読みを入力してください,93802,2501
粗塩,"あらじお,あらしお",読みを入力してください,93812,1613
相客,"あいきゃく",読みを入力してください,93814,293
魚卵,"ぎょらん",読みを入力してください,93817,1123
鞭撻,"べんたつ",読みを入力してください,93823,2804
年老,"としおい",読みを入力してください,93841,462
賭事,"かけごと",読みを入力してください,93852,735
主因,"しゅいん",読みを入力してください,93854,543
私宅,"したく",読みを入力してください,93855,464
遺訓,"いくん",読みを入力してください,93858,961
朝湯,"あさゆ",読みを入力してください,93863,690
伝線,"でんせん",読みを入力してください,93864,239
椀型,"わんがた",読みを入力してください,93875,1773
遁世,"とんせい,とんぜい",読みを入力してください,93886,1562
隠忍,"いんにん",読みを入力してください,93887,777
出船,"でふね,でぶね,しゅっせん",読みを入力してください,93892,280
名聞,"めいぶん,みょうもん",読みを入力してください,93896,80
伏字,"ふせじ",読みを入力してください,93898,795
併行,"へいこう",読みを入力してください,93902,867
中編,"ちゅうへん",読みを入力してください,93922,462
親近,"しんきん",読みを入力してください,93925,172
出金,"しゅっきん",読みを入力してください,93937,73
一叢,"ひとむら",読みを入力してください,93938,1400
病症,"びょうしょう",読みを入力してください,93942,807
廃液,"はいえき",読みを入力してください,93950,1052
荒馬,"あらうま",読みを入力してください,93954,608
長尺,"ちょうじゃく,ちょうしゃく",読みを入力してください,93956,1219
仁愛,"じんあい",読みを入力してください,93962,837
猖獗,"しょうけつ",読みを入力してください,93966,5000
勇退,"ゆうたい",読みを入力してください,93969,635
誤答,"ごとう",読みを入力してください,93976,667
一宿,"いっしゅく",読みを入力してください,93981,296
左隅,"ひだりすみ",読みを入力してください,93985,1051
偏頗,"へんぱ",読みを入力してください,93996,2614
目高,"めだか",読みを入力してください,94005,61
稀人,"まれびと",読みを入力してください,94009,1031
波旬,"はじゅん",読みを入力してください,94012,1337
蒼龍,"そうりょう,そうりゅう",読みを入力してください,94013,1345
庭中,"ていちゅう",読みを入力してください,94014,446
門中,"もんちゅう",読みを入力してください,94048,293
干拓,"かんたく",読みを入力してください,94070,1518
清秋,"せいしゅう",読みを入力してください,94074,975
実親,"じつおや",読みを入力してください,94084,150
亡君,"ぼうくん",読みを入力してください,94100,417
評定,"ひょうてい,ひょうじょう",読みを入力してください,94102,578
一輛,"いちりょう",読みを入力してください,94103,1719
金龍,"きんりゅう,きんりょう",読みを入力してください,94108,630
光跡,"こうせき",読みを入力してください,94114,525
和傘,"わがさ",読みを入力してください,94116,954
干草,"ほしくさ,ほしぐさ",読みを入力してください,94118,959
強訴,"ごうそ",読みを入力してください,94125,643
白犬,"しろいぬ",読みを入力してください,94129,505
根付,"ねつけ",読みを入力してください,94130,345
院主,"いんじゅ",読みを入力してください,94136,294
喪女,"もじょ,もおんな",読みを入力してください,94137,941
環礁,"かんしょう",読みを入力してください,94143,1909
拾遺,"しゅうい",読みを入力してください,94147,1031
板木,"はんぎ,ばんぎ",読みを入力してください,94148,663
八橋,"やつはし",読みを入力してください,94151,733
女院,"にょういん,にょいん",読みを入力してください,94152,210
倭人,"わじん",読みを入力してください,94153,1588
躯体,"くたい",読みを入力してください,94154,1234
章魚,"たこ",読みを入力してください,94159,1101
駒鳥,"こまどり",読みを入力してください,94161,1180
険呑,"けんのん",読みを入力してください,94165,884
塵屑,"ごみくず",読みを入力してください,94167,2153
無蓋,"むがい",読みを入力してください,94173,861
分枝,"ぶんし",読みを入力してください,94179,718
陣門,"じんもん",読みを入力してください,94181,740
釜飯,"かまめし",読みを入力してください,94186,1335
所与,"しょよ",読みを入力してください,94187,374
諸神,"もろがみ,しょしん",読みを入力してください,94211,690
橋板,"はしいた",読みを入力してください,94219,894
義歯,"ぎし",読みを入力してください,94221,755
称呼,"しょうこ",読みを入力してください,94224,644
一劃,"いっかく",読みを入力してください,94226,1920
廃位,"はいい",読みを入力してください,94230,796
小結,"こむすび",読みを入力してください,94233,116
捨鉢,"すてばち",読みを入力してください,94235,1309
暗証,"あんしょう",読みを入力してください,94238,559
無礙,"むげ",読みを入力してください,94245,2524
離党,"りとう",読みを入力してください,94248,636
五臓,"ごぞう",読みを入力してください,94253,781
磁界,"じかい",読みを入力してください,94254,991
足長,"あしなが,そくちょう",読みを入力してください,94261,110
必敗,"ひっぱい",読みを入力してください,94265,421
御衣,"ぎょい",読みを入力してください,94270,659
高調,"こうちょう",読みを入力してください,94280,156
没我,"ぼつが",読みを入力してください,94282,801
魚油,"ぎょゆ",読みを入力してください,94284,994
手玉,"てだま",読みを入力してください,94286,360
亡魂,"ぼうこん",読みを入力してください,94291,911
炎色,"えんしょく",読みを入力してください,94293,527
手旗,"てばた",読みを入力してください,94294,779
給餌,"きゅうじ",読みを入力してください,94303,1333
晦冥,"かいめい",読みを入力してください,94304,2296
軽佻,"けいちょう",読みを入力してください,94308,2780
雑感,"ざっかん",読みを入力してください,94309,433
多色,"たしょく",読みを入力してください,94326,200
入湯,"にゅうとう",読みを入力してください,94331,555
泥中,"でいちゅう",読みを入力してください,94341,677
秋季,"しゅうき",読みを入力してください,94342,1046
乱読,"らんどく",読みを入力してください,94350,547
附与,"ふよ",読みを入力してください,94351,1395
実学,"じつがく",読みを入力してください,94359,78
禍福,"かふく",読みを入力してください,94360,1367
灯心,"とうしん",読みを入力してください,94375,628
雄壮,"ゆうそう",読みを入力してください,94385,1449
讒訴,"ざんそ",読みを入力してください,94388,2579
所期,"しょき",読みを入力してください,94394,197
背側,"はいそく",読みを入力してください,94396,413
美文,"びぶん",読みを入力してください,94418,243
釣銭,"つりせん",読みを入力してください,94423,1308
私利,"しり",読みを入力してください,94425,167
混然,"こんぜん",読みを入力してください,94431,439
貞女,"ていじょ",読みを入力してください,94438,899
早逝,"そうせい",読みを入力してください,94446,1179
粗大,"そだい",読みを入力してください,94448,928
難路,"なんろ",読みを入力してください,94449,487
首謀,"しゅぼう",読みを入力してください,94450,871
銀将,"ぎんしょう",読みを入力してください,94462,681
懐旧,"かいきゅう",読みを入力してください,94480,1137
花穂,"かすい,かほ",読みを入力してください,94483,923
人後,"じんご",読みを入力してください,94484,23
陶磁,"とうじ",読みを入力してください,94488,1894
俗名,"ぞくみょう,ぞくめい",読みを入力してください,94496,972
偽金,"にせがね",読みを入力してください,94505,634
加州,"かしゅう",読みを入力してください,94506,610
虎杖,"いたどり",読みを入力してください,94516,1560
土神,"つちがみ,どじん",読みを入力してください,94521,296
陸相,"りくしょう",読みを入力してください,94522,503
適職,"てきしょく",読みを入力してください,94525,721
黒化,"こっか",読みを入力してください,94532,287
行宮,"あんぐう",読みを入力してください,94534,223
仁平,"にんぺい",読みを入力してください,94541,910
唐木,"からき",読みを入力してください,94558,890
浄火,"じょうか",読みを入力してください,94575,1040
此等,"これら",読みを入力してください,94584,1106
北天,"ほくてん",読みを入力してください,94590,312
紅紫,"こうし,べにむらさき",読みを入力してください,94596,1135
土牢,"つちろう",読みを入力してください,94599,1113
最中,"さいちゅう,さなか,もなか",読みを入力してください,94601,39
半開,"はんかい",読みを入力してください,94605,220
金光,"きんこう",読みを入力してください,94610,201
紐育,"ニューヨーク",読みを入力してください,94611,1274
畜舎,"ちくしゃ",読みを入力してください,94616,1442
諸賢,"しょけん",読みを入力してください,94617,1301
慶安,"けいあん",読みを入力してください,94621,1058
文民,"ぶんみん",読みを入力してください,94624,355
力戦,"りきせん",読みを入力してください,94625,54
猿顔,"さるがお",読みを入力してください,94630,870
高塀,"たかべい",読みを入力してください,94631,1209
原義,"げんぎ",読みを入力してください,94635,401
生簀,"いけす",読みを入力してください,94636,1570
絶佳,"ぜっか",読みを入力してください,94637,928
原潜,"げんせん",読みを入力してください,94638,702
上皮,"うわかわ,じょうひ",読みを入力してください,94643,573
下城,"げじょう",読みを入力してください,94650,240
奉還,"ほうかん",読みを入力してください,94655,1481
参禅,"さんぜん",読みを入力してください,94659,1476
儀仗,"ぎじょう",読みを入力してください,94660,1926
寝棺,"ねかん",読みを入力してください,94662,1280
塔屋,"とうや,とうおく",読みを入力してください,94666,770
本篇,"ほんぺん",読みを入力してください,94689,1293
毒害,"どくがい",読みを入力してください,94692,711
法性,"ほっしょう,ほうしょう",読みを入力してください,94697,135
善神,"ぜんしん",読みを入力してください,94700,645
下座,"げざ,しもざ",読みを入力してください,94701,211
難曲,"なんきょく",読みを入力してください,94707,530
満堂,"まんどう",読みを入力してください,94713,639
味醂,"みりん",読みを入力してください,94716,2548
全図,"ぜんず",読みを入力してください,94717,332
葉末,"はずえ",読みを入力してください,94718,417
妻妾,"さいしょう",読みを入力してください,94723,1384
配車,"はいしゃ",読みを入力してください,94727,221
首班,"しゅはん",読みを入力してください,94741,883
弩級,"どきゅう",読みを入力してください,94748,1821
余禄,"よろく",読みを入力してください,94749,1422
教条,"きょうじょう",読みを入力してください,94764,473
砕片,"さいへん",読みを入力してください,94772,938
凶猛,"きょうもう",読みを入力してください,94773,1419
回航,"かいこう",読みを入力してください,94774,662
寸志,"すんし",読みを入力してください,94775,1158
竹輪,"ちくわ",読みを入力してください,94779,1138
審美,"しんび",読みを入力してください,94781,660
職域,"しょくいき",読みを入力してください,94783,762
投法,"とうほう",読みを入力してください,94784,342
漂浪,"ひょうろう",読みを入力してください,94786,1582
出御,"しゅつぎょ",読みを入力してください,94790,236
物納,"ぶつのう",読みを入力してください,94791,412
官報,"かんぽう",読みを入力してください,94793,351
器楽,"きがく",読みを入力してください,94795,272
口枷,"くちかせ",読みを入力してください,94797,1317
奴輩,"どはい,しゃつばら,やつばら",読みを入力してください,94799,357
直答,"ちょくとう,じきとう",読みを入力してください,94800,268
防風,"ぼうふう",読みを入力してください,94806,413
良書,"りょうしょ",読みを入力してください,94808,171
入日,"いりひ",読みを入力してください,94817,21
畢生,"ひっせい",読みを入力してください,94820,1726
機略,"きりゃく",読みを入力してください,94822,579
弓馬,"きゅうば",読みを入力してください,94823,892
事績,"じせき",読みを入力してください,94828,617
外箱,"そとばこ",読みを入力してください,94834,541
既往,"きおう",読みを入力してください,94835,1263
奇計,"きけい",読みを入力してください,94837,580
背戸,"せど",読みを入力してください,94840,454
再録,"さいろく",読みを入力してください,94848,625
惻々,"そくそく,しょくしょく",読みを入力してください,94849,5000
悲境,"ひきょう",読みを入力してください,94852,715
角帯,"かくおび",読みを入力してください,94868,702
懸崖,"けんがい",読みを入力してください,94871,1492
市価,"しか",読みを入力してください,94872,432
飢渇,"きかつ",読みを入力してください,94876,1975
扼殺,"やくさつ",読みを入力してください,94878,2006
家運,"かうん",読みを入力してください,94879,186
飯櫃,"めしびつ,いいびつ",読みを入力してください,94882,1854
難船,"なんせん",読みを入力してください,94887,485
後難,"こうなん",読みを入力してください,94891,232
台下,"だいか",読みを入力してください,94895,220
区劃,"くかく",読みを入力してください,94899,2118
冷夏,"れいか",読みを入力してください,94921,528
兼備,"けんび",読みを入力してください,94928,908
峨々,"がが",読みを入力してください,94941,3025
細字,"さいじ,ほそじ",読みを入力してください,94942,570
綿埃,"わたぼこり",読みを入力してください,94960,2084
前非,"ぜんぴ",読みを入力してください,94966,363
今春,"こんしゅん",読みを入力してください,94989,387
血書,"けっしょ",読みを入力してください,95010,264
樹葉,"じゅよう",読みを入力してください,95018,537
切花,"きりばな",読みを入力してください,95030,219
大盤,"おおばん",読みを入力してください,95042,698
花町,"はなまち",読みを入力してください,95075,363
鉄炮,"てっぽう",読みを入力してください,95085,2185
青史,"せいし",読みを入力してください,95090,656
生検,"せいけん",読みを入力してください,95111,373
詔書,"しょうしょ",読みを入力してください,95114,1721
警策,"けいさく,きょうさく,こうざく,きょうしゃく",読みを入力してください,95120,624
用金,"ようきん",読みを入力してください,95121,130
巡遊,"じゅんゆう",読みを入力してください,95122,777
巡幸,"じゅんこう",読みを入力してください,95123,729
謀将,"ぼうしょう",読みを入力してください,95124,1032
火床,"ひどこ",読みを入力してください,95125,663
藩閥,"はんばつ",読みを入力してください,95127,1857
雀斑,"そばかす",読みを入力してください,95128,2135
薬罐,"やかん",読みを入力してください,95132,2186
製麺,"せいめん",読みを入力してください,95140,1243
株屋,"かぶや",読みを入力してください,95141,685
巫覡,"ふげき",読みを入力してください,95142,3362
鉄床,"かなとこ",読みを入力してください,95150,829
僧房,"そうぼう",読みを入力してください,95152,1255
祭式,"さいしき",読みを入力してください,95155,545
元型,"げんけい",読みを入力してください,95159,433
花環,"はなわ",読みを入力してください,95166,737
