Question,Answers,Comment,Freq,Instructions,Render as
"__圧__し折る，押し合い__圧__し合い
おしつぶすようにして折る。
「うでを━」",へ,"［圧］六級
音: オウ／ヨウ／アツ 訓: お・す／おさ・える／へ・す
意味: 上から下に向けて押え付けるように力を加える。
力で押え付ける、押え付けて従わせる。",圧 → JPDB Kanji Freq: 790,漢字の読みを入力してください,Text
__圧__す，気__圧__される,お,"［圧］六級
音: オウ／ヨウ／アツ 訓: お・す／おさ・える／へ・す
意味: 上から下に向けて押え付けるように力を加える。
力で押え付ける、押え付けて従わせる。",圧 → JPDB Kanji Freq: 790,漢字の読みを入力してください,Text
__橋__，丸木__橋__,はし,"［橋］八級
音: キョウ／ギョウ 訓: はし
意味: 川や谷などの深くＵＶ字状になっている上を横切るように板・棒・綱などを架け人が渡れるようにしたもの。
高いところに横に掛け渡した棒、またそのような形のもの。
高いさま、同「喬」。
人などを乗せる台や箱などの下に二本の棒を渡し担(かつ)ぎ上げて運ぶ乗り物、輿(こし)、同「轎」。",橋 → JPDB Kanji Freq: 791,漢字の読みを入力してください,Text
__依__りて，__依__る，__依__って,よ,"［依］四級
音: イ／エ 訓: よ・る
意味: 寄り掛かる、凭(もた)れ掛かる。
拠(よ)る、他のものを拠りどころにする、他のものを頼りにする、依據・依拠(イキョ)(よりどころとすること)」。
従う、他のものに従う。",依 → JPDB Kanji Freq: 789,漢字の読みを入力してください,Text
__担__ぐ,かつ,"［担］五級
音: タン 訓: かつ・ぐ／にな・う
意味: (ゴミなどを払うように)軽く叩(はた)く、叩(たた)くようにして払う、同「撣」(現在はこの意で「担」を用いることはない)。
荷を肩に載せる、背に載せるのは「負」、同「擔」。
荷や仕事を引き受ける、またその責任を負う、同「擔」。
重量の単位、同「擔」、1担(擔)=2石{各種単位}。",担 → JPDB Kanji Freq: 787,漢字の読みを入力してください,Text
__担__う,にな,"［担］五級
音: タン 訓: かつ・ぐ／にな・う
意味: (ゴミなどを払うように)軽く叩(はた)く、叩(たた)くようにして払う、同「撣」(現在はこの意で「担」を用いることはない)。
荷を肩に載せる、背に載せるのは「負」、同「擔」。
荷や仕事を引き受ける、またその責任を負う、同「擔」。
重量の単位、同「擔」、1担(擔)=2石{各種単位}。",担 → JPDB Kanji Freq: 787,漢字の読みを入力してください,Text
__跡__，足__跡__，屋敷__跡__,あと,"［跡］四級
音: セキ／シャク 訓: あと
意味: 歩いたところに残る足の印しるし、同簡「迹」。
嘗(かつ)て物や出来事があったところに残る印しるし、同「迹」「蹟」。",跡 → JPDB Kanji Freq: 786,漢字の読みを入力してください,Text
"__希__う・乞い願う
〔文〕願いのぞむ。",こいねが,"［希］七級
音: キ／ケ 訓: まれ／ねが・う／こいねが・う
意味: 稀(まれ)な、少ない(薄い)、めったにない(珍しい)、同「稀」。
ねが・う、こいねが・う、望む、願い望む、同「睎」。",希 → JPDB Kanji Freq: 785,漢字の読みを入力してください,Text
__快__い,こころよ,"［快］六級
音: カイ／ケ 訓: こころよ・い
意味: こころよ・い、心がすっきりする、心地がよい、気持ちがよい、爽快(ソウカイ)。
すっきりとするさま、さっぱりとしたさま、すっぱりとしたさま。
動きが速い。",快 → JPDB Kanji Freq: 784,漢字の読みを入力してください,Text
__夕__方，__夕__日，__夕__べ,ゆう,"［夕］十級
音: セキ／ジャク 訓: ゆう／ゆう・べ
意味: 陽が沈み始める頃、日没の頃、日暮れ、傍晚ボウバン(晚が間近の頃)、陽が沈み切った頃を「晩」。
夜、同「昔」。
七夕(シチセキ)(たなばた)」、陰暦七月七日の夜。
ゆう、ゆうべ、部首名。",夕 → JPDB Kanji Freq: 782,漢字の読みを入力してください,Text
__暮__れる，__暮__れ，__暮__らす，__暮__らし,く,"［暮］五級
音: ボ／モ／ム 訓: くれ／く・れる／くら・す
意味: 陽の光が届かなって暗くなる、晩バン、同「莫」。
人生や月日・季節・年などが将(まさ)に尽きようとする、またその頃。
日く・れる、(暗くなって)区別や判断ができなくなる。
日。",暮 → JPDB Kanji Freq: 781,漢字の読みを入力してください,Text
__布__，__布__地，__布__目,ぬの,"［布］六級
音: ホ／フ 訓: ぬの／きれ／し・く
意味: 経糸(よこいと)と緯糸(たていと)を十状に交差させながら織ったもの、一般にはアサ麻やワタ(綿)などの植物繊維で織ったものを指し、繭(まゆ)から紡(つむ)いだ糸で織ったものは、帛(ハク)という。
平らに敷き並べる、平面上に広く配置する。
平らに広く撒(ま)く、、散布(サンプ)、配布(ハイフ)。
広く漏れなく行き渡る、また行き渡らせる、同「佈」、布告(フコク)。",布 → JPDB Kanji Freq: 780,漢字の読みを入力してください,Text
__折__れる，名__折__れ，__折__る，__折__り紙，__折__り箱，__折__，……する__折__,お,"［折］七級
音: セツ／セチ 訓: お・る／お・れる／おり
意味: まっすぐなものや平らなものを途中からＶ字形に曲げる、また曲げて畳む、同「㪿」、単にＵ字形のように曲げるのではなく折り目が付くようにしっかりと曲げることをいう。
きっぱりと判断する。
途中で曲がってしまっている、損(そこ)なう。
まっすぐに行けない、途中で挫(くじ)ける、屈する。
若くして死ぬ、「寿命を全(まっと)うすることなくその途中で死ぬ」の意、同「歽」。
日おり、機会、時。",折 → JPDB Kanji Freq: 777,漢字の読みを入力してください,Text
__騒__ぐ，__騒__ぎ，__騒__がしい,さわ,"［騒］四級
音: ソウ 訓: さわ・ぐ／ざわ・めく／ざわ・つく
意味: 苛立(いらだ)って落ち着きがなくなる、そわそわする。
ざわざわする、がやがやする、多くの物や事が入り乱れて秩序がなくなる。
思い煩(わずら)って落ち着かない。",騒 → JPDB Kanji Freq: 776,漢字の読みを入力してください,Text
"__騒__く
［自五］〔古風〕浮かれさわぐ。また、ひやかして歩く。
「花見客が騒く」",ぞめ,"［騒］四級
音: ソウ 訓: さわ・ぐ／ざわ・めく／ざわ・つく
意味: 苛立(いらだ)って落ち着きがなくなる、そわそわする。
ざわざわする、がやがやする、多くの物や事が入り乱れて秩序がなくなる。
思い煩(わずら)って落ち着かない。",騒 → JPDB Kanji Freq: 776,漢字の読みを入力してください,Text
"潮__騒__
①潮のさすときに、波が音を立てること。波が高くて音を立てる〈こと／ひびき〉。しおざい。
「━を聞く」
②波の音。",さい,"［騒］四級
音: ソウ 訓: さわ・ぐ／ざわ・めく／ざわ・つく
意味: 苛立(いらだ)って落ち着きがなくなる、そわそわする。
ざわざわする、がやがやする、多くの物や事が入り乱れて秩序がなくなる。
思い煩(わずら)って落ち着かない。",騒 → JPDB Kanji Freq: 776,漢字の読みを入力してください,Text
__従__える・随える，__従__う・随う,したが,"［従］五級
音: ショウ／ジュウ／ジュ 訓: したが・う／したが・って
意味: 付き随(したが)う、前の人や物事の後(あと)に付いて行く、同「蹤」「䢨」「𨑢」。
考え・規則・指示・命令・前例などを受け入れる、また逆らうことなくその通りにする。
主となるものの次(つぎ)、次(つ)ぐ、後(あと)に続く。
仕事に就(つ)く。
従容(ショウヨウ)ゆったりとしたさま立ち居振る舞い(たちいふるまい)、挙動キョドウ。
～より、～から。
日したが・って、それが理由また原因で、そのために、それによって。",従 → JPDB Kanji Freq: 775,漢字の読みを入力してください,Text
__草__，__草__花，語り__草__,くさ,"［草］十級
音: ソウ 訓: くさ
意味: (特に野生の)一年以内に枯死し茎が木質化しない植物(草本植物という)の総称。
粗い、大まかな。
(大まかな)下書き。
荒れた土地、人が足を踏み入れないところ、「草深いところ」の意。
主要な官職・地位に就いていないさま、「中央から遠く離れて草深いところに住んでいる」の意。
草書(ソウショ)、漢代に成った書体の名。
どんぐり状の堅い実。",草 → JPDB Kanji Freq: 773,漢字の読みを入力してください,Text
__亡__い，__亡__き人，__亡__くす，__亡__くなる,な,"［亡］五級
音: ボウ／モウ 訓: ほろ・ぶ／ほろ・びる／ほろ・ぼす／な・い
意味: (そこにいた人が)逃げる、姿を消す、逃亡(トウボウ)。
(それまで生きていた人が)死ぬ、死亡(シボウ)。
(それまでそこにあったものが衰え弱り小さくなって最後には)無くなる、滅(ほろ)びる、滅亡(メツボウ)。",亡 → JPDB Kanji Freq: 772,漢字の読みを入力してください,Text
__里__，__里__心，村__里__,さと,"［里］九級
音: リ 訓: さと
意味: (郊外の)人家が集まっている区画、また区域。
都(みやこ)から離れた田舎(いなか)、田舎のようなさま、鄙(ひな)びているさま、雅(みやび)な都とは違う(俗っぽい、世俗的な)さま、同「俚」。
戸数による行政単位、周代(前11世紀～前256年)では5家(戸)=鄰、5鄰=里、4里=酇、5酇=鄙、5鄙=縣、但し時代や国によって25家、72家、80家、100家等の違いがある。
距離の単位、時代や国によって1里=300歩、1里=360歩等の違いがある。
裏、裏側、内側、内部、繁「裏」「裡」。
さと、さとへん、部首名。",里 → JPDB Kanji Freq: 771,漢字の読みを入力してください,Text
"お__暇__，枚挙に__暇__がない，応接に__暇__がない，__暇__乞い
たずねていった家から立ち去ること。例 そろそろお暇します。",いとま,"［暇］四級
音: カ／ゲ 訓: ひま／いとま
意味: (仕事などの合間の)空いた時間、何もすることがない時間、同「假」。
日いとま、職を辞(や)める、訪問先を去る。",暇 → JPDB Kanji Freq: 770,漢字の読みを入力してください,Text
__暇__，__暇__な時,ひま,"［暇］四級
音: カ／ゲ 訓: ひま／いとま
意味: (仕事などの合間の)空いた時間、何もすることがない時間、同「假」。
日いとま、職を辞(や)める、訪問先を去る。",暇 → JPDB Kanji Freq: 770,漢字の読みを入力してください,Text
__志__，__志__ある者は事竟に成る,こころざし,"［志］六級
音: シ 訓: こころざし／こころざ・す
意味: 心が指し示す方向、遂(と)げようとする思いや考え。
思いや考えを成し遂げようとする。
記(しる)す、書き留(と)める、またその記録、同繁「誌」。
日こころざし、相手(特に死者)に贈る気持。",志 → JPDB Kanji Freq: 769,漢字の読みを入力してください,Text
__志__す,こころざ,"［志］六級
音: シ 訓: こころざし／こころざ・す
意味: 心が指し示す方向、遂(と)げようとする思いや考え。
思いや考えを成し遂げようとする。
記(しる)す、書き留(と)める、またその記録、同繁「誌」。
日こころざし、相手(特に死者)に贈る気持。",志 → JPDB Kanji Freq: 769,漢字の読みを入力してください,Text
__納__める，御用__納__め，__納__まる，__納__まり,おさ,"［納］五級
音: ドウ／ノウ／トウ／ナッ／ナ／ナン 訓: おさ・める／おさ・まる
意味: 外にあるものを内(うち)に入れる、建物や容器の中に入れる。
他のものを受け入れる、自分のものを他へ渡す。
ここで止(や)めて終わりにする、これまでのことを終わりにする、同「弭」。",納 → JPDB Kanji Freq: 768,漢字の読みを入力してください,Text
__奪__う，__奪__い取る,うば,"［奪］三級
音: タツ／ダチ／ダツ 訓: うば・う
意味: 手の中から(さっと、するりと)ものがなくなる、失う、脱落する。
力ずくで(無理やり)取る、取り上げる、同「敓」",奪 → JPDB Kanji Freq: 767,漢字の読みを入力してください,Text
__建__てる，__建__物，二階__建__て，__建__つ，一戸__建__ち,た,"［建］七級
音: ケン／コン 訓: た・てる／た・つ
意味: (建造物を)しっかりと立てる、造(つく)る、作り上げる。
(法律などを)しっかりと定める。
意見を申し立てる。
北斗七星の柄(え)の指す方向、建寅(ケンイン)(夏暦・農暦・旧暦・陰暦の正月、この月には柄が寅の方向・東北東を指すことから)」。",建 → JPDB Kanji Freq: 766,漢字の読みを入力してください,Text
__鳥__，__鳥__居，小__鳥__,とり,"［鳥］九級
音: チョウ 訓: とり
意味: 羽毛に覆(おお)われ嘴(くちばし)があり二足で卵生の動物の総称。
とり、とりへん、部首名。",鳥 → JPDB Kanji Freq: 765,漢字の読みを入力してください,Text
__米__，__米__粒,こめ,"［米］九級
音: ベイ／マイ 訓: こめ／よね／メートル
意味: 穀物などの実から殻(外皮)を取り除いた小さな粒、小米(シャオミ)ー」はアワ粟の実、、粟米(スゥミ)ー」はトウモロコシ玉蜀黍の実。
日イネ稲の実から殻を取り除いた小さな粒、中国では、大米(タァミ)ー」。
小さな粒状のもの。
メートルmeter(metre。",米 → JPDB Kanji Freq: 764,漢字の読みを入力してください,Text
__春__，__春__めく,はる,"［春］九級
音: シュン 訓: はる
意味: 地中の草木の芽が地上に現(あらわ)れ出る季節、四季(春・夏・秋・冬)の第一、陰暦の一月から三月。
若々しく瑞々(みずみず)しいさま、生気に満ちているさま。
異性を思い慕(した)う感情、異性に対する情欲ジョウヨク。",春 → JPDB Kanji Freq: 762,漢字の読みを入力してください,Text
__率__いる,ひき,"［率］六級
音: ソツ／シュツ／スイ／リツ／リチ 訓: ひき・いる
意味: 鳥を捕らえるための網、一網打尽にする網。
ひき・いる、全体(集団)が乱れないよう一つに纏(まと)める、統率(トウソツ)。
従う、纏まり・基準などからはみ出ないようにする、道を誤らないように導(みちび)く、同「䢦」「𧗿」。
規範、基準。
全体として不釣り合い(不公平)にならないよう配分・配置する。
幾つかのものを比べた時のそれぞれの量、割合、比率(ヒリツ)。
あるがまま、まじけがない。",率 → JPDB Kanji Freq: 761,漢字の読みを入力してください,Text
__互__い，__互__いに，__互__い違い,たが,"［互］四級
音: コ／ゴ 訓: たが・い
意味: 二つのものが逆の方向から(別の方向から)同じところで合わさる、行き来し合う、代わる代わる(かわるがわる)にする、～し合う。",互 → JPDB Kanji Freq: 760,漢字の読みを入力してください,Text
"__互__に
〔雅〕たがいに。
「━思う」",かたみ,"［互］四級
音: コ／ゴ 訓: たが・い
意味: 二つのものが逆の方向から(別の方向から)同じところで合わさる、行き来し合う、代わる代わる(かわるがわる)にする、～し合う。",互 → JPDB Kanji Freq: 760,漢字の読みを入力してください,Text
__染__める，__染__め物，__染__まる,そ,"［染］五級
音: ゼン／ネン／セン 訓: そ・める／そ・まる／し・みる／し・み
意味: 液体が小さな隙間に滲(し)み込む、布などを液体に浸(ひた)して着色する、色を滲み込ませる。
色や匂いなどが付着する、またそれによってそれまでとは別のものになる、感化される。
情報や病気などが次々に移って行く。",染 → JPDB Kanji Freq: 759,漢字の読みを入力してください,Text
__染__みる，油__染__みる，__染__み，__染__み抜き,し,"［染］五級
音: ゼン／ネン／セン 訓: そ・める／そ・まる／し・みる／し・み
意味: 液体が小さな隙間に滲(し)み込む、布などを液体に浸(ひた)して着色する、色を滲み込ませる。
色や匂いなどが付着する、またそれによってそれまでとは別のものになる、感化される。
情報や病気などが次々に移って行く。",染 → JPDB Kanji Freq: 759,漢字の読みを入力してください,Text
__整__える，__整__う,ととの,"［整］八級
音: セイ／ショウ 訓: ととの・える／ととの・う
意味: きちんとした状態や形にする、歪(ゆが)みや曲がりや乱れや偏(かたよ)りがないようにする、過不足がないように(凸凹がないように)する。
あるべき(本来の)状態や形にする、定めに従った状態や形にする。",整 → JPDB Kanji Freq: 757,漢字の読みを入力してください,Text
__竜__巻,たつ,"［竜］凖二級
音: リョウ／リュウ／ロウ 訓: たつ
意味: 角(つの)と鬚(ひげ)を持ち体は細長く鱗(うろこ)があり、春分に天に昇り秋分に淵(ふち)に潜むという想像上の動物。
天子・君主・皇帝を指す語、龍飛(リュウヒ)(天子の即位)」、龍体(リュウタイ)(天子のお体)」。
ひときわ優れたものを指す語。
十二章紋の一つ{服飾(十二章紋)}。
背が高く(八尺以上の)大きな馬、駿馬シュンメ。",竜 → JPDB Kanji Freq: 756,漢字の読みを入力してください,Text
"__雪__，__雪__解け，初__雪__
吹__雪__
①風にふかれて〈雪が乱れ飛ぶこと／乱れ飛ぶ雪〉。
②乱れ飛ぶものをたとえたことば。","ゆき,ぶき","［雪］九級
音: セツ／セチ 訓: ゆき／すす・ぐ
意味: ゆき、空中の水蒸気が結晶となって降ってくるもの{雪}。
(雪のように)白いさま。
すす・ぐ、穢れや恥を洗い清める。",雪 → JPDB Kanji Freq: 752,漢字の読みを入力してください,Text
__独__り，__独__り善がり，__独__り者,ひと,"［独］六級
音: トク／ドク 訓: ひと・り
意味: 一人、一人だけ、同「獨」。
一つ、ただ一つ、同「獨」。",独 → JPDB Kanji Freq: 751,漢字の読みを入力してください,Text
__責__める，__責__め，__責__っ付く,せ,"［責］六級
音: サク／シャク／サイ／セ／セキ 訓: せめ／せ・める
意味: 強く求められる務(つと)め、果たすべきこと、為(な)すべきこと。
(果たすべきことを果たすよう)強く求める、(為すべきことを為さないことを)厳(きび)しく咎(とが)める、責備(セキビ)。",責 → JPDB Kanji Freq: 750,漢字の読みを入力してください,Text
__提__げる，手__提__げ,さ,"［提］六級
音: テイ／ダイ 訓: さ・げる／ちょう
意味: さ・げる、垂らすようにして持つ、下げるようにして持つ。
持ち上げる、引き上げる。
(話や課題などを)取り上げる、持ち出す、提起(テイキ)、提案(テイアン)。
差し上げる、差し出す、、提出(テイシュツ)、提示(テイジ)。
引く、引き出す。",提 → JPDB Kanji Freq: 749,漢字の読みを入力してください,Text
__吹__く,ふ,"［吹］四級
音: スイ 訓: ふ・く
意味: 息を勢いよく吐き出す、唇を窄めて風を起こすように息を吐く、ゆっくり吹くのは「嘘」。
管楽器に音を出すために息を勢いよく吐き入れる、同「龡」。
大気が流れる、風が起きる。
(息を大きく吐き出すことから)自慢げに話す。",吹 → JPDB Kanji Freq: 748,漢字の読みを入力してください,Text
宮__崎__，○○__崎__,さき,"［崎］七級
音: キ 訓: さき
意味: (山や山道が)起伏・凸凹・傾斜・蛇行して、なだらかでないさま、険しいさま、思うように進めないさま、思うようにならないさま、崎嶇(キク)、同「陭䧢」。
日陸地が入り組んで崖状に切り立ったところ、同「埼」「碕」。",崎 → JPDB Kanji Freq: 747,漢字の読みを入力してください,Text
__弟__，__弟__直し，__弟__分,おとうと,"［弟］九級
音: テイ／ダイ／デ 訓: おとうと
意味: 同じ親を持つ自分よりも後から生まれた男子、同「𠂖」、先に生まれた男子は「兄」。
年長者や兄姉を敬い従う、同「悌」。
弟靡(テイビ)、逆らうことなく従う。
師の教えを受ける者",弟 → JPDB Kanji Freq: 746,漢字の読みを入力してください,Text
__登__る，山__登__り,のぼ,"［登］八級
音: トウ／ト 訓: のぼ・る
意味: 高いところに上がる、高い方(上の方)に進む、同「陞」、一般に道や階段や梯子(はしご)などの足場を伝いながら上がることをいい、足場がなく浮くように上がるのは「昇」。
高いところに乗る、上に乗る。
高い地位に就く、高い地位に引き上げる。
書類に載(の)せる、記載する、同「載」。
穀物が実る、また熟す、同「升」。",登 → JPDB Kanji Freq: 745,漢字の読みを入力してください,Text
__比__べる，背__比__べ,くら,"［比］六級
音: ヒ／ビ 訓: くら・べる／なら・ぶ／たぐい／ころ
意味: 同様・同等のものが並ぶ、並べる、比肩(ヒケン)。
類たぐい、性格・性質が共通しているもの、またその集まり。
(同様・同等のものを)並べて大小・長短・優劣・多少などを較(くら)べる、また違いを調べる、比較(ヒカク)。
集団(同様・同等のものの集まり)の構成要素それぞれの割合(わりあい)、比率(ヒリツ)。
例(たと)える、他の同じようなものを例に挙げて譬(たと)える、比喩(ヒユ)。
頻(しき)り、同じように繰り返すこと、比比(ヒヒ)(頻りに、繰り返し)」、比年(ヒネン)(近年、毎年)」。
この頃、近頃(ちかごろ)。
くらべる、ならびひ、部首名。",比 → JPDB Kanji Freq: 744,漢字の読みを入力してください,Text
__造__る,つく,"［造］六級
音: ソウ／ゾウ 訓: つく・る
意味: (素材に手を加えて、組み合わせて)作り上げる。
成(な)る、為(な)す、成し遂(と)げる。
到(いた)る、行き着く。
慌てる、慌ただしい。
造次(ゾウジ)ごく短い時間、咄嗟トッサ急いで、あたふたと。
日みやつこ、日本の上代の姓(かばね)の一つ",造 → JPDB Kanji Freq: 743,漢字の読みを入力してください,Text
__修__める，__修__まる,おさ,"［修］六級
音: シュウ／シュ／ス 訓: おさ・める
意味: 荒々しいところ・ごつごつしたところを取り除いて形を整える、足りないところ・欠けているところを補いてすっきりした形にする。
足りないところ・欠けているところを補い必要なことを身に付ける、学問や技術などを学び身につける。
すらりとして長い、すらりと高い。",修 → JPDB Kanji Freq: 741,漢字の読みを入力してください,Text
"__避__ける
なるべく遠くはなれるの",さ,"［避］四級
音: ヒ／ビ 訓: さ・ける／よ・ける
意味: 障害となるものに当たらないような位置・場所に移動する、当たらないように身を躱(かわ)す、身を逸(そ)らす、同「辟」、迴避・回避(カイヒ)。
中心から去る、退く、遠ざかる。",避 → JPDB Kanji Freq: 740,漢字の読みを入力してください,Text
"__避__ける
近づいてもよく、ただしそれに当たらないように進路や位置を変える。",よ,"［避］四級
音: ヒ／ビ 訓: さ・ける／よ・ける
意味: 障害となるものに当たらないような位置・場所に移動する、当たらないように身を躱(かわ)す、身を逸(そ)らす、同「辟」、迴避・回避(カイヒ)。
中心から去る、退く、遠ざかる。",避 → JPDB Kanji Freq: 740,漢字の読みを入力してください,Text
__脱__げる，__脱__ぐ,ぬ,"［脱］四級
音: タツ／ダチ／ダツ 訓: ぬ・ぐ／ぬ・け／ぬ・げる
意味: 肉から骨や皮を剥(は)ぎ取る、剥(む)き取る。
覆っているものを取り去る、覆っているものから抜け出る。
取り去る、外(はず)す。
抜(ぬ)ける、抜け落ちる、抜け出る。
もし、もしも、if。",脱 → JPDB Kanji Freq: 739,漢字の読みを入力してください,Text
__争__う，__争__い,あらそ,"［争］七級
音: ソウ／ショウ 訓: あらそ・う／いか・で／いか・でか
意味: 互いに取り合う、奪(うば)い合う、戦う。
諍(いさか)う、是非ゼヒ、正否(セイヒ)・優劣(ユウレツ)などについて言い合う、同「訟」「諍」。
諌(いさ)める、非(ヒ、正しくないこと)や過(あやま)ちを正すよう意見する、同「諫」「諍」。
いか・で、いか・でか、どうして～。",争 → JPDB Kanji Freq: 738,漢字の読みを入力してください,Text
__晴__れる，__晴__れ，__晴__れやかだ，__晴__らす，気__晴__らし,は,"［晴］九級
音: セイ／ジョウ 訓: は・れる
意味: (雨や雪が止んで)雲がなくなる、雲がなく空が澄み渡る、同「夝」「暒」{晴}。",晴 → JPDB Kanji Freq: 737,漢字の読みを入力してください,Text
__授__ける，__授__かる,さず,"［授］六級
音: シュウ／ジュ 訓: さず・ける／さず・かる
意味: 上位者が下位者に直接(手渡しで)与える、また教える、下位者が上位者から直接(手渡しで)賜(たまわ)る、また給(たま)わる。",授 → JPDB Kanji Freq: 736,漢字の読みを入力してください,Text
__詰__める，__詰__め物，__詰__む，__詰__み，__詰__まる，行き__詰__まる,つ,"［詰］四級
音: キツ／キチ 訓: なじ・る／つ・める
意味: 厳(きび)しく問い責(せ)める。
追及ツイキュウする、詰問(キツモン)(厳しく問い返事を迫る)」。
曲がる、屈(かが)む。
次の日、、詰旦(キッタン)(次の日の明け方)」、詰朝(キッチョウ)(次の日の朝)」。
日つ・める、隙間がないようにする、空いているところにぎっしりと入れて満たす。",詰 → JPDB Kanji Freq: 735,漢字の読みを入力してください,Text
"__詰__る
ひどいではないかと、とがめて責める。
「約束を破ったことを━」",なじ,"［詰］四級
音: キツ／キチ 訓: なじ・る／つ・める
意味: 厳(きび)しく問い責(せ)める。
追及ツイキュウする、詰問(キツモン)(厳しく問い返事を迫る)」。
曲がる、屈(かが)む。
次の日、、詰旦(キッタン)(次の日の明け方)」、詰朝(キッチョウ)(次の日の朝)」。
日つ・める、隙間がないようにする、空いているところにぎっしりと入れて満たす。",詰 → JPDB Kanji Freq: 735,漢字の読みを入力してください,Text
__駆__る，__駆__り立てる，__駆__ける，抜け__駆__け,か,"［駆］四級
音: ク 訓: か・ける／か・る
意味: 馬に鞭(むち)を当て走らせる。
追い立てる、急(せ)かす。
追う、追い払う、追い遣(や)る。
速く走る、疾走する。",駆 → JPDB Kanji Freq: 734,漢字の読みを入力してください,Text
__揺__れる，__揺__れ，__揺__るぐ，__揺__るぎない，__揺__り返し，__揺__り籠，__揺__らぐ，__揺__する，貧乏__揺__すり，__揺__すぶる，__揺__さぶる,ゆ,"［揺］三級
音: ヨウ 訓: ゆ・れる／ゆ・らぐ／ゆ・する／ゆ・さぶる
意味: 上下・左右・前後に行きつ戻りつするように動く、また動かす。",揺 → JPDB Kanji Freq: 733,漢字の読みを入力してください,Text
__混__む，__混__み合う，人__混__み,こ,"［混］六級
音: コン／ゴン 訓: ま・じる／ま・ぜる／こ・む
意味: 水が滾滾、渾渾・混混(コンコン)と湧き出る。
たくさんのもの(流れ出た水)が集まり一つになる、様々なもの或いは多くのものが寄せ集まり同化する、同化してそれぞれの見分けがつかなくなる、もとの形や性質を保ったまま入り交じるのは「雑」。
見分けがつかない、はっきりしない。",混 → JPDB Kanji Freq: 732,漢字の読みを入力してください,Text
__混__ぜる，__混__ぜ物，__混__じる，__混__じり物，__混__ざる,ま,"［混］六級
音: コン／ゴン 訓: ま・じる／ま・ぜる／こ・む
意味: 水が滾滾、渾渾・混混(コンコン)と湧き出る。
たくさんのもの(流れ出た水)が集まり一つになる、様々なもの或いは多くのものが寄せ集まり同化する、同化してそれぞれの見分けがつかなくなる、もとの形や性質を保ったまま入り交じるのは「雑」。
見分けがつかない、はっきりしない。",混 → JPDB Kanji Freq: 732,漢字の読みを入力してください,Text
__労__う,ねぎら,"［労］七級
音: ロウ 訓: いた・わる／ねぎら・う
意味: 精一杯務める、力を尽くして働く、またそのような人。
力を出し尽くして疲れる、困憊コンパイする。
いた・わる、ねぎら・う、働きや骨折り・疲れや辛苦を慰める。",労 → JPDB Kanji Freq: 731,漢字の読みを入力してください,Text
"__労__る
①弱い立場の人をやさしく親切にあつかう。
「年寄りを━・からだを━〔＝大事にする〕」
②苦労を認め、ことばをかけたりする。
「選手を━」",いたわ,"［労］七級
音: ロウ 訓: いた・わる／ねぎら・う
意味: 精一杯務める、力を尽くして働く、またそのような人。
力を出し尽くして疲れる、困憊コンパイする。
いた・わる、ねぎら・う、働きや骨折り・疲れや辛苦を慰める。",労 → JPDB Kanji Freq: 731,漢字の読みを入力してください,Text
__踏__む，足__踏__み，__踏__まえる,ふ,"［踏］四級
音: トウ／ドウ 訓: ふ・む
意味: 足を地に着ける、足で押える、同「踐」。",踏 → JPDB Kanji Freq: 728,漢字の読みを入力してください,Text
__狙__う，__狙__い,ねら,"［狙］二級
音: ショ／ソ 訓: ねら・う
意味: 猿(サル)、サルの一種。
窺(うかが)う、相手に気付かれないようにこっそりと見る、また様子を窺う。
狙詐(ソサ)、騙(だま)す。",狙 → JPDB Kanji Freq: 727,漢字の読みを入力してください,Text
"__妙__なる
〔文〕言いようのないほど、すぐれているようす。
「━楽の音」",たえ,"［妙］四級
音: ビョウ／ミョウ 訓: たえ
意味: (人の手によるものとは思われないほど)繊細なさま、精巧なさま、技が巧(たく)みなさま。
繊細で美しいさま。
年若く繊細なさま、年若く美しい人。
人の手によるものとは思われないさま、不可思議なさま。",妙 → JPDB Kanji Freq: 726,漢字の読みを入力してください,Text
__鹿__，__鹿__の角を蜂が刺す,しか,"［鹿］七級
音: ロク 訓: しか／か
意味: 鹿(シカ)、シカ科の哺乳類の総称。
権力またその地位。
穀物などを貯蔵するための方形の倉庫、円形は「囷」。
しか、しかへん、部首名。",鹿 → JPDB Kanji Freq: 723,漢字の読みを入力してください,Text
馬__鹿__，馬__鹿__らしい，__鹿__の子,か,"［鹿］七級
音: ロク 訓: しか／か
意味: 鹿(シカ)、シカ科の哺乳類の総称。
権力またその地位。
穀物などを貯蔵するための方形の倉庫、円形は「囷」。
しか、しかへん、部首名。",鹿 → JPDB Kanji Freq: 723,漢字の読みを入力してください,Text
__勇__む，__勇__み足，__勇__ましい,いさ,"［勇］七級
音: ヨウ／ユウ／ユ 訓: いさ・ましい／いさ・む
意味: 気力が満ちているさま、気力に満ちて恐れを知らない、恐れることなく立ち向かう、逞(たくま)しく怯(ひる)まない、同「恿」。",勇 → JPDB Kanji Freq: 722,漢字の読みを入力してください,Text
