Question,Answers,Comment,Instructions
"以下の条件に一つでも( )する人は、必ず事務室に申し出てください。
 1. 該当 
 2. 順応 
 3. 相当 
 4. 適応",1,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"机の上に置いたはずのレポートが見つからないが、ほかの書類や資料にて( )しまったのだろうか。
 1. なじんで 
 2. 絡んで 
 3. おさまって 
 4. 紛れて",4,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"この学校は教育の( )として、職業体験活動を授業に取り入れている。
 1. 一環 
 2. 一体 
 3. 内部 
 4. 部門",1,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"この商品は、特によく売れる時期というものはなく、毎月( )100個ほど売れる。
 1. クリアに 
 2. ストレートに 
 3. シンプルに 
 4. コンスタントに",4,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"中学でクラスメートだった石井さんと話しているうちに、昔の記憶が、( )きた。
 1. さかのぼって 
 2. よみがえって 
 3. 引き返して 
 4. 立ち直って",2,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"林選手は、3度目のオリンピック出場で、ついに（ ）の金メダルを 獲得した。
 1. 意欲 
 2. 志願 
 3. 欲求 
 4. 念願",4,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"鈴木さんに表彰状を贈り、永年の功績を( )。
 1. 敬った 
 2. 仰いだ 
 3. たたえた 
 4. もてなした",3,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"今回のトラブルの原因は相手側にあって、池田さんには決して( )はないよ。
 1. 悪 
 2. 非 
 3. 苦 
 4. 没",2,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"以前はさまざまなジャンルの小説を読んでいたが、最近は( )推理小説ばかりだ。
 1. ますます 
 2. しきりに 
 3. もっぱら 
 4. せめて",3,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"この商品は非常によく売れていて、どの店にも( )がほとんどない状態だ。
 1. 設置 
 2. 残留 
 3. 所持 
 4. 在庫",4,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"企業の海外進出は()を伴うが、成功すれば利益は大きい。
 1. アウト 
 2. エラー 
 3. リスク 
 4. ダウン",3,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"不景気が続いても父の会社が倒産しなかったのは、設立以来、( ) 経営を続けてきたおかげだ。
 1. 切実な 
 2. 堅実な 
 3. 安泰な 
 4. 安易な",2,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"品質の劣化を防ぐには、光を通さない黒い箱に入れて、光を()する必要がある。
 1. 拒絶 
 2. 駆除 
 3. 遮断 
 4. 隔離",3,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"久しぶりに帰省すると、町の様子が ( ) 変わっていて、驚いた。
 1. がらりと 
 2. ずらりと 
 3. けろりと 
 4. ちらりと",1,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"中村さんの勝手な行動には強い怒りを覚えたが、友人に ( )、少し気持ちが落ち着いた。
 1. 親しまれて 
 2. なだめられて 
 3. 勧められ 
 4. ゆだねられて",2,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"部長は昨日の会議で、新企画について大枠は説明したが、具体的な開始時期には( )しなかった。
 1. 供述 
 2. 言及 
 3. 告白 
 4. 通話",2,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"問題の再発防止のために、何度も会議を聞いて対策を( )。
 1. 培った 
 2. 築いた 
 3. 練った 
 4. 磨いた",3,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"私はスポーツなら何でも好きだが、( ) サッカーが大好きだ。
 1. いよいよ 
 2. まさしく 
 3. いっそう 
 4. とりわけ",4,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"職場の環境に満足していたので、その当時は転職など全く( )になかった。
 1. 念頭 
 2. 本心 
 3. 念願 
 4. 内心",1,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"妹は今日が初めてのデートらしく、朝から( )して落ち着かない様子だ。
 1. ぐらぐら 
 2. そわそわ 
 3. ぶらぶら 
 4. めそめそ",2,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"パーティーでは林さんが料理を作って、みんなにその( )を披露してくれた。
 1. そぶり 
 2. しわざ 
 3. 腕前 
 4. 手間",3,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"自分の考えに自信がなくて発言するのを( )いるうちに、議論が先に進んでしまった。
 1. 遠ざけて 
 2. ためらって 
 3. 案じて 
 4. よけて",2,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"マラソン大会が終わり、先ほど道路の交通規制が( )されました。
 1. 解除 
 2. 解禁 
 3. 廃止 
 4. 停止",1,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"記事のすぐ下に写真を載せるなど( )を工夫すれば、もっと読みやすくなるだろう。
 1. スケッチ 
 2. レイアウト 
 3. アウトライン 
 4. ルックス",2,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"来春から始まる情報番組の司会に、若手のアナウンサーを( )することが決まった。
 1. 採取 
 2. 引用 
 3. 採択 
 4. 起用",4,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"事件発生の連絡を受け、記者たちは急いで現場に( )。
 1. 寄りかかった 
 2. 駆けつけた 
 3. 結びついた 
 4. 突っ込んだ",2,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"この食品会社は、薬品や化粧品の分野にも進出し、( )経営に乗り出している。
 1. 建設的な 
 2. 普遍的な 
 3. 圧倒的な 
 4. 多角的な",4,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"毎年8月の祭りは、県内外から集まった数千人が歌や踊りに参加し、( )行われる。
 1. 鮮烈に 
 2. 絶大に 
 3. 盛大に 
 4. 熱烈に",3,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"あの人はいつも( )忙しそうに動き回っている。
 1. のろのろと 
 2. すいすいと 
 3. せかせかと 
 4. ふらふらと",3,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"会議の直前に部長の都合が悪くなり、（ ）私が代理で出席することになった。
 1. 瞬時に 
 2. 迅速に 
 3. 即刻 
 4. 急遽",4,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"あの人は｢申請書は締め切りまでに絶対に提出した｣と、まだ（ ）いる
 1. 言い残して 
 2. 言い張って 
 3. 言い渡して 
 4. 言い放って",2,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"このままでは交渉がまとまらないので、互いに（ ）せざるをえない。
 1. 同調 
 2. 妥協 
 3. 和解 
 4. 融合",2,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"この論文が今後の医学の発展に（ ）するところは大きいだろう。
 1. 寄与 
 2. 普及 
 3. 供与 
 4. 波及",1,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"今年の花火大会は、30万人を超える（ ）が予想されている。
 1. 人込み 
 2. 人波 
 3. 人通り 
 4. 人出",4,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"仕事の分担を決める前に、必要な作業をすべて（ ）した。
 1. リストアップ 
 2. エントリー 
 3. ストック 
 4. コーディネート",1,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"朝から頭痛がひどかったが、薬を飲んだら、だいぶ痛みが（ ）きた。
 1. 弱って 
 2. 和らいで 
 3. 薄まって 
 4. 安らいで",2,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"星の降らない日がこれ以上続けば、農業に影響するだけでなく、日常生活にも( )を来すおそれがある。
 1. 苦境 
 2. 不況 
 3. 支障 
 4. 停滞",3,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"その空き地には、( )量のごみが捨てられて、山のようになっていた。
 1. 目まぐるしい 
 2. 限りない 
 3. 極まりない 
 4. おびただしい",4,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"この歌手は若者の間で( )な人気を誇っている。
 1. 絶大 
 2. 膨大 
 3. 偉大 
 4. 強大",1,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"話し合いは平行線を( )、結局一致点を見いだせなかった。
 1. あゆみ 
 2. たどり 
 3. なぞり 
 4. つたい",2,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"弊社の採用試験では、筆記試験よりも面接に( )を置いています。
 1. ウエイト 
 2. トップ 
 3. パワー 
 4. メイン",1,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"当選した林氏は取材に対して、今回の選挙は終盤まで( )を許さない厳しい戦いだったと語った。
 1. 予期 
 2. 見通し 
 3. 見込み 
 4. 予断",4,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"田中さんはいつも手際よく( )仕事を進めている。
 1. めきめきと 
 2. さらさらと 
 3. てきぱきと 
 4. すくすくと",3,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"議会に提出された条例は賛成多数で( )された。
 1. 判別 
 2. 採取 
 3. 選出 
 4. 可決",4,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"この国に来たころは言葉も通じず知人もいなくてとても( )気持ちになったものだ。
 1. かすかな 
 2. 心細い 
 3. ひそかな 
 4. 心無い",2,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"A社は銀行からの支援によって経営の悪化を何とか()ことができた。
 1. 投げ出す 
 2. 吸い上げる 
 3. 打ち切る 
 4. 食い止める",4,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"この会社の営業部では社員一人一人に毎週厳しい()が課されている。
 1. キャリア 
 2. ノルマ 
 3. チーフ 
 4. コスト",2,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"今日の対談はサッカー選手と物理学者という()の組み合わせで行われる。
 1. 異色 
 2. 大差 
 3. 変形 
 4. 遠隔",1,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"この美しい映像はコンピュータの最新技術を( )して作られたものだ。
 1. 駆使 
 2. 引用 
 3. 充当 
 4. 摂取",1,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"この数年で数々の食品問題が発覚し食の安全に対する信頼が()はじめた。
 1. 震え 
 2. 浮かれ 
 3. 揺らぎ 
 4. 乱れ",3,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"森選手は記者会見で今シーズン限りで引退することを( )した。
 1. 証言 
 2. 開示 
 3. 供述 
 4. 表明",4,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"政治家の高木氏は、全国各地を飛び回って( ) 講演を行い、政策の支持を呼び掛けた。
 1. 圧倒的に 
 2. 精力的に 
 3. 急進的に 
 4. 普遍的に",2,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"友人に預けてきたベットのことが( )で、旅行はあまり楽しめなかった。
 1. 手つかず 
 2. 眼病 
 3. 気がかり 
 4. 迷惑",3,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"この1年間の市の人口の( )を示したものです。
 1. 推移 
 2. 過程 
 3. 転換 
 4. 変容",1,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"予算が減らされたことにより、その事業は継続が( )いる。
 1. 損なわれて 
 2. 恐れられて 
 3. 崩されて 
 4. 危ぶまれて",4,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"この箱の中には本が詰まっていて、( )重い。
 1. ぐらぐらと 
 2. どんよりと 
 3. ずっしりと 
 4. じめじめと",3,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"二つの商品を並べると、それらの違いは( )としていて、片方は偽物だとすぐに分かる。
 1. 歴然 
 2. 整然 
 3. 続々 
 4. 堂々",1,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"上司は私の提案を( )した。
 1. 脱却 
 2. 駆除 
 3. 却下 
 4. 除去",3,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"この子は好奇心が ( )で、わからないことは何でも知りたがる。
 1. 全盛 
 2. 旺盛 
 3. 盛況 
 4. 盛大",2,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"このテープルは、脚の部分に美しい彫刻が( )いる。
 1. 設けられて 
 2. 装われて 
 3. 据えられて 
 4. 施されて",4,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"原油価格が高騰し、その( )が世界中に広がっている。
 1. 転移 
 2. 投影 
 3. 感染 
 4. 余波",4,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"( )の利益ばかり考えないで、もっと長期的に物事を捉えなければならな
 1. 目先 
 2. 手中 
 3. 足場 
 4. 背後",1,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"小さなけんかがもとで、友達との関係が、( )している。
 1. しょんぼり 
 2. ぎくしゃく 
 3. ぼんやり 
 4. うろちょろ",2,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"社長は、会社の将来を( )人材の育成に力を入れている。
 1. になう 
 2. いたわる 
 3. やしなう 
 4. かかげる",1,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"子どもたちは (  )なリズムに合わせ、 手をたたいたり、踊ったりした。
 1. 手軽 
 2. 軽率 
 3. 気軽 
 4. 軽快",4,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"予習、授業、復習という( )を繰り返すことで、知識の定着を図る。
 1. ピッチ 
 2. サイクル 
 3. シフト 
 4. ペース",2,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"当事者間では紛争が解決できず、 第三者が ( )に入った。
 1. 代行 
 2. 仲裁 
 3. 干渉 
 4. 媒介",2,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"そのいたずらは息子の( )に違いない。
 1. しわざ 
 2. そぶり 
 3. 腕前 
 4. 扱い",1,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"完成間際のマンションに欠陥があることが( )して、工事が中止された。
 1. 発覚 
 2. 派生 
 3. 波及 
 4. 露出",1,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"この温泉には肌にいい成分が含まれているので、 入浴後は肌が( )になります。
 1. ざらざら 
 2. ねばねば 
 3. すべすべ 
 4. ごつごつ",3,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"議論が( )、話し合いは平行線をたどった。
 1. 掛け合わなくて 
 2. 張り合わなくて 
 3. かみ合わなくて 
 4. 釣り合わなくて",3,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"今回の遺跡の発見はこれまでの説を(　　)から覆すものになりそうだ。
 1. 拠点 
 2. 根底 
 3. 原本 
 4. 元祖",2,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"1年で一番忙しい時期なので、休日を(　　)して働いています。
 1. 寄付 
 2. 還元 
 3. 進呈 
 4. 返上",4,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"外部からの問い合わせの電話は、用件を確認して担当者に (　　) ください。
 1. 繰り越して 
 2. 差し替えて 
 3. 引き渡して 
 4. 取り次いで",4,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"新しい生活への期待と不安が (　　) し、気持ちが落ち着かない。
 1. 交錯 
 2. 混合 
 3. 連動 
 4. 反発",1,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"トンネル工事が始まって 1. 年になるが、地盤の弱い箇所があり、工事は (　　) している。
 1. 難航 
 2. 低迷 
 3. 衰退 
 4. 脱落",1,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"会場は、人々の話し声で (　　) と騒がしく、アナウンスがよく聞こえなかった。
 1. じわじわ 
 2. どろどろ 
 3. がやがや 
 4. べたべた",3,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"登山に誘われたが、あまり経験がないので、みんなの (　　) になると思い、断った。
 1. 骨折り 
 2. 足手まとい 
 3. 裏目 
 4. および腰",2,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"各国のテレビがそのニュースを( )。
 1. 投じた 
 2. 配送した 
 3. 報じた 
 4. 配布した",3,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"森林伐採が環境に ( ) 影響は大きい。
 1. 及ぼす 
 2. 授ける 
 3. 費やす 
 4. 掲げる",1,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"吉田さんは弁護士として20年もの( )を積んできた。
 1. ベテラン 
 2. ポジション 
 3. ステータス 
 4. キャリア",4,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"この小説の主人公は、 歴史 ( )の人物をモデルにしている。
 1. 上 
 2. 面 
 3. 側 
 4. 内",1,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"交渉が ( ) 進み、 無事に契約することができた。
 1. しとやかに 
 2. しなやかに 
 3. 円滑に 
 4. 急性に",3,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"次の大会に向けて、チームの ( )を強めよう。
 1. 収束 
 2. 結束 
 3. 親密 
 4. 緊密",2,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"その企業は巨大な資本を ( )に、海外の市場に進出した。
 1. 背景 
 2. 根源 
 3. 後援 
 4. 発端",1,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"商品の値段を間違えて表示していたため、お客さんから( )が来た。
 1. エラー 
 2. ノルマ 
 3. ダメージ 
 4. クレーム",4,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"御社は新技術を導入することになった( )についてお聞かせください。
 1. 軌道 
 2. 経緯 
 3. 経路 
 4. 軌跡",2,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"この映画のストーリーは、地球の歴史を描いた( )ものだ。
 1. 絶大な 
 2. 壮大な 
 3. 盛大な 
 4. 甚大な",2,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"試験前の一週間は、朝から晩まで( )勉強した。
 1. みっちり 
 2. ぐっすり 
 3. べったり 
 4. めっきり",1,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"住民からの要望で、空き地に放置されたごみの ( )が行われた。
 1. 消去 
 2. 駆除 
 3. 削除 
 4. 撤去",4,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"今年のマラソン大会は、天候不良により数日前から開催が ( )いたが、当日は無事 に行われた。
 1. おそれられて 
 2. あやぶまれて 
 3. にらまれて 
 4. しぶられて",2,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"注文していたテレビゲームが明日届くので、早く遊びたくて( )している。
 1. びくびく 
 2. おどおど 
 3. うずうず 
 4. はらはら",3,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"会社を( )させるためには、経営の改善が不可欠である。
 1. 存続 
 2. 存亡 
 3. 依存 
 4. 現存",1,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"空港建設に関する調査では、賛成( )が多数を占めた。
 1. 系 
 2. 帯 
 3. 圏 
 4. 派",4,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"この地方には、昔からお祝いのとき餅を食べる( )がある。
 1. 風土 
 2. 風習 
 3. 風物 
 4. 風情",2,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"友人が困っているのに何もできず、とても( )。
 1. 堅苦しかった 
 2. あじけなかった 
 3. 厚かましかった 
 4. もどかしかった",4,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"彼はこの機械の開発者なので、仕組みを( )しているはずだ。
 1. 熟成 
 2. 熟知 
 3. 探索 
 4. 探知",2,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"妹はピアノを習い始めると( )上達して、コンクールで優勝できるまでになった。
 1. ぐずぐず 
 2. だらだら 
 3. めきめき 
 4. うろうろ",3,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"交渉がまとまりそうだったのに、余計なことを言ったせいで話が( )しまった。
 1. もたれて 
 2. おぼれて 
 3. こじれて 
 4. しびれて",3,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"今回の事故から得た( )をもとに、再発を防止するための対策を立てた。
 1. 触発 
 2. 啓発 
 3. 教養 
 4. 教訓",4,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"林さんは服の( )が抜群で、いつもすてきな服装をしている。
 1. センス 
 2. タイミング 
 3. ステップ 
 4. ニュアンス",1,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"A 社は、開発した技術が( )するのを防ぐため、管理体制を強化した。
 1. 展開 
 2. 発散 
 3. 流出 
 4. . 転向",3,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"どんな苦難に直面しても、最善を( )よう努めている。
 1. 遂げる 
 2. 尽くす 
 3. 果たす 
 4. 極める",2,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"駅から博物館まではバスが( )出ているので、ほとんど待たずに乗ることができる。
 1. 頻繁に 
 2. 緊密に 
 3. 活発に 
 4. 円滑に",1,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"一日中歩いて( )疲れたので、今夜はゆっくり休みたい。
 1. すっきり 
 2. からからに 
 3. へとへとに 
 4. ぎっしり",3,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"母に相談したかったが、忙しそうだったので、なかなか話を( )ことができなかった。
 1. 押し込む 
 2. 切り出す 
 3. 割り当てる 
 4. 持ち上げる。",2,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"大学をやめると言ったら、母に（ ）反対された。
 1. 猛 
 2. 強 
 3. 頑 
 4. 厳",1,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"ぞんな軽装で冬の山に登るなんて、（ ）だ。
 1. 無残 
 2. 無謀 
 3. 無実 
 4. 無念",2,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"今回の作品は、彼にとって（ ）の出来と言えるだろう。
 1. 核心 
 2. 真心 
 3. 会心 
 4. 気心",3,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"この言葉には、やや批判的な（ ）が含まれている。
 1. センス 
 2. キャラクター 
 3. ニュアンス 
 4. インスピレーション",3,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"この辺りは、高速道路と鉄道が（ ）して走っている。
 1. 同調 
 2. 並列 
 3. 同伴 
 4. 並行",4,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"この文章は新聞記事からの（ ）です。
 1. 抽選 
 2. 摘出 
 3. 採取 
 4. 抜粋",4,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"コピー用紙の（ ）が減ったら、注文しておいてください。
 1. キープ 
 2. チャージ 
 3. ストック 
 4. シェア",3,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"何度も交渉した末に、ようやく両社は ( )して、契約が成立した。
 1. 合意 
 2. 帰結 
 3. 適用 
 4. 順応",1,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"鈴木選手の活躍は、テレビや新聞など、様々な( )で紹介された。
 1. データベース 
 2. コミュニケーション 
 3. メディア 
 4. スクリーン",3,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"来週の研修会への参加は、( )はしませんので、希望者のみ申し込んでください。
 1. 強制 
 2. 圧迫 
 3. 束縛 
 4. 固執",1,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"高橋さんは明るくて( )だから、そんな細かいことは気にしないと思うよ。
 1. あざやか 
 2. おおらか 
 3. すみやか 
 4. ささやか",2,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"この歌は、子どもからお年寄りまで( )年齢層に親しまれている。
 1. 分厚い 
 2. 幅広い 
 3. 広大な 
 4. 重厚な",2,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"この小説の主人公は、非常に感情の( )が激しい人物だと思う。
 1. 高低 
 2. 出没 
 3. 明暗 
 4. 起伏",4,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"森さんは、その話を聞いた時は動揺していたが、次第にいつもの冷静さを( )。
 1. 引き寄せた 
 2. 呼び込んだ 
 3. 取り戻した 
 4. 受け入れた",3,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"小型カメラの国内市場では、弊社が20パーセントの ( )を占めています。
 1. レート 
 2. レベル 
 3. ランク 
 4. シェア",4,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"転勤の意向を上司からそれとなく( )されたが、返答に迷っている。
 1. 自問 
 2. 打診 
 3. 試行 
 4. 探索",2,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"新しい上司は、元警察官という( )の持ち主だ。
 1. 由来 
 2. 経路 
 3. 経歴 
 4. 従来",3,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"布のバッグは水が染み込みやすいが、このバッグは水を( ) 素材で作られているので、雨の日も安心だ。
 1. はじく 
 2. そらす 
 3. さける 
 4. こばむ",1,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"今回の活動の趣旨は、この団体の設立目的から大きく( )している。
 1. 脱退 
 2. 逸脱 
 3. 分散 
 4. 拡散",2,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"インターネットを使えば、様々な情報を( )簡単に入手できる。
 1. あえて、 
 2. いっそ 
 3. せめて 
 4. いとも",4,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"河原の石は形も大きさも( )で、同じものが一つもないように見えた。
 1. ごろごろ 
 2. まちまち 
 3. ぐらぐら 
 4. ぬるぬる",2,,問題2( )に入れるのに最もよいものを、1・2・3・4から一つ選びなさい。
"A 社の__コンパクトな__車がよく売れている。
 1. 新型の 
 2. 小型の 
 3. 家族向きの 
 4. 若者向きの",2,,問題3\_の言葉に意味が最も近いものを、 1・2・3・4から一つ選びなさい。
"無駄な経費は__極力__減らそう。
 1. できるだけ 
 2. 大幅に 
 3. 一気に 
 4. 思い切って",1,,問題3\_の言葉に意味が最も近いものを、 1・2・3・4から一つ選びなさい。
"彼は「あ、忘れてた」と__つぶやく__と、その場を去って行った。
 1. ゆっくり言う 
 2. 大きな声で言う 
 3. 早口で言う 
 4. 小さな声で言う",4,,問題3\_の言葉に意味が最も近いものを、 1・2・3・4から一つ選びなさい。
"目撃者の証言には__不審な__点があった。
 1. でたらめな 
 2. 頼りない 
 3. 怪しい 
 4. あいまいな",3,,問題3\_の言葉に意味が最も近いものを、 1・2・3・4から一つ選びなさい。
