Question,Answers,Comment,Freq,Instructions,Render as
__伏__線，起__伏__，潜__伏__,フク,"［伏］三級
音: フク／ブク 訓: ふ・す／ふ・せる
意味: 体を屈(かが)め頭を下げ視線を下に向ける。
腹這い(はらばい)になる。
姿勢を低くして(頭を下げて)物の下に隠れる、また隠す。
(願い事をする・目上の人に申し上げる・頷くなどの場合のように)頭を下げる。
(頭を下げることから)従う、屈服する。
三伏(サンプク)、夏の暑い時期を三つの旬に分けた初伏(夏至後の三回目の庚の日)・中伏(夏至後の四回目の庚の日)・末伏(立秋後の最初の庚の日)の総称。",伏 → JPDB Kanji Freq: 996,漢字の読みを入力してください,Text
__河__川，__河__口，運__河__,カ,"［河］六級
音: カ／ガ 訓: かわ
意味: 川、特に大河タイガ(大きな川)を指す。
黄河(コウガ)の略称、これに対し「江」は、長江(チョウコウ)を指す、このことから中国北部では川を「河」、南部では「江」と呼ぶことが多いという。",河 → JPDB Kanji Freq: 995,漢字の読みを入力してください,Text
風__袋__，郵__袋__,タイ,"［袋］三級
音: タイ／ダイ 訓: ふくろ
意味: 物を入れるための紙・布・革製の入れ物。",袋 → JPDB Kanji Freq: 994,漢字の読みを入力してください,Text
急__坂__，__坂__路,ハン,"［坂］八級
音: ハン／ホン／バン 訓: さか
意味: 傾斜した地形、傾斜した道、同「岅」「坡」「陂」「岥」。
土手、堤(つつみ)、同「坡」「陂」。",坂 → JPDB Kanji Freq: 993,漢字の読みを入力してください,Text
興味__津__々，天__津__飯,シン,"［津］凖二級
音: シン 訓: つ
意味: 人や荷物を対岸に運ぶ船の発着する所、渡し場。
唾(つば)や汗などの液体が流れ出る、湧(わ)き出る、滴(したた)る。
潤(うるお)う。
溢(あふ)れる。",津 → JPDB Kanji Freq: 992,漢字の読みを入力してください,Text
__珍__客，__珍__重，__珍__妙,チン,"［珍］四級
音: チン 訓: めずら・しい
意味: 玉ギョク(美しく高貴な石)や珠(たま、球状の真珠)などの宝石、宝物。
大変貴重なもの、貴重で大切にしているもの。
滅多にないもの、希少なもの。",珍 → JPDB Kanji Freq: 991,漢字の読みを入力してください,Text
中__央__，震__央__,オウ,"［央］八級
音: ヨウ／オウ 訓: なか・ば
意味: 円状・球状にものの中心、線状のものの半(なか)ば、真ん中。
尽(つ)きる、終わる、未央(ビオウ)(尽きない、終わらない)」。",央 → JPDB Kanji Freq: 990,漢字の読みを入力してください,Text
__乳__児，__乳__液，牛__乳__,ニュウ,"［乳］五級
音: ジュ／ニュウ 訓: ちち／ち
意味: 生まれたばかりの子を育てるために母親の体から分泌される液体、ミルクmilk、またそれに似た白くやや粘性のある液体、同「奶」「嬭」。
(母乳を必要とする)生まれたばかりの、幼い、小さい。
(乳状の)白い液体。
乳房(ニュウボウ)(ちぶさ)」、乳頭(ニュウトウ)(ちくび)」の略、またそれに似た形のもの。",乳 → JPDB Kanji Freq: 989,漢字の読みを入力してください,Text
一__旦__，元__旦__,タン,"［旦］二級
音: タン 訓: 
意味: 明け方、太陽が地平より上に出た頃、同「㫜」。
月の最初の日の明け方、月の始まりの日、朔日(ついたち)、月旦(ゲッタン)(各月の最初の日、またその日が始まる頃)」、元旦(ガンタン)(各年の最初の日、一月一日、またその日が始まる頃)」。
中国の劇で女役を演じる役者、、老旦(ロウタン)(老女役)」、小旦(ショウタン)(娘役)」、男旦(ダンタン)(女役を演じる男性の役者)」、男役は「生」。
デニールdenier(D)、繊維の太さの単位。",旦 → JPDB Kanji Freq: 988,漢字の読みを入力してください,Text
__旦__那,ダン,"［旦］二級
音: タン 訓: 
意味: 明け方、太陽が地平より上に出た頃、同「㫜」。
月の最初の日の明け方、月の始まりの日、朔日(ついたち)、月旦(ゲッタン)(各月の最初の日、またその日が始まる頃)」、元旦(ガンタン)(各年の最初の日、一月一日、またその日が始まる頃)」。
中国の劇で女役を演じる役者、、老旦(ロウタン)(老女役)」、小旦(ショウタン)(娘役)」、男旦(ダンタン)(女役を演じる男性の役者)」、男役は「生」。
デニールdenier(D)、繊維の太さの単位。",旦 → JPDB Kanji Freq: 988,漢字の読みを入力してください,Text
__陰__気，__陰__性，光__陰__,イン,"［陰］四級
音: イン／オン 訓: かげ／かげ・る
意味: 物に遮(さえぎ)られて光(日光)が届かない、日光が届かずに暗い、またそのようなところ、日光が当たるところは「陽」。
山の北側、川の南側、日光が当たらない側、逆は「陽」。
人の目に触れない側、裏側、内面、隠れて見えない側、逆は「陽」。
隠す、見えないようにする。
人(女性)の生殖器。
日時計の影、時間、光陰(コウイン)。",陰 → JPDB Kanji Freq: 987,漢字の読みを入力してください,Text
__虫__類，幼__虫__，害__虫__,チュウ,"［虫］十級
音: キ／ケ／チュウ／ジュウ 訓: むし
意味: 蝮(マムシ)、クサリヘビ科マムシ属のヘビ蛇、同「虺」「蝮」(音は「虺」と同じで「キ、ケ」)。
動物の総称、動物全体を「五虫」とし「鱗虫(外皮が鱗うろこ状の動物、魚類や爬虫類の一部)・羽虫(羽を持つ動物、鳥類)・裸虫(ヒト人、人類)・毛虫(体毛のある動物、獣類)・甲虫(外皮が堅い動物、亀類・甲殻類)」に分ける。
昆虫の総称、貝類・爬虫類なども含む脚(あし)のある(小)動物の総称、同繁「蟲」、同「䖵」。
むし、むしへん、部首名。",虫 → JPDB Kanji Freq: 986,漢字の読みを入力してください,Text
__層__雲，高__層__，断__層__,ソウ,"［層］五級
音: ソウ／ゾウ 訓: 
意味: 同質のものが積み重(かさ)なる、また繰り返される、同「曾」。
二階以上の建物、その重なった有様、同「樓」。
階級、等級。",層 → JPDB Kanji Freq: 985,漢字の読みを入力してください,Text
__聴__覚，__聴__衆，傍__聴__,チョウ,"［聴］三級
音: テイ／チョウ 訓: き・く
意味: 耳を傾けて言わんとするところをしっかりと聞く。
聞いたことを受け入れる、聞き入れる。
聞き入れてその通りにさせる、思い通りにさせる。",聴 → JPDB Kanji Freq: 984,漢字の読みを入力してください,Text
一__矢__を報いる,シ,"［矢］九級
音: シ 訓: や
意味: 弓を使って離れている獲物を仕留めるための棒状の武器、竹製の矢は特に、箭(セン)という{武器(弓箭)}。
まっすぐなさま、まっすぐに進むさま。
きっぱりと(ずばりと)言う、誓(ちか)う(「どこまでもまっすぐ」の意)。
まっすぐに並ぶさま。
糞(くそ)、大便、、馬矢(バシ)、遺矢(イシ)、同「屎」。
や、やへん、部首名。",矢 → JPDB Kanji Freq: 983,漢字の読みを入力してください,Text
__給__水，配__給__，月__給__,キュウ,"［給］七級
音: キュウ／コウ 訓: たま・う
意味: 足りていないところ(加える必要があるところ)に足して繋(つな)ぎ合わせる。
必要があるところに必要とするものを補(おぎな)う、足して足りるようにする。
上位の人(足りている人)が下位の人(足りていない人)に与える。
報酬、手当、給与(キュウヨ)。",給 → JPDB Kanji Freq: 982,漢字の読みを入力してください,Text
__焦__土，__焦__慮，__焦__心,ショウ,"［焦］三級
音: ショウ 訓: あせ・る／こ・げる／こ・がす／こ・がれる／じ・れる／じ・らす
意味: 焼けて(黒く)色が変わる、またちりちり(縮んで皴が寄るさま)になる。
焼けて臭いがする。
心中が焼けるように熱くなる、苛々(いらいら)して気ばかりが急(せ)く、先走る気持ちに体が付いて行かない。",焦 → JPDB Kanji Freq: 981,漢字の読みを入力してください,Text
__忙__殺，多__忙__，繁__忙__,ボウ,"［忙］四級
音: ボウ／モウ 訓: せわ・しい／いそが・しい
意味: あれこれとすべきことが多い、すべきことが多くゆとりがない、同「慌」「恾」。
急忙(キュウボウ・ジィマン)、慌(あわただ)しいさま、他のことは差し置いて急ぐさま。",忙 → JPDB Kanji Freq: 980,漢字の読みを入力してください,Text
__棒__グラフ，__棒__読み，鉄__棒__,ボウ,"［棒］五級
音: ホウ／ボウ 訓: 
意味: (手で握れる程度の太さのまっすぐで)丸く長い木、棍棒(コンボウ)、棒杖(ボウジョウ)、同「㭋」「棓」。
(棒で)打つ。
日(ある程度の太さのある)まっすぐな線。",棒 → JPDB Kanji Freq: 979,漢字の読みを入力してください,Text
__桜__花，観__桜__,オウ,"［桜］六級
音: オウ／ヨウ 訓: さくら
意味: 桜(サクラ)、バラ科サクラ属などの植物の称{サクラ}。
桜桃(オウトウ)、カラミザクラ唐実桜、別名シナミザクラ支那実桜、バラ科サクラ属の木、またその実(さくらんぼ・さくらんぼう桜桃・桜ん坊)、日本では果実を食用とするサクラ類の植物を指す{カラミザクラ}。
毛桜桃(モウオウトウ)、ユスラウメ山桜桃・梅桃・桜桃、バラ科スモモ属の木、またその実{ユスラウメ}。",桜 → JPDB Kanji Freq: 977,漢字の読みを入力してください,Text
__寺__院，社__寺__，末__寺__,ジ,"［寺］九級
音: シ／ジ 訓: てら
意味: 役人が執務シツムするところ、役所、その建物また部署。
主(あるじ)の近くに仕える、同「侍」。
寺人(ジジン)後宮コウキュウ(皇后や妃などが居住する館)に仕える人(古くは去勢された男子)、宦官カンガン主の近くに仕え身の回りのさまざまな用事をこなす人、使用人。
仏僧が修行や仏事を行ったり居住したりする建物。",寺 → JPDB Kanji Freq: 976,漢字の読みを入力してください,Text
__冗__談，__冗__長，__冗__費,ジョウ,"［冗］三級
音: ジョウ／ニュウ 訓: 
意味: 暇(ひま)なさま、弛(たる)むさま。
緩(ゆる)んで纏(まと)まりがないさま。
余分なさま、無駄なさま。",冗 → JPDB Kanji Freq: 975,漢字の読みを入力してください,Text
__費__用，消__費__，旅__費__,ヒ,"［費］六級
音: ヒ 訓: つい・やす／つい・える
意味: 金銭・品物・労力などを使う、時間・手間などがかかる。
ものなどを買うために用いる金銭、費用(ヒヨウ)。
使い減らす、浪費(ロウヒ)。
魯国(前11世紀～前256年)にあった古地名、現山東省済寧市魚台県付近{山東省}。
魯国にあった古地名、現山東省臨沂市費県付近、同「鄪」。",費 → JPDB Kanji Freq: 974,漢字の読みを入力してください,Text
__企__画，__企__図，__企__業,キ,"［企］三級
音: キ 訓: くわだ・てる／たくら・む
意味: 爪先立ちする、「期待していることが実現する時を今か今かと待つ」の意に用いることがある。
立つ、期待していることを実現しようとして立つ(行動を起こす)。",企 → JPDB Kanji Freq: 973,漢字の読みを入力してください,Text
__詳__細，__詳__報，未__詳__,ショウ,"［詳］四級
音: ショウ／ゾウ 訓: くわ・しい／つまび・らか
意味: 細かいことまで漏れがないさま。
細かく漏れがないように説明する、また報告する、また理解する。
漏らすことなく調べ論じて細部まで明らかにする。",詳 → JPDB Kanji Freq: 972,漢字の読みを入力してください,Text
__穴__居，墓__穴__,ケツ,"［穴］五級
音: ケツ／ゲチ 訓: あな
意味: 土や岩などの⊂字状に窪(くぼ)んだ空間、窟(いわや)、またそのような地形また形、反対側に突き抜けないもの、洞穴(ドウケツ)、突き抜けているものは「孔」。
Ｕ字状の窪み。
鍼(はり)や灸キュウのつぼ。
あな、あなかんむり、部首名。",穴 → JPDB Kanji Freq: 971,漢字の読みを入力してください,Text
起__床__，病__床__，温__床__,ショウ,"［床］四級
音: ソウ／ジョウ／ショウ 訓: とこ／ゆか／ゆか・しい
意味: 寝台や椅子、一段高く平らで横になったり座ったりできるようにしたもの、同「牀」。
一段高く平らなのところ、またそのような(台状、ベッドbed状)もの、同「牀」。
日とこ、寝るための設(しつら)えをしたところ。
日。",床 → JPDB Kanji Freq: 970,漢字の読みを入力してください,Text
__秒__針，__秒__速，寸__秒__,ビョウ,"［秒］八級
音: ビョウ／ミョウ 訓: 
意味: 芒(のぎ)、イネ稲(イネ科の穀物)などの穀物の穂の先端から伸びる細いひげ状のもの、同「𥤎」「𥢕」。
微細(ビサイ)なさま、とても小さいさま、同「杪」。
時間・角度・経緯度の単位、1分=60秒。",秒 → JPDB Kanji Freq: 969,漢字の読みを入力してください,Text
反__省__，内__省__，帰__省__,セイ,"［省］七級
音: セイ／ショウ 訓: かえり・みる／はぶ・く
意味: 目を細めて詳(くわ)しく見る、同「䚇」。
かえり・みる、これまでの自分の思いや行いなどを詳しく振り返ってみる。
はぶ・く、必要な部分だけを残して不要な部分を取り除く、本来の形を変えずに枝葉シヨウ(えだは)を切り落として簡潔カンケツな形にする。
安否や様子を細かく尋ねる、ご機嫌を伺(うかが)う。
中央の役所、同「𨵥」「𡨽」。
行政区画名、一般には「郡」「県」よりも大きい区画。",省 → JPDB Kanji Freq: 968,漢字の読みを入力してください,Text
__省__略，各__省__,ショウ,"［省］七級
音: セイ／ショウ 訓: かえり・みる／はぶ・く
意味: 目を細めて詳(くわ)しく見る、同「䚇」。
かえり・みる、これまでの自分の思いや行いなどを詳しく振り返ってみる。
はぶ・く、必要な部分だけを残して不要な部分を取り除く、本来の形を変えずに枝葉シヨウ(えだは)を切り落として簡潔カンケツな形にする。
安否や様子を細かく尋ねる、ご機嫌を伺(うかが)う。
中央の役所、同「𨵥」「𡨽」。
行政区画名、一般には「郡」「県」よりも大きい区画。",省 → JPDB Kanji Freq: 968,漢字の読みを入力してください,Text
__泉__水，源__泉__，温__泉__,セン,"［泉］五級
音: セン／ゼン 訓: いずみ
意味: 水が地表に湧(わ)き出るところ、源(みなもと)、水源スイゲン、またその水、同「𤽇」「湶」「洤」。
銭ぜに、「湧(わ)き出た水が人々を潤すように、銭は人々の生活を潤す」の意。
(地下に死者の世界があると考えたことから)死後の世界、泉下(センカ)(死後の世界、冥土メイド)」。
黄泉(コウセン)地下から水が湧き出る泉死後の世界、冥土メイド。",泉 → JPDB Kanji Freq: 967,漢字の読みを入力してください,Text
__到__着，__到__底，周__到__,トウ,"［到］四級
音: トウ 訓: いた・る
意味: 目指すところに行き着く(達する、届く)、ある時間・状態になる(達する、届く)、同「至」。
それより先がない(これ以上はない)ところまで行き着く、極まる、同「至」。",到 → JPDB Kanji Freq: 966,漢字の読みを入力してください,Text
__吉__日，__吉__例，大__吉__,キチ,"［吉］三級
音: キツ／キチ 訓: よし
意味: 善(よ)い、幸運な、喜ばしい、逆は「凶」。
良い、めでたい、好ましい。",吉 → JPDB Kanji Freq: 965,漢字の読みを入力してください,Text
__吉__報，不__吉__,キツ,"［吉］三級
音: キツ／キチ 訓: よし
意味: 善(よ)い、幸運な、喜ばしい、逆は「凶」。
良い、めでたい、好ましい。",吉 → JPDB Kanji Freq: 965,漢字の読みを入力してください,Text
__懐__中，__懐__古，述__懐__,カイ,"［懐］凖二級
音: カイ／エ 訓: ふところ／いだ・く／なつ・かしい／なつ・く
意味: 着物の前合わせ(体の前で重ね合わさったところ)や着物と下着の間、同「褱」。
周りが覆われている内側、心の中、腹の中。
包み込む、胸に抱(だ)く、心に思い抱(いだ)く。
子を孕(はら)む、妊娠する。
胸に抱(だ)いて大切にする、馴(な)れ親しむ。
なつ・かしい、慕(した)わしく思う、過去のことが胸に浮かぶ。",懐 → JPDB Kanji Freq: 964,漢字の読みを入力してください,Text
__沈__滞，__沈__黙，浮__沈__,チン,"［沈］四級
音: チン／ジン／シン 訓: しず・む
意味: ものが水中を底の方に向かって落ちて行く、全体が水面よりも下になって見えなくなる、同「沉」。
気持ちが落ち込む(沈み込む)、同「沉」。
奥深くに入り込む、深くのめり込む、同「沉」「湛」。
静かなさま、落ち着いているさま、同「沉」。
沈陽(シンヨウ)、市名、遼寧省の省都瀋陽市、繁「瀋」{遼寧省}。",沈 → JPDB Kanji Freq: 963,漢字の読みを入力してください,Text
__潰__瘍，__潰__走,カイ,"［潰］二級
音: カイ／エ 訓: つい・える／つぶ・れる／つぶ・す
意味: 堤防が崩れる、崩れて水が漏(も)れ出る。
外に溢(あふ)れ出た(漏れ出た)水が流れる、同「洚」。
崩れて元の形を成さなくなる、崩れて散り散りになる。
体の組織が爛(ただ)れる、潰瘍(カイヨウ)。
日力を加えて平らに(ぺしゃんこに)する。",潰 → JPDB Kanji Freq: 962,漢字の読みを入力してください,Text
__誤__解，正__誤__，錯__誤__,ゴ,"［誤］五級
音: ゴ／グ 訓: あやま・る
意味: 間違う、本来の仕方(しかた、やり方・方法・手段など)を違(たが)える、理解・判断・行動の際の基準(基準の選択、基準の本来の意味)を取り違える。
判断を間違う、思っていたような結果にならない。
人を惑(まど)わす、惑わし欺(あざ)く、同「悞」。",誤 → JPDB Kanji Freq: 961,漢字の読みを入力してください,Text
__裕__福，富__裕__，余__裕__,ユウ,"［裕］凖二級
音: ユ／ユウ 訓: 
意味: (衣類も穀類も)あり余るほど多いさま、豊かなさま。
大きく広くゆったりとしているさま。",裕 → JPDB Kanji Freq: 960,漢字の読みを入力してください,Text
乃__至__，__至__当，夏__至__，冬__至__,シ,"［至］五級
音: シ 訓: いた・る
意味: 目指すところに行き着く(達する、届く)、ある時間・状態になる(達する、届く)、同「到」。
自分ところに届く、やって来る。
それより先がない(これ以上はない)ところまで行き着く、極まる、同「到」。
(隅々まで、限界まで)行き届く。
極めて、非常に、この上なく。
いたる、部首名。",至 → JPDB Kanji Freq: 959,漢字の読みを入力してください,Text
__専__門，__専__属，__専__用,セン,"［専］五級
音: セン 訓: もっぱ・ら／もっぱ・らにする
意味: もっぱ・ら、ただそれだけ、ただひたすら、一途(いちず)。
もっぱ・らにする、一人でする、一人で自分の思い通りにする、同「顓」「擅」。",専 → JPDB Kanji Freq: 958,漢字の読みを入力してください,Text
__略__称，計__略__，侵__略__,リャク,"［略］六級
音: リャク／ラク 訓: 
意味: 治(おさ)める、統治する、またそのための方策、またその土地・領地、またその境界。
掠(かす)める、奪い取る、同「掠」。
主要な部分だけを残してそれ以外を省(はぶ)く。
凡(おおよ)そ、大体ダイタイ。
要約ヨウヤク、概要ガイヨウ、あらまし。",略 → JPDB Kanji Freq: 955,漢字の読みを入力してください,Text
__児__童，幼__児__，優良__児__,ジ,"［児］七級
音: ジ／ニ／ゲイ／ゲ 訓: こ
意味: 生まれたばかりの(男の)子、乳飲み子、囟シン(頭蓋の左右の骨の額から後頭部にかけての接合部分)が骨化していない2歳くらいまでの幼い子。
小さく弱々しいさま、初々しいさま、小さく可愛らしいさま。
若々しいさま、(男の)若者。
息子。",児 → JPDB Kanji Freq: 954,漢字の読みを入力してください,Text
小__児__科,ニ,"［児］七級
音: ジ／ニ／ゲイ／ゲ 訓: こ
意味: 生まれたばかりの(男の)子、乳飲み子、囟シン(頭蓋の左右の骨の額から後頭部にかけての接合部分)が骨化していない2歳くらいまでの幼い子。
小さく弱々しいさま、初々しいさま、小さく可愛らしいさま。
若々しいさま、(男の)若者。
息子。",児 → JPDB Kanji Freq: 954,漢字の読みを入力してください,Text
__賞__罰，__賞__与，懸__賞__,ショウ,"［賞］六級
音: ショウ 訓: 
意味: 優れた働きをした者を褒め称える、またその者に金品を与える。
愛(め)でる、愛(め)で楽しむ。",賞 → JPDB Kanji Freq: 953,漢字の読みを入力してください,Text
__順__序，__順__調，従__順__,ジュン,"［順］七級
音: シュン／ジュン 訓: したが・う
意味: 従うべき道筋や道理、また基準や規則。
道筋(道や道理や規則など)に沿って進む、道理や規則に沿う。
川や風の流れに逆らわずに進む、逆らわずに従う。",順 → JPDB Kanji Freq: 952,漢字の読みを入力してください,Text
__討__伐，__討__論，検__討__,トウ,"［討］五級
音: トウ 訓: う・つ
意味: 非ヒや罪ザイ(つみ)を厳(きび)しく咎(とが)める。
治(おさ)める、平(たい)らげる、攻(せ)めて敵を排除ハイジョする。
尋(たず)ねる、探(さが)す、隅々まで探し尽(つ)くす、討論(トウロン)。",討 → JPDB Kanji Freq: 951,漢字の読みを入力してください,Text
__舌__端，弁__舌__，筆__舌__,ゼツ,"［舌］五級
音: セツ／ゼチ／ゼツ 訓: した
意味: 口の中の味を感じ発音・咀嚼の助けをする器官。
言葉を話す。
扁平で先が丸く突き出ているもの、帽舌(ボウゼツ)(帽子のつば)」。
鈴レイ(すず)や鐸タクなど内部に吊るしてある錘(おもり)、これが振れて鈴や鐸などの内側に当たり音を出す{楽器(打楽器)}。
した、したへん、部首名。",舌 → JPDB Kanji Freq: 950,漢字の読みを入力してください,Text
__訪__問，来__訪__，探__訪__,ホウ,"［訪］五級
音: ホウ 訓: たず・ねる／おとず・れる
意味: あちこちに出向いて問う、尋(たず)ねる。
(尋ねるために)出向く。
日やって来る。",訪 → JPDB Kanji Freq: 949,漢字の読みを入力してください,Text
__既__成，__既__婚，__既__往症,キ,"［既］三級
音: キ／ケ 訓: すで・に／すんで・に
意味: ～し尽(つ)くす、～し終わる。
もう～、最早(もはや)～、とっくに～、終了或いは完了してしまっていることを指す。
～の上に(更に)～、～したからには～。
日すんで・に、もう少しのところで。",既 → JPDB Kanji Freq: 948,漢字の読みを入力してください,Text
__推__進，__推__薦,スイ,"［推］五級
音: スイ／タイ／ツイ 訓: お・す
意味: (前に向かって)押す、押し出す、押し開ける、押し広げる。
前に向かって進む、また進める、推移(スイイ)。
人に(人を)進める、また薦(すす)める、推挙(スイキョ)。
考えを押し広げる、押し進める。",推 → JPDB Kanji Freq: 947,漢字の読みを入力してください,Text
__委__任，__委__員，__委__細,イ,"［委］八級
音: イ 訓: ゆだ・ねる／まか・せる／くわ・しい
意味: まか・せる、人に任(まか)せる、任せて成すがままにさせる。
ゆだ・ねる、他に任せたままにする、他に任せて自らは何もしない。
曲がる、曲がったまま、きちんとしていない、「穂(禾)が弱々しく(女)垂れる、垂れたまま」の意。
曲がったものの先(さき)、「垂れた穂先」の意。
ものの末端まで詳しく、細部まで確かに、委曲(イキョク)",委 → JPDB Kanji Freq: 946,漢字の読みを入力してください,Text
隠れん__坊__，__坊__主，朝寝__坊__，赤ん__坊__,ボウ,"［坊］四級
音: ホウ／ボウ 訓: 
意味: 市街を区画クカクする道、街巷ガイコウ、里巷リコウ。
市街の道で区切られた区画。
住まい、住居、同「房」「𠩝」。
防(ふせ)ぐ、遮(さえぎ)る、同「防」。
日僧侶ソウリョ、「坊主(ぼうず)」。
日。",坊 → JPDB Kanji Freq: 945,漢字の読みを入力してください,Text
__坊__ちゃん,ボッ,"［坊］四級
音: ホウ／ボウ 訓: 
意味: 市街を区画クカクする道、街巷ガイコウ、里巷リコウ。
市街の道で区切られた区画。
住まい、住居、同「房」「𠩝」。
防(ふせ)ぐ、遮(さえぎ)る、同「防」。
日僧侶ソウリョ、「坊主(ぼうず)」。
日。",坊 → JPDB Kanji Freq: 945,漢字の読みを入力してください,Text
__寒__暑，__寒__村，厳__寒__,カン,"［寒］八級
音: カン／ガン 訓: さむ・い
意味: 凍(こご)える、冷(ひ)える、同「𣽬」。
気温が低い、空気が冷(つめ)たい。
物が乏(とぼ)しい、貧(まず)しい。",寒 → JPDB Kanji Freq: 944,漢字の読みを入力してください,Text
__施__設，__施__政，実__施__,シ,"［施］三級
音: シ／セ 訓: ほどこ・す
意味: 広げる、平らに広げる、同「𢻫」。
広く行き渡る、また行き渡らせる、広める。
広く恩恵を行き渡らせる、恵む、与える。
旗が広がり翻(ひるがえ)る。
施行(シコウ)、(一部の人が作り上げた案、紙に書かれた計画などを)実際に行う、展開する。
戚施(セキシ)ヒキガエル(蟾蜍センジョ)、ヒキガエル科のカエル蛙の総称(ヒキガエルのように)背が曲がって頭を上げられない(顔が下を向いてしまう)人、同、面柔(メンジュウ)(前のものを見るときに上目遣いになることから)媚(こ)び諂(へつら)う人。",施 → JPDB Kanji Freq: 943,漢字の読みを入力してください,Text
__施__錠，__施__主，__施__療，布__施__,セ,"［施］三級
音: シ／セ 訓: ほどこ・す
意味: 広げる、平らに広げる、同「𢻫」。
広く行き渡る、また行き渡らせる、広める。
広く恩恵を行き渡らせる、恵む、与える。
旗が広がり翻(ひるがえ)る。
施行(シコウ)、(一部の人が作り上げた案、紙に書かれた計画などを)実際に行う、展開する。
戚施(セキシ)ヒキガエル(蟾蜍センジョ)、ヒキガエル科のカエル蛙の総称(ヒキガエルのように)背が曲がって頭を上げられない(顔が下を向いてしまう)人、同、面柔(メンジュウ)(前のものを見るときに上目遣いになることから)媚(こ)び諂(へつら)う人。",施 → JPDB Kanji Freq: 943,漢字の読みを入力してください,Text
__寂__滅，静__寂__，閑__寂__,ジャク,"［寂］四級
音: セキ／ジャク 訓: さび／さび・しい／さび・れる
意味: 声や音がすることもなくひっそりとしているさま、同「諔」。
寂寥(セキリョウ)何もなく空虚なさま声や音がすることもなくひっそりとしているさま。
寂寞・寂漠(セキバク)、人の姿も声や音もなくひっそりとしているさま。
仏悟(さと)りの境地。
仏。",寂 → JPDB Kanji Freq: 942,漢字の読みを入力してください,Text
__寂__寞，__寂__寥，__寂__然，__寂__として,セキ,"［寂］四級
音: セキ／ジャク 訓: さび／さび・しい／さび・れる
意味: 声や音がすることもなくひっそりとしているさま、同「諔」。
寂寥(セキリョウ)何もなく空虚なさま声や音がすることもなくひっそりとしているさま。
寂寞・寂漠(セキバク)、人の姿も声や音もなくひっそりとしているさま。
仏悟(さと)りの境地。
仏。",寂 → JPDB Kanji Freq: 942,漢字の読みを入力してください,Text
針葉__樹__，__樹__木，__樹__立，街路__樹__,ジュ,"［樹］五級
音: シュ／ジュ 訓: き
意味: 木本モクホンの植物のうち地面から垂直に伸び立った木、立ち木、木本の植物の総称は「木」、切った木を「材」。
木を植え大きく高く育てる。
まっすぐに立てる、しっかりと立てる。",樹 → JPDB Kanji Freq: 941,漢字の読みを入力してください,Text
__港__湾，漁__港__，出__港__,コウ,"［港］八級
音: コウ 訓: みなと
意味: 船が通る水路。
多くの船が停泊する所、埠頭フトウ。",港 → JPDB Kanji Freq: 940,漢字の読みを入力してください,Text
"__九__分__九__厘，__九__月
__九__六","ク,クン","［九］十級
音: キュウ／ク 訓: ここの・つ
意味: 数の名、大写字(「一」は「壹」・「二」は「貳」のような大文字のこと)は「玖」{数字}。
数が多いさま、最も大きい数、最後の数。
最後まで行き着くさま、奥深いさま、同「究」。",九 → JPDB Kanji Freq: 938,漢字の読みを入力してください,Text
__九__百，三拝__九__拝,キュウ,"［九］十級
音: キュウ／ク 訓: ここの・つ
意味: 数の名、大写字(「一」は「壹」・「二」は「貳」のような大文字のこと)は「玖」{数字}。
数が多いさま、最も大きい数、最後の数。
最後まで行き着くさま、奥深いさま、同「究」。",九 → JPDB Kanji Freq: 938,漢字の読みを入力してください,Text
恐__慌__,コウ,"［慌］三級
音: コウ 訓: あわ・てる／あわただ・しい
意味: あわ・てる、頭が混乱して狼狽(うろた)える。
あわただ・しい、忙(せわ)しく落ち着けない、すべきことが多く忙しい、同「忙」。
ぼんやりする。",慌 → JPDB Kanji Freq: 937,漢字の読みを入力してください,Text
__算__数，計__算__，予__算__,サン,"［算］九級
音: サン／ソン 訓: 
意味: 数(かず)を数(かぞ)える、同「筭」。
数を計算する(本数や置き方によって数を表す)ための竹の棒、占いにも用いる、同「籌」、算籌(サンチュウ)(計算また占いに用いる竹の棒)」、籌算(チュウサン)(算籌を使った計算法また占い)」。
占う、予測する、凡(おおよ)そのところを見積もる。
、算命(サンメイ)、運勢を占う、運命を予測する。",算 → JPDB Kanji Freq: 936,漢字の読みを入力してください,Text
__禁__止，__禁__煙，厳__禁__,キン,"［禁］六級
音: キン／コン 訓: 
意味: 吉凶キッキョウの忌キ、忌(い)み避ける。
止(と)める、押し止(とど)める、制セイする。
戒(いまし)める、慎(つつし)む、「軽々とした行いを禁じる」の意。
天子の住むところ、禁中(キンチュウ)、「みだりに出入りすることが禁じられているところ」の意。",禁 → JPDB Kanji Freq: 935,漢字の読みを入力してください,Text
__妻__子，夫__妻__，良__妻__,サイ,"［妻］六級
音: セイ／サイ 訓: つま／めあ・わせる／めあ・わす
意味: 男子の配偶者、夫が自分の配偶者を呼ぶ語。
娘を他家に嫁(とつ)がせる、他家から娶(めと)り配偶者とする。",妻 → JPDB Kanji Freq: 934,漢字の読みを入力してください,Text
