Question,Answers,Comment,Instructions
"講師「最初は\_\_\_ \_\_\_ \___★__\_ \_\_\_気になってくるということはありませんか。このような心理現象を『ザイオンス効果』と言います。」
 1. うちに 
 2. 全く興味がなかった 
 3. 商品なのに 
 4. CMなどで何度か見ている",4,,問題 8 次の文の\_★\_に入る最もよいものを、1・2・3・4・から一つ選びなさい。
"A「夏休み、あしたで終わりだね」B「そうだね。でもまだ\_\_\_ \_\_\_ \___★__\_ \_\_\_休みたいよね。」
 1. ぐらい 
 2. 1週間 
 3. あと 
 4. は",1,,問題 8 次の文の\_★\_に入る最もよいものを、1・2・3・4・から一つ選びなさい。
"(北川先生へのメールで)昨日無事に帰国しました。日本に滞在中は\_\_\_ \_\_\_ \___★__\_ \_\_\_お世話になり、本当にありがとうございます。
 1. をはじめ 
 2. 北川先生 
 3. に 
 4. 多くの方々",4,,問題 8 次の文の\_★\_に入る最もよいものを、1・2・3・4・から一つ選びなさい。
"私の祖父は、風をひいでも、「風のときはあたたかく\_\_\_ \_\_\_ \___★__\_ \_\_\_。」と言って病院に行かない。
 1. に限る 
 2. 早く 
 3. 寝る 
 4. して",3,,問題 8 次の文の\_★\_に入る最もよいものを、1・2・3・4・から一つ選びなさい。
"留学中、自分の国のことを聞かれて初めて、今まで\_\_\_ \_\_\_ \___★__\_ \_\_\_ことが多いのに気づいた。
 1. 思って 
 2. 疑問にすら 
 3. 思っていなかった 
 4. 当たり前だと",2,,問題 8 次の文の\_★\_に入る最もよいものを、1・2・3・4・から一つ選びなさい。
"彼が描いたライオンの絵は、\_\_\_ \_\_\_ \___★__\_ \_\_\_いる。
 1. 今にも動き出して 
 2. 近づいてきそうなほど 
 3. 描かれて 
 4. 本物そっくりに",4,,問題 8 次の文の\_★\_に入る最もよいものを、1・2・3・4・から一つ選びなさい。
"もう秋になるの、今日の暑さは\_\_\_ \_\_\_ \___★__\_ \_\_\_エアコンをつけた家も多かったらしい
 1. 真夏 
 2. のようで 
 3. まるで 
 4. に戻ったか",4,,問題 8 次の文の\_★\_に入る最もよいものを、1・2・3・4・から一つ選びなさい。
"（ホテルで）
支配人:「お客様を間違った部屋に案内してしまったそうだね」
従業員:「はい。事前にリストをしっかり\_\_\_ \_\_\_ \___★__\_ \_\_\_のに申し訳ありません」
 1. しておけば 
 2. 確認さえ 
 3. ミスでした 
 4. 防げる",4,,問題 8 次の文の\_★\_に入る最もよいものを、1・2・3・4・から一つ選びなさい。
"今回失敗した\_\_\_ \_\_\_ \___★__\_ \_\_\_必ずこの経験を生かしてほしい
 1. としても 
 2. 今後 
 3. ことは 
 4. 仕方ない",1,,問題 8 次の文の\_★\_に入る最もよいものを、1・2・3・4・から一つ選びなさい。
"試合に負けて本当に悔しかったので、もっと強くなるため\_\_\_ \_\_\_ \___★__\_ \_\_\_耐えようと思います。
 1. だって 
 2. なら 
 3. 厳しい練習に 
 4. どんな",3,,問題 8 次の文の\_★\_に入る最もよいものを、1・2・3・4・から一つ選びなさい。
"母は「風邪をひかないのは、\_\_\_ \_\_\_ \___★__\_ \_\_\_」とよく言っている
 1. ジョギングの 
 2. している 
 3. おかげだ 
 4. 毎朝",1,,問題 8 次の文の\_★\_に入る最もよいものを、1・2・3・4・から一つ選びなさい。
"隣のクラスの友達とけんかしてしまい、学校の廊下で\_\_\_ \_\_\_ \___★__\_ \_\_\_なくなってしまった。
 1. こと 
 2. すら 
 3. 目を合わせる 
 4. すれ違っても",1,,問題 8 次の文の\_★\_に入る最もよいものを、1・2・3・4・から一つ選びなさい。
"このソファーは、それなりの大きさはあるが、見た目\_\_\_ \_\_\_ \___★__\_ \_\_\_楽に動かせる。
 1. ほどの 
 2. でも 
 3. 重さはないため 
 4. 一人",4,,問題 8 次の文の\_★\_に入る最もよいものを、1・2・3・4・から一つ選びなさい。
"友達にスキー旅行に誘われている 。返事を\_\_\_ \_\_\_ \___★__\_ \_\_\_まだ返事ができていない。
 1. 決まっていなくて 
 2. 仕事の予定が 
 3. しなければ 
 4. と思いながらも",2,,問題 8 次の文の\_★\_に入る最もよいものを、1・2・3・4・から一つ選びなさい。
"私は、美術館では音声ガイドの機械を借りて、説明を聞きながら作品を鑑賞する。作品のどこに\_\_\_ \_\_\_ \___★__\_ \_\_\_その作品をより深く味わえるからだ。
 1. わかると 
 2. 注目して 
 3. いいのかが 
 4. 鑑賞したら",3,,問題 8 次の文の\_★\_に入る最もよいものを、1・2・3・4・から一つ選びなさい。
"雪が降っている\_\_\_ \_\_\_ \___★__\_ \_\_\_風がほとんどないからだろう。
 1. わりに 
 2. のは 
 3. 寒く感じない 
 4. そんなに",3,,問題 8 次の文の\_★\_に入る最もよいものを、1・2・3・4・から一つ選びなさい。
"私はとにかく勉強が嫌いで、学校があまりすきではない子供だった。 そんな\_\_\_ \_\_\_ \___★__\_ \_\_\_きっかけだった。
 1. ある先生との 
 2. 教師になりたいと思ったのは 
 3. 私が 
 4. 出会いが",2,,問題 8 次の文の\_★\_に入る最もよいものを、1・2・3・4・から一つ選びなさい。
"若いときに努力して\_\_\_ \_\_\_ \___★__\_ \_\_\_なって必ず将来役に立つと思う。
 1. 経験は 
 2. 目標を 
 3. 自信と 
 4. 達成した",1,,問題 8 次の文の\_★\_に入る最もよいものを、1・2・3・4・から一つ選びなさい。
"この町では、 都心で家を借りる\_\_\_ \_\_\_ \___★__\_ \_\_\_家が借りられる。
 1. 場合 
 2. 半分程度の 
 3. 家賃で 
 4. と比べて",2,,問題 8 次の文の\_★\_に入る最もよいものを、1・2・3・4・から一つ選びなさい。
"\_\_\_ \_\_\_ \___★__\_ \_\_\_酸素や栄養が十分に細胞に届かなくなってしまう。
 1. 運ばれる 
 2. 悪くなると 
 3. 血液の流れが 
 4. 血液によって",4,,問題 8 次の文の\_★\_に入る最もよいものを、1・2・3・4・から一つ選びなさい。
"さくら駅周辺の再開発事業を行う\_\_\_ \_\_\_ \___★__\_ \_\_\_予定だ。
 1. さくら市は 
 2. に先立って 
 3. 関係者に対する 
 4. 説明会を開催する",3,,問題 8 次の文の\_★\_に入る最もよいものを、1・2・3・4・から一つ選びなさい。
"この本の内容をきちんと\_\_\_ \_\_\_ \___★__\_ \_\_\_多いだろう。
 1. それなりの 
 2. 理解するには 
 3. 難しいと感じる人も 
 4. 知識が求められるので",1,,問題 8 次の文の\_★\_に入る最もよいものを、1・2・3・4・から一つ選びなさい。
"石油は、自動車や航空機などの\_\_\_ \_\_\_ \___★__\_ \_\_\_原料としても利用されている。
 1. 使われる 
 2. だけでなく 
 3. プラスチック製品を作る 
 4. 燃料として",1,,問題 8 次の文の\_★\_に入る最もよいものを、1・2・3・4・から一つ選びなさい。
"東鉄道竹山線内にある二つの信号機が故障しており、大事故が\_\_\_ \_\_\_ \___★__\_ \_\_\_明らかになった。
 1. 起きかねない 
 2. 続いていたことが 
 3. 状態が 
 4. 危険な",3,,問題 8 次の文の\_★\_に入る最もよいものを、1・2・3・4・から一つ選びなさい。
"(インタビューで)

「店長になって最初の1年間は大変でした。 店長になった\_\_\_ \_\_\_ \___★__\_ \_\_\_と悩むこともありました。」
 1. といっても 
 2. ばかりで 
 3. わからないこと 
 4. 自分でいいのか",2,,問題 8 次の文の\_★\_に入る最もよいものを、1・2・3・4・から一つ選びなさい。
"家を買うことについて\_\_\_ \_\_\_ \___★__\_ \_\_\_簡単に引っ越せないのが嫌だと言っている。
 1. 夫は 
 2. 買ってしまうと 
 3. 否定的な 
 4. 一度",4,,問題 8 次の文の\_★\_に入る最もよいものを、1・2・3・4・から一つ選びなさい。
"朝の満員電車。車内の混雑を( )、私の目の前に座っている学生風の男は、平然とノートパソコンを広げて、作業に没頭していた。
 1. 含めて 
 2. もとに 
 3. 除いて 
 4. よそに",4,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"私の父は、( )もしないで漫画を批判するから、本当に嫌になる。
 1. 読まない 
 2. 読み 
 3. 読もう 
 4. 読んで",2,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"(卒業生へのインタビューで)聞き手「学生時代にやったことで、今の仕事に役立っていることは何でしょうか。」 田中 「ラグビー部での経験ですね。チームワークの大切さを痛感しました。( ) それは去年企画チームのリーダーになって始めて気づいたことですが。」
 1. 要するに 
 2. あるいは 
 3. もっとも 
 4. ついては",3,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"村の郷土史をまとめるにあたり、今年90歳になる元村長の東山さんにお話を伺った。村に初めて汽車が走ったときのことを鮮明に覚えて( )、その記憶力に驚いた。
 1. おいでになり 
 2. 差し上げ 
 3. まいり 
 4. 申し上げ",1,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"(求人サイトの「よくある質問」で)Q:インテリアに関する知識がないのですが、働けますか。A:研修があるので大丈夫です。知識はある( )が、それよりも人柄や仕事に取り組む姿勢を重視しています。
 1. にすぎません 
 2. ことは否めません 
 3. に越したことはありません 
 4. といっても過言ではありません",3,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"(お知らせで) 水道管破裂による断水のため、8月12日まで市民プールの営業を休止します。復旧状況 ( )、営業再開が遅れる可能性がありますので、ご了承ください。
 1. 次第には 
 2. 次第に 
 3. 次第では 
 4. 次第",3,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"クレジットカードの番号等、他人に( )困る情報は、電子メールには書かないほうがいいそうだ。
 1. 知っていても 
 2. 知っていなくても 
 3. 知らなくては 
 4. 知られては",4,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"仕事は、決められた時間内に、いかに成果を上げるかが大切であり、単に時間をかけて( )と私は思う。
 1. がんばることだといってもおかしくない 
 2. がんばればいいというものではない 
 3. がんばることでしかない 
 4. がんばりようがない",2,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"現在、潜水調査船を用いた調査研究が進展中であり、いずれ近いうちに海底のより詳細な地質構造が明らかに( )。
 1. なるものと思われる 
 2. するという思いがある 
 3. なったかに思える 
 4. するだろうと思う",1,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"山下「あのう、西村先輩。私、今日でこのサークルを( )。」西村「ええ?辞める?急にどうして?」
 1. 辞めてしまわれたのでしょうか 
 2. 辞めてしまったのかと思って 
 3. 辞めさせたらどうでしょうか 
 4. 辞めさせてもらおうかと思って",4,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"優勝（ ）逃したが、石川選手は今大会で自己べストを更新する好成績
を収めた。
 1. さえ 
 2. こそ 
 3. ほど 
 4. ばかり",2,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"今度の正月休みには、留学している息子も帰ってくる（ ）、久しぶり
に家族旅行にでも行こうかと思っています。
 1. ことだが 
 2. ことでも 
 3. ことだから 
 4. こととはいえ",3,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"兄が会社の採用面接試験から帰ってきた。表情が明るいところを見ると、
（ ）うまくいったようだ。
 1. 仮に 
 2. まさか 
 3. 必ずしも 
 4. どうやら",4,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"このレストランは、料理はおいしいのだが、皿が安っぽい。もう少し良い
ものを使えない（ ）と思う。
 1. ものか 
 2. ものの 
 3. ものだ 
 4. ものを",1,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"先生:「木村くん、このレポート読んだよ。うまくまとめられなかったって
言ってたけど、けっこうよく（ ）。」

木村:「ありがとうごさいます。」
 1. 書けてなきゃ 
 2. 書けてたらいいね 
 3. 書けてるじゃない 
 4. 書けてるかどうかだね",3,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"駅前のうどん屋「やまむら」は、最近テレビで紹介された（ ）、毎日
店の前に長い行列ができている。
 1. とかで 
 2. とかなら 
 3. というのが 
 4. というのも",1,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"今回の事故について社長が会見を行ったが、あれでは何の説明（ ）、
わが社の信用が失われるだけだ。
 1. になっておらず 
 2. にもなっておらず 
 3. になっているのではなく 
 4. にもなっているのではなく",2,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"小林:「ねえ、今日のダンスの練習、山口さんも来るんだよね?」
森: 「どうだろう。あの人、来るって言ってても、（ ）だから……。」
 1. 来ても来なくても 
 2. 来るか来ないか 
 3. 来たり来なかったり 
 4. 来るのも来ないのも",3,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"昨日大学で声をかけられたサークルの勧誘には困った。強引に話を進めら
れて、危うく入会（ ）。
 1. させられるところだった 
 2. されようがなかった 
 3. させなかったのかと思った 
 4. しなかったことにした",1,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"高橋:「林さん、ギター教室探してるって聞いたけど、見つかった?」
 林 :「いえ、まだなんです。」
 高橋:「よかったら、私が通ってるギター教室、見学してみない?見学したからって、（ ）し、どう?」
 1. 入りたがるだけじゃない 
 2. 入らせないわけにはいかない 
 3. 入りたくないだけかもしれない 
 4. 入らなきゃいけないってわけじゃない",4,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"机の引き出しを整理していたら、 以前使っていた電卓が出てきた。 まだ使え(　　)するが、 使う機会がなさそうなので処分しようと思う。
 1. すら 
 2. さえ 
 3. は 
 4. も",3,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"彼はわずか 27 歳(　　)市長となった。
 1. にしては 
 2. にあたって 
 3. に際して 
 4. に先立って",1,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"(ホームページで)
当センターの相談窓口に(　　)、事前にご連絡をお願いいたします。
 1. 伺って以来 
 2. 伺う際は 
 3. お越しになって以来 
 4. お越しになる際は",4,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"6歳の息子は、 将来私と同じ消防士になりたいと言っている。 実際に(　　)、そんなことを言ってくれたことがうれしい。
 1. なるかどうかに限らず 
 2. なるかどうかはともかく 
 3. ならざるを得ないとしても 
 4. ならざるを得ないばかりか",2,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"A 大臣は、 週刊誌の報道について、 「事実ではないにもかかわらず、あたかも事実である(　　)報道されたことは遺憾である」と述べた。
 1. までもなく 
 2. がゆえに 
 3. からには 
 4. かのごとく",4,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"今日はさんざんな一日だった。 自転車はパンクするし、財布はなくすし、しまいには 大雨に降られ
てずぶぬれになる (　　)。
 1. 始末だった 
 2. 最中だった 
 3. 思いだった 
 4. 限りだった",1,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"森選手の予選敗退は、けがが原因だと言われているが、本人は 「けがは関係ない。 単に実力
が足りなかった(　　)」とコメントしている。
 1. だけある 
 2. ものがある 
 3. だけのことだ 
 4. ようなものだ",3,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"エアコンが故障してしまい、この 1週間暑くて大変だったが、 今日ようやく修理してもらえた。 こ
れでもう暑さに(　　)。
 1. 悩まされかねない 
 2. 悩ませかねない 
 3. 悩まされることはない 
 4. 悩ませることはない",3,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"(天気予報で)
「明日は低気圧の発達に伴い、 西日本を中心に風雨が(　　)。」
 1. 強めつつあります 
 2. 強める見込みです 
 3. 強まりつつあります 
 4. 強まる見込みです",4,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"（育児の本で)
3歳前後の子供は、「なぜ?」 「どうして?」と何でも(　　)。 周囲の大人はめんどうくさがらずに、そういった質問に向き合ってあげましょう。
 1. 知りたがるものです 
 2. 知りたそうなもので 
 3. 知りたがることです 
 4. 知りそうなことです",1,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"好きなことを我慢して(　　)する節約は長く続かないと思う。
 1. さえ 
 2. まで 
 3. こそ 
 4. のみ",2,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"脳科学の研究が進んだ現代 (　　)、人が夢を見るメカニズムについて解明できない部分が 多いという。
 1. にあっても 
 2. に至っては 
 3. をめぐって 
 4. を踏まえて",1,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"同僚の山川さんは相手が(　　),おかしいと思ったことを指摘せずにはいられない性格だ。
 1. 先輩やら上司やら 
 2. 先輩なり上司なり 
 3. 先輩というか上司というか 
 4. 先輩だろうが上司だろうが",4,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"今日だけは遅刻できない (　　)、なぜか電車が遅れる。
 1. ときに限って 
 2. ことに反して 
 3. というときに限って 
 4. ということに反して",3,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"この小説は政界の権力争いを題材 (　　) 描かれているのは家族の絆であり、多くの人の心に響く感動の物語となっている。
 1. であることで 
 2. とすることで 
 3. でありながらも 
 4. としながらも",4,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"昨日、ジョギング中に足首を痛めてしまった。 ちょっと捻っただけなので、病院で(　　)、今朝もまだ少し痛む。
 1. 診てもらうほどではないものの 
 2. 診てもらわなくてはならないものの 
 3. 診てもらうほどではないどころか 
 4. 診てもらわなくてはならないどころか",1,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"息子は子供の頃、 色の好き嫌いがはっきりしていて、嫌いな色の服を決して(　　)。
 1. 着るまでもなかった 
 2. 着るわけにはいかなかった 
 3. 着ようがなかった 
 4. 着ようとはしなかった。",4,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"弊社は地球環境に配慮した製品の開発をさらに進めて(　　)。
 1. まいります 
 2. いたします 
 3. いらっしゃいます 
 4. なさいます",1,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"友人の田中が起業した会社が順調だという。 あの時、 「うちの会社にこないか」という彼の誘いを断らなければ、今頃部長くらいには(　　)。
 1. なってきたようだ 
 2. なっていたかもしれない 
 3. なってほしいようだ 
 4. なっていくかもしれない",2,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"あんな大きな問題を起こした彼が、 何の責任も (　　).
 1. 取りかねないわけだ 
 2. 取らざるを得ないわけだ 
 3. 取らずに済むわけがない 
 4. 取り切れるわけがない",3,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"宝くじ売り場があるよ、買ってみない?
どうせ当たらないんだから、買う(　　)無駄だったよ。
 1. より 
 2. のみ 
 3. には 
 4. だけ",4,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"近年の健康意識の高まり(　　)健康食品は急成長している。
 1. に次いで 
 2. にわたって 
 3. を受けて 
 4. をめぐって",3,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"息子はサッカーの練習でよほど疲れていたのか、家に(　　)食事もとらず、寝てしまった。
 1. 帰り次第 
 2. 帰るなり 
 3. 帰ったなり 
 4. 帰るとなれば",2,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"ウェブサイトごとに異なるパスワードを設定するのは面倒だが、 第三者が不正にアクセスされる(　　)、やむを得ない。
 1. しかない以上 
 2. しかない反面 
 3. 恐れがある以上 
 4. 恐れがある反面",3,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"昨日行った美術館は、一日では (　　)作品が展示されていた。
 1. 見きれないほどの 
 2. 見ずにはいられないほどの 
 3. 見きれないといった 
 4. 見ずにはいられないといった",1,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"引っ越しを控えているので、なるべく余計な出費を(　　)、友人に誘われたスキー旅行に行くことにした。
 1. 押さえたら抑えたで 
 2. 抑えられるものなら 
 3. 抑えるには抑えずに 
 4. 押さえたいところだが",4,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"驚いたことに、その小学生は、高校レベルの数学の問題をすらすらと(　　)。
 1. 解けるとは 
 2. 解けるものなら 
 3. 解いたまでだ 
 4. 解いてみせた",4,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"専門家の話では、かつてこの地域一帯は海だった(　　)。
 1. という 
 2. といえる 
 3. といった 
 4. といわれる",1,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"子どもは生まれてくる家庭環境を選べない。 だからこそ、親の経済状況によって、 子どもの教育機会が奪われること(　　)。
 1. があるわけではない 
 2. であるわけではない 
 3. があってはならない 
 4. であってはならない",3,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"(大学で)

先生 「青木さん、 今度の報告誌のモデルを青木さんにお願いできたらと思うんだけど、どうかな」
青木 「やりたいです。 でも、私(　　)」
先生 「もちろん」
 1. だったらいいんですか 
 2. なんかでいいんですか 
 3. だったらいいんでしょう 
 4. なんかでいいんでしょうか",2,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"この美術館の絵を全部見ようと思ったら、 半日(　　) 足りないと思います。
 1. にわたって 
 2. にかけて 
 3. までは 
 4. では",4,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"部屋の広さも考えず、店員に勧められる (　　)、大きいテーブルを買ってしまった。
 1. まま 
 2. ままを 
 3. ままでも 
 4. ままなのに",1,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"A会社の元社員が11日、 突然の解雇を不当 (　　)解雇取り消しを同社に求める訴えを起こした。
 1. となって 
 2. になって 
 3. として 
 4. にして",3,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"下水道工事中、 ご不便をおかけ致しますが、 どうかご理解(　　)、よろしくお願い申し上げます。
 1. いたしたく 
 2. いただきたく 
 3. 差し上げたく 
 4. 申しあげたく",2,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"間違い電話をかけてきて謝りもしないとは、 失礼 (　　)。
 1. でならない 
 2. ではいられない 
 3. 極まりない 
 4. に越したことはない",3,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"(電車の中で)
A 「いつもならこの時間帯は込んでるのに、 今日は空いてるね。」
 B 「祝日だからね。」
A「あ、そっか。 どうりで空いてる(　　)。」。
 1. こともある 
 2. に決まってる 
 3. に違いない 
 4. はずだ",4,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"今回の事件で山田氏の政治的影響力が完全に失われる(　　)、弱まることは間違いないだろう。
 1. ことはないにしても 
 2. ことはないにもかかわらず 
 3. ほかはないにしても 
 4. ほかはないにもかかわらず",1,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"「3歳までの育児は母親がすべきだ」 と言う人もいるが、 子育てをするのが母親で(　　)、 必ずしもそうではないと思う。
 1. なくてはならないからといって 
 2. なくてはならないかというと 
 3. あるわけにはいかないからといって 
 4. あるわけにはいかないかというと",2,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"もう二度と恋(　　)と固く心に誓ったはずだったが、知らず知らずのうちに彼女のことが好きになっていた。
 1. こそするものか 
 2. などするものか 
 3. などするものなのか 
 4. こそするものなのか",2,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"先日提出した私の意見書は、単に決定に至るプロセスの問題点を指摘(　　)決定そのものに反対するものではありません。
 1. しそうになったにすぎず 
 2. しそうになったほどで 
 3. しようとしたにすぎず 
 4. しようとしたほどで",3,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"アナウンサー「次の試合は優勝候補同士の対決です。( )どちらが勝つのでしょうか。」
 1. ついに 
 2. まさか 
 3. どうやら 
 4. 果たして",4,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"相手の意見に対して、どんな反論を( )自由だが、自分の考えを一方的に押し付けるのはよくないと思う。
 1. する以上 
 2. しつつも 
 3. しようと 
 4. している限りは",3,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"A公園ではバーベキューや釣りもできるので、親子で一日楽しめる。週末( )、いつも朝から家族連れでいっぱいだ。
 1. にっき 
 2. を機に 
 3. をもって 
 4. ともなれば",4,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"「このプロジェクトが成功( )、リーダーの君にかかっている。」と課長に言われ、やる気が高まった。
 1. するもしないも 
 2. するやらしないやら 
 3. するなりしないなり 
 4. するというかしないというか。",1,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"昨日初めてハンバーグを作ったが、家族にあまりおいしくないと言われてしまった。今度は絶対おいしく( )。
 1. 作るものか 
 2. 作る始末だ 
 3. 作ってみせる 
 4. 作りつつある",3,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"このパソコンは新品だと10万円はするが、中古なら高くても4、5万円( )。
 1. に上る 
 2. といったところだ 
 3. でもあるまい 
 4. どころではない",2,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"数々の名曲を生み出し、天才作曲家と呼ばれる山川氏だが、天才( )苦悩もあったという。
 1. とし得る 
 2. であるがごとき 
 3. とせざるを得ない 
 4. であるがゆえの",4,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"今回の市長選挙で、川西氏は、福祉や教育の充実を訴えて市民の心を( )、支持が得られず、落選に終わった。
 1. つかもうとしたものの 
 2. つかみきれなかったものの 
 3. つかもうとしたからといって 
 4. つかみきれなかったからといって",1,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"弟は就職活動がうまくいかず大変そうだが、私が代わることもできないので、自分の力で( )。
 1. 頑張れるに決まっている 
 2. 頑張ってもらうしかない 
 3. 頑張れないこともない 
 4. 頑張ってしまうところがある",2,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"(メールで)

風邪の具合はいかがですか。今年の風邪は長引くみたいですから、どうぞお気をつけください。一日も早く回復( )。
 1. されますように 
 2. 願ってはどうですか 
 3. いたしたく思います 
 4. していらっしゃるでしょうか",1,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"今年歌手生活40周年を迎えた山川みつ子は、引退のうわさを否定して、「応援してくれるファンが一人でも( )、歌い続けます。」と語った。
 1. いた上 
 2. いる限り 
 3. いながら 
 4. いるだけあって",2,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"今度のプロジェクトのリーダーは石川さんだと予想していたが、違うようだ。石川さんでない( )、誰なのだろう。
 1. とすれば 
 2. とあって 
 3. というより 
 4. と思っても",1,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
"A社は、製品の成分表示に誤りがあったことについて謝罪したが、品質には( )問題はないと強調した。
 1. かりに 
 2. なんら 
 3. なかなか 
 4. あまりにも",2,,問題\5次の文の)に入れるのに最もよいものを、1・2・3・4から一つ選び なさい。
